제목,가사,가수,발매일,좋아요수,장르
다시는 없을 사랑 같아서,"차갑던 그 눈빛
모질던 그 말투도
가슴에 박혀버려
숨쉬기도 힘이 들어
어딜 가야만할지 몰라요
이젠 아무것도 몰라요
다시는 없을 사랑 같아서
미련이 자꾸 뒤를 봐
시간 흘러 버린대도
잊을 수 없을 사랑
늦은 건가요 그대가 돌아오기엔
조금만 천천히 이렇게 가면 안돼
어제는 사랑이던
그 사람이 더는 없어
어딜 가야만할지 몰라요
이젠 아무것도 몰라요
다시는 없을 사랑 같아서
미련이 자꾸 뒤를 봐
시간 흘러 버린대도
잊을 수 없을 사랑
늦은 건가요 그대가 돌아오기엔
한번 더 다시 생각해봐요
아름다웠던 우리
모두 지울 순 없잖아요
다시는 없을 사랑 같아서
미련이 자꾸 뒤를 봐
시간 흘러 버린대도
잊을 수 없을 사랑
늦은 건가요 그대가 돌아오기엔",우은미 (Woo Eun Mi),2017.07.06,95,발라드
수많은 약속도 이별앞에서 모두 거짓말,"아무런 준비하지 못했는데
이별을 말하니
창문만 바라보는 차가워진
낯설게 변한 너를 바라만 봐
행복 하라는 그 말
난 뭐라 해야 해
아무 말도 하지 못했어
이렇게 쉽게 날 떠날 거라면
왜 널 사랑하게 했니
그냥 스쳐 지나갈 사람이면
시작조차 안 했어
수많은 약속도 이별 앞에서
모두 거짓말
미처 알지 못했어
변해가는 니 맘
눈치 없이 곁에 있었어
이렇게 쉽게 날 떠날 거라면
왜 널 사랑하게 했니
그냥 스쳐 지나갈 사람이면
시작조차 안 했어
수많은 약속도 이별 앞에서
모두 거짓말
어딜 가야 하나요
이제는 갈 곳 몰라서
헤메이잖아 어떡해요
이렇게 쉽게 날 떠날 거라면
왜 널 사랑하게 했니
그냥 스쳐 지나갈 사람이면
시작조차 안 했어
수많은 약속도 이별 앞에서
모두 거짓말",우은미 (Woo Eun Mi),2017.07.06,92,발라드
인형,"그대를 사랑해요
그대를 사랑해요
수없이 말을 하죠
고장 난 테잎처럼
그대를 만지고 싶고
그대와 얘기 나누고 싶어요
하지만 그댄 다른 인형과 사랑하잖아
이렇게 울고불고 떼를 써도
아무 소용이 없는걸요
새로운 인연과 행복하게
잘 지내봐요
빛들이 하나씩 눈뜨는 밤
지금 그녀와 어딜 가고 있나요
내가 생각하는 그곳이 맞네요
그럼 기다릴게요 그곳에서
라떼의 향기 그 미소까지도
변함없군요
이제 그 미소 나에게 보여줘요
어서 웃어봐요
시간이 멈춘 것 같잖아요
내 앞에 있는 당신이 마치
조각난 인형 같네요
그만하라는 말 듣기 싫으니
그런 눈으로 보지 마요
다 당신을 위한 거니까",강다인,2017.07.06,16,발라드
꽃잎이 하늘을 그릴 때 (INTRO),"꽃잎이 하늘을 그릴 때
따뜻한 바람이 스칠 때
영화 속 하얀 별빛 쏟아질 때
그 모든 걸 너와 함께 하고 싶어
꽃잎이 하늘을 그릴 때
따뜻한 바람이 스칠 때
영화 속 하얀 별빛 쏟아질 때
그 모든 걸 너와 함께 하고 싶어",테이크 (TAKE),2017.07.06,143,발라드
별거 없더라,"별거 없더라
달콤했던 내 자유도
길지 않더라
텅 빈 내 하루 속에
결국 네가 필요해
첨엔 좋았지 어디 나갈 때
어제 입던 아무 옷이나
입어도 되고
눈을 뜨기도 싫은 주말엔
보기 싫은 영화 같은 건
안 봐도 되고
But I change my mind
그렇게 한 주가 가고
But I change my mind
또 같은 한 달이 가도
처음에는 신나고 편안한 일들이
지날수록 내 맘 한 곳을
아프게만 해
별거 없더라
그토록 바란 내 자유도
길지 않더라
텅 빈 내 하루 속에
결국 네가 필요해
네가 필요해
네가 필요해
너와 반대를 만나보려고
여기 저기 많은 사람을
소개 받았고
하지도 않던 술에 취해서
처음 만난 낯선 여자에
기대도 봤어
But I change my mind
그게 며칠 못 가더라
But I change my mind
전부 그때뿐이더라
너를 잊으려 밤을 새봐도
눈을 뜨면 네 빈자리만
커져있더라
별거 없더라
그토록 바란 내 자유도
길지 않더라
텅 빈 내 하루 속에
결국 네가 필요해
네가 필요해
네가 필요해
미안해 변한 게 없는 나
용서해 내 맘이 너라서
널 여전히 잊지 못해서
보고 싶더라
그토록 혼자 참아봐도
생각나더라
괜찮을 듯 했지만
괜찮은 듯
나도 별거 없더라
별거 없는 나더라
너를 어쩔 수 없더라
너 아닌 딴 걸 찾아봐도
너뿐이더라
텅 빈 내 가슴 속엔
결국 네가 필요해
네가 필요해
네가 필요해
별거 없더라
네가 없는 나
네가 없는 모든 하루는
의미 없더라",테이크 (TAKE),2017.07.06,267,발라드
Waiting for You (Inst.),"날 혹시 아나요 만난 적 있나요
언젠가 본 듯한 낯 익은 그 향기
날 기억하나요 느낄 수 있나요
길 잃은 내 눈빛 그대만 보는데 오직
Waiting for you only for you
나도 모르게 내 맘이
그대 숨결을 원해요
Waiting for you still loving you
아무 말 없이 날 봐도
그대 목소리 들리죠
모르는 척 마요 약속했잖아요
선명하게 남긴 따뜻한 그대의 손길
Waiting for you only for you
나도 모르게 내 맘이
그대 숨결을 원해요
Waiting for you still loving you
아무 말 없이 날 봐도
그대 목소리 들리죠
I promise you always love you",조현아 (어반자카파),2017.07.26,46,발라드
내사랑,"팝콘 한 아름에 내 사랑을 가득 담아
너의 손을 잡고 재밌는 영화를 보고
창이 넓은 카페 단둘이 창가에 앉아
겨울 바다를 보며 사랑을 얘기하고
하루가 너무 짧아
매일 너를 보고 또 봐도
내 사랑 네게 다 줄 수는 없어
너와 같은 거실을 쓰고
너와 같은 소파에 앉아
니가 깎아온 과일 먹으며
난 티비를 보고 싶어
너와 같은 음악을 듣고
너와 같이 여행을 하며
너와 같은 아침을 매일 맞으며
사랑 지켜가고파
니가 좋아하는 인형을 가슴에 안고
하얀 카드 위에 내 사랑의 시를 쓰고
커플 반지 속에 내 마음을 가득 담아
예쁜 너의 손에 내 사랑 끼워주고파
하루가 너무 짧아
매일 너를 보고 또 봐도
내 사랑 네게 다 줄 수는 없어
너와 같은 거실을 쓰고
너와 같은 소파에 앉아
니가 깎아온 과일 먹으며
난 티비를 보고싶어
너와 같은 음악을 듣고
너와 같이 여행을 하며
너와 같은 아침을 매일 맞으며
사랑 지켜가고파
너와 같은 믿음으로
너와 같은 소망 빌며
너와 같은 사랑 나누고 싶어
너와 같은 거실을 쓰고
너와 같은 소파에 앉아
니가 깎아온 과일 먹으며
난 티비를 보고 싶어
너와 같은 음악을 듣고
너와 같이 여행을 하며
너와 같은 아침을 매일 맞으며
사랑 지켜가고파",더 이스트라이트 (TheEastLight.),2017.07.26,894,발라드
Dear Love (Inst.),"그대는 애 같죠
아직 어린애같이
작은 내 장난에 토라지죠
그대는 해 같죠
때론 따듯하다가
뜨겁게 나를 안아주네요
잠에 든 널 바라보다가
입을 맞추면
토끼 눈을 뜨고 날 바라보네요
그대는 아무 말 없이
내 품에 안겨서
사랑한다 말해주네요
if you are sick
지금 달려가겠지
only you this real love
언제나 곁에 있을 거야 난
if you are love me
바랄 건 없지
I am you for my dear love
어떤 단어로 표현할까 널
4월의 봄엔 가장 예쁜 네가 될 거야
하얀색 드레스 입고
넌 내 손을 꼭 잡고
더운 나라에 가서
우리 사랑을 불태우는
신혼여행도 갈 거야
아무 걱정 하지마
시간이 많이 지나도
오늘 같은 맘이라면
내 맘 변할 리는 없어
어떤 날도 어떤 모습도
중요하진 않아
늘 옆에 너만 있어준다면
if you are sick
지금 달려가겠지
only you this real love
언제나 곁에 있을 거야 난
if you are love me
바랄 건 없지
I am you for my dear love
어떤 단어로 표현할까 널",오브로젝트,2017.07.28,60,발라드
그렇게 불렀는데,"실감 나지 않은 이별이
아침에 눈을 뜨니 느껴지나 봐
아무 생각이 안 나
아무것도 못 하고 한숨만 쉬며
뛰는 심장을 느껴
손 잡고 거닐던 그때 그 거리에
혼자 서성거리며
지나간 기억 떠올려
아름답던 기억들
그렇게 불렀는데 뒤돌아 떠났어
그렇게 바라봤어 너 하나 보면서
가슴이 빨리 뛰고 있어
남겨진 게 두려운가 봐
다시 돌아오기를
그날만을 기다려
손 잡고 거닐던 그때 그 거리에
혼자 서성거리며
지나간 기억 떠올려
아름답던 기억들
그렇게 불렀는데 뒤돌아 떠났어
그렇게 바라봤어 너 하나 보면서
가슴이 빨리 뛰고 있어
남겨진 게 두려운가 봐
다시 돌아오기를
그날만을 기다려
돌아오겠지 그런 생각에
지울 수가 없어
이대로 우리 헤어질 수는 없잖아
그렇게 불렀는데 뒤돌아 떠났어
그렇게 바라봤어 너 하나 보면서
가슴이 빨리 뛰고 있어
남겨진 게 두려운가 봐
돌아오기를
그날만을 나는 기다려",더 데이지 (The Daisy),2017.07.28,130,"발라드, 국내드라마"
가도 돼,"가도 돼
모두 모두 전부 잊고 가도 돼
홀가분하게 다 잊고 가도 돼
더는 돌아보지 말고 가도 돼
바라던 거잖아
하얗게 지새운
많은 밤들은 이젠 안녕
깨지 않는 마법 같았던
주문에서 깨어난 순간
너와 나
꿈 이였던 나와 너
간직해 줄 수 있니
항상 우리 함께였단 걸
사랑해
언제 들어도 좋았던 사랑해
듣기만 해도 벅찼던 사랑해
부드럽게 머금었던 사랑해
향긋했던 그 말
지울게 잊을게
그냥 아무도 널 모르게
깨지 않는 마법 같았던
주문에서 깨어난 순간
너와 나
꿈 이였던 나와 너
간직해 줄 수 있니
항상 우리 함께였단 걸
티 내지 않을래
미워하지 않을게
색이 바랜 사진에
내가 있다면
언젠가는 알게 될 거야
서로가 소중 했다는 걸
웃을래
너 떠나도 웃을래
후회는 없기에
Tonight
많이 보고 싶겠지만
너와 나
꿈 이였던 나와 너
간직해 줄 수 있니
항상 우리 함께였단 걸",샤넌,2017.07.28,876,발라드
Anything,"난 너의 모든 걸
가질 수 있을 거라 생각했어
너와는 모든 게 달랐던
내가 조금씩 물들어 가고 있어
내가 내가 아닌가봐
이제 너를 전부 지웠나봐
매번 던지는 너의 가벼운 말도
전부 다 이해 할 수 있으니
너의 옆은 나였으면 해
너의 모든 일상이 내가 됐음 해
너도 나와 똑같기를 바래
이젠 모든 게 상관 없으니까
I anything all for you baby baby
I wanna do I love you baby baby
나 하나만 있으면 된다는 말이
전부 진심이길 난 아직도 바래
I anything all for you baby baby
I wanna do I love you baby baby
나 하나만 있으면 된다는 말이
전부 진심이길 난 아직도 바래
Ay 넌 항상 나만 있으면 괜찮다 해
내 모든 걸 다 잃어도 넌 상관없다 해
난 너의 진실된 마음을
다 알고 있으면서
또 모든 게 진심이 될 순 없기에
항상 불안해
내가 내가 아닌가봐
이제 너를 전부 지웠나봐
매번 던지는 너의 가벼운 말도
전부 다 이해 할 수 있으니
너의 옆은 나였으면 해
너의 모든 일상이 내가 됐음 해
너도 나와 똑같기를 바래
이젠 모든 게 상관 없으니까
I anything all for you baby baby
I wanna do I love you baby baby
나 하나만 있으면 된다는 말이
전부 진심이길 난 아직도 바래
I anything all for you baby baby
I wanna do I love you baby baby
나 하나만 있으면 된다는 말이
전부 진심이길 난 아직도 바래
너와 항상 같이 걸어도
나는 늘 혼자인 거 같아
어딜 가든 내 생각만 하는
모습을 바란 건 아냐
내가 너의 일상에 스며드려 하듯이
너도 나의 일상에 스며들었으면 해
이렇게 애쓰고 있는 나를
이젠 그냥 편히 안아줘
I anything all for you baby baby
I wanna do I love you baby baby
나 하나만 있으면 된다는 말이
전부 진심이길 난 아직도 바래
I anything all for you baby baby
I wanna do I love you baby baby
나 하나만 있으면 된다는 말이
전부 진심이길 난 아직도 바래",비하트 (B.HEART),2017.07.28,168,"발라드, R&B/Soul, 국내드라마"
그럴걸 (Inst.),"스스로 바보가 된 나를
설명할 방법이 없어
넌 아직은 봄이라면
난 어느새 겨울 끝에 왔어 혼자서
꼬집어 말할 수가 없는
달라진 마음의 모양
날 도무지 모른다는
넌 이미 내 곁을 멀어진 사람
그게 너무 아파
숨이 차면 너의 손을 잡을걸
불안하면 그냥 울어버릴걸
다시는 볼 수 없는
처음 너의 그 미소
그걸 난 보지 않을 걸 그랬어
괜히 그랬어
조각나버린 시간들을
되돌릴 방법이 없어
넌 이제와 듣고 싶은
난 어느새 닫아버린 얘기들
그게 너무 아파
숨이 차면 너의 손을 잡을걸
불안하면 그냥 울어버릴걸
다시는 볼 수 없는
처음 너의 그 미소
그걸 난 그때 보지 않았다면
화를 내면 초라해지는 내가
그럴수록 멀어져 가는 네가
다시는 올 수 없는
처음 그 설레임들
그걸 난 믿지 않을 걸 그랬어
숨이 차면 너의 손을 잡을걸
불안하면 그냥 울어버릴걸
다시는 볼 수 없는
처음 너의 그 미소
그걸 난 보지 않을 걸 그랬어
괜히 그랬어",김나영,2017.07.28,232,발라드
생각이 안 나,"빛바랜 사진처럼 다 잃어가고
나의 마음속에 텅 빈 공허함이
지쳐가게 해 헤매이게 해
시간 지나가도
길어진 하루 속에
진짜 나는 어디 있나
생각이 안 나 어디로 가는지도
무엇을 해야 할까 이런 생각
무거워진 발걸음을
이끌고서 찾아갔어
반겨주는 기분이 들어
지난 기억들 나를 지키던
그때 추억들이
자꾸만 떠오르고
돌아간 듯 눈을 감아
생각이 안 나 어디로 가는지도
무엇을 해야 할까 이런 생각
무거워진 발걸음을
이끌고서 찾아갔어
반겨주는 기분이 들어
같은 자리 별처럼 그 자리에 있을까
모든 기억들과 내 모습마저
생각이 안 나 어디로 가는지도
무엇을 해야 할까 이런 생각
무거워진 발걸음을
이끌고서 찾아갔어
반겨주는 기분이 들어",한경일,2017.07.31,139,"발라드, 국내드라마"
"밤, 기억","너와 두 손을 잡고 걸었던 거리
따스한 온기가 선명하고
왜 나에게만 넌
난 두 손을 잡고 걸었던 거릴
멍하니 그때를 바라보고
난 혼자 남아 널
우릴 감싸던 그 불빛도
우릴 에워싸던 공기도
너와 함께 했던 많은 기억이
희미해진 우리의 흔적이
왜 나에게만
저 별들처럼 제자릴 맴도는지
우릴 안아주던 거리도
우릴 위로하던 노래도
하나하나 그대로인데
빈자리엔 니가 자욱한데
너와 함께 했던 많은 시간이
행복했던 우리의 모습이
왜 나에게만
저 별들처럼 제자릴 지키는지
우리 유치하게 웃고 울었던
그 시절에 좋았던 기억만
남아주기를
언제까지나 예쁘게 기억되길
언제까지나 기억되길",새벽프로젝트,2017.07.31,98,발라드
