,제목,가사,장르
356,가을타는 여자,"가을타는 여자

가슴 타는 날에
잠못들고
이리 저리 뒤척인 것은
만지면 터질것 같은
그리움으로
가을 타는 여자인가봐
모든 것이 채워져도
빈것같은
허전함이여
빨간 단풍잎
떨어진 길을
추억 밟으며 걸을때
치맛자락 맴도는
한줄기 바람에도
가을은
아픔이더라

눈물 나는 날에
잠 못들고
이리 저리 헤매인 것은
만지면 터질것 같은
그리움으로
가을 타는 여자인가봐
모든 것이 채워져도
빈것같은 허전함이여
노란 은행잎
떨어진 길을
추억 밟으며 걸을때
치맛자락 감싸는
싸늘한 바람에도
가을은 깊어 가더라
치맛자락 감싸는
싸늘한 바람에도
가을은
깊어 가더라",트로트
357,자기,"자기 귀여운자기 자기 소중한자기
자기만나 행복하네요 정말 정말 사랑합니다
사랑사랑사랑해요자기만을 사랑해요
내모든걸 다받쳐서 자기만을 사랑해요
자기 사랑합니다 자기없인 살수없어
자기만을 사랑해요

자기 귀여운자기
자기 소중한자기 자기 만나 행복하네요
정말정말 사랑합니다사랑사랑사랑해요
자기 만을 사랑해요 내모든걸 다받쳐서
자기만을 사랑해요 자기 사랑합니다
자기없인 살수없어 자기만을 사랑해요
자기없인 살수없어자기만을 사랑해요",트로트
358,무효,"남자 두 뺨에 흐르는 눈물은 괸히 우는게 아냐

너 하나 사랑 한게 바보라서 울 었다

여 자란 남 자란 무엇으로 사 는가

남자는 여자의 여자는 남자의 사랑먹고 살 아요

지난 것은 뮤효야 이제부터 시작이야

다시 한번 돌아 서서 웃어봐



- 간주중 -



여자 두 뺨에 흐르는 눈물은 괸히 우는게 아냐

너 하나 믿은 내가 바보라서 울 었다

남 자란 여 자란 무엇으로 사 는가

여자는 남자의 남자는 여자의 눈물먹고 살 아요

지난 것은 무효야 이제부터 시잣이야

다시 한번 돌아 서서 웃어봐

지난 것은 무효야 이제부터 시작이야

다시 한번 돌아 서서 웃어봐",트로트
359,외로운 여자,"나 그대에게 할말들이

너무나 쌓여있는데

그대는 모른체하고

왜 외면하려 합니까

수많은 날들을

우린그냥 지나쳐 왔을뿐인데

이렇게 흐르는 눈물을

난 알수 없어요

사랑이 부숴지는 이유를

난 정말 모르겠어요

애쓰다 망가진 연약한 가슴엔

상처만 묻어있어요

아~~

아무리 참아도 눈물이 흘러요

아직도 미련이 남아서

아무리 참아도 눈물이 흘러요

연약한 여자의 가슴에



사랑이 부숴지는 이유를

난 정말 모르겠어요

애쓰다 망가진 연약한 가슴엔

상처만 묻어있어요

아~~

아무리 참아도 눈물이 흘러요

아직도 미련이 남아서

아무리 참아도 눈물이 흘러요

연약한 여자의 가슴에

연약한 여자의 가슴에",트로트
360,방랑시인 김삿갓,"죽장에 삿갓쓰고 방랑 삼천리
흰 구름뜬 고개 넘어
가는 객이 누구냐
열두 대문 문간방에
걸식을 하며 술 한잔에
시 한수로 떠나가는 김삿갓

세상이 싫던가요 벼슬도 버리고
기다리는 사람 없는
이 거리 저 마을로
손을 젓는 집집마다
소문을 놓고 푸대접에
껄껄대며 떠나가는 김삿갓",트로트
361,여자는 무엇으로 사는가,"외로워지면 희미한 불속에
떠나버린 그대 얼굴 생각나
이 밤도 못잊어 내 얼굴엔
눈물이 쏟아집니다
사랑했던 그 사람을
다시는 볼 수가 없어도
싫어졌다고 해도
그럴 수 있을까
속이고 갈 것을
여자는 무엇으로 사는가 진정
대답해 줄 수 없나요

사랑했던 그 사람을
다시는 볼 수가 없어도
싫어졌다고 해도
그럴 수 있을까
속이고 갈 것을
여자는 무엇으로 사는가 진정
대답해 줄 수 없나요
여자는 무엇으로 사는가 진정
대답해 줄 수 없나요",트로트
362,바로 그대 당신입니다 (나훈아 신곡),"사랑해요 사랑해요
사랑하고 있어요
당신을 사랑하고 있어요
이 세상에 내가 진정
사랑하는 사람은
바로 그대 당신입니다
비록 남들보다
가진 것은 없다 해도
마음 따뜻한 사람
비록 남들보다
잘난 것은 없다 해도
미소 가득한 사람
사랑해요
내가 진정 사랑하는 사람은
고개 숙인 당신입니다
사랑해요 사랑해요
사랑하고 있어요
당신을 사랑하고 있어요
세상에서 내가 오직
사랑하는 사람은
바로 그대 당신입니다
비록 남들보다
앞서가지 못한대도
마음 정직한 사람
비록 남들보다
약한 듯이 보이지만
용기있는 사람
사랑해요
내가 진정 사랑하는 사람은
비에 젖은 당신입니다",트로트
363,사랑이여 영원히 (김종환),"이 세상에 태어나서
나 그대를 사랑하게 됐고
똑똑하게 사랑하겠다던 마음이
그대 앞에선 사라지고
아무때나 찾아오는 보고픔에
젖은 그리움이
내 나이가 지나서
시간이 흘러도
변하지 않을 것 같아
속상해요 가는 시간이
속상해요 또 오는 세월이
가시같은 현실의 강을
건너가도 난 네가 있어 괜찮아
얼마동안 사랑하고
얼마동안 너를 보게 될까
미치도록 보고 싶어
가슴 아픈 날이 많았는데
아무리 힘든 날이 와도
난 네손을 놓지 않겠다

그대 앞에 있는 내가
때론 작게 느껴지더라도
세상에서 누굴 사랑하냐고 물으면
그대라고 말할 나에요
운이 좋아 널 만났다고
요즘들어 생각을 하게 돼
다시 한번 세상에
태어날 수 있다면
그때도 너였으면 해
얼마동안 사랑하고
얼마동안 너를 보게 될까
미치도록 보고 싶어
가슴 아픈 날이 많았는데
아무리 힘든 날이 와도
난 네손을 놓지 않겠다
난 네손을 놓지 않겠다",트로트
364,못 잊을 사랑,"나를 잊었나 벌써 잊었나
아직도 사랑은 가슴에 남아 있는데
잊으려 지우려 아무리 애를 써 봐도
자꾸만 커가는 그리움
이토록 못 잊을 사랑 왜 내가 보냈나
떠나지마 가지마 애원할걸
붙잡지도 못하고
떠나지마 가지마 매달릴걸
후회하는 바보
돌아와요 웃으며 와줘요
내게는 너 하나 뿐이야

~간 주 중~
이토록 못 잊을 사랑 왜 내가 보냈나
떠나지마 가지마 애원할걸
붙잡지도 못하고
떠나지마 가지마 매달릴걸
후회하는 바보
돌아와요 웃으며 와줘요
내게는 너 하나 뿐이야
내게는 너 하나 뿐이야",트로트
365,멋진인생,"아리아리아리 동 동
쓰리쓰리쓰리 동 동
잘났다고 못났다고
누가 말했나
서로 믿고 사랑하면
그것이 멋진 인생
많고 많은 사람 중에
우리 만남은
하늘에서 맺어주신
천생연분일세
아리랑 쓰리랑
아라리가 났구나
아리아리아리 동 동
스리스리스리 동 동
아름다운 이 세상에
한 번 왔다 가는 인생
멋지게 살아보세
아리아리아리 동 동
쓰리쓰리쓰리 동 동
잘난 사람 못난 사람
따로 있더냐
서로 믿고 사랑하면
그것이 멋진 인생
백지장도 맞들면은
가볍다는데
세상 살이 힘들 거든
함께 살아봐요
아리랑 쓰리랑
아라리가 났구나
아리아리아리 동 동
스리스리스리 동 동
아름다운 이 세상에
한 번 왔다 가는 인생
멋지게 살아보세",트로트
366,울산 아리랑,"운무를 품에 안고 사랑찾는 무룡산아
산딸기 머루 다래 따다주던 그손길
앵두같은 내 입술에
그 이름 새겨놓고
꿈을 찾아 떠난 사람아
둘이서 거닐던 태화강변에
대나무숲들은 그대로인데
어느곳에 정을두고 나를 잊었나
나를 나를 잊었나
돌아온단 그 약속에
내 청춘이 시든다
까치들이 울어주니 님 오시려나
아 울산 아리랑
석양을 품에 안고
사랑 찾는 문수산아
산딸기 머루 다래
따다주던 그 손길
배꽃 같은 내 가슴에
그리움 물들이고
꿈을 찾아 떠난 사람아
둘이서 거닐던 청자 바닷가
하얀 파도는 그대로인데
어느 곳에 정을 두고 나를 잊었나
나를 나를 잊었나
돌아온단 그 약속에
내 청춘이 시든다
까치들이 울어주니 님 오시려나
아 울산 아리랑",트로트
367,내가 (MBC 대학가요제 대상),"이 세상에 깊은 꿈 있으니
아득한 사랑에 눈을 내리고
우리 사랑에 노래 있다면
아름다운 생 찾으리라
이 세상에 슬픈 꿈 있으니
외로운 마음에 비를 적시고
우리 그리움에 날개 있다면
상념의 방랑자 되리라
이 내 마음 다하도록 사랑한다면
슬픔과 이별 뿐이네
이 내 온정 다하도록 사랑한다면
진실과 믿음 뿐이네
내가 말없는 방랑자라면
이 세상의 돌이 되겠소
내가 님 찾는 떠돌이라면
이 세상 끝까지 가겠소
이 세상에 깊은 꿈 있으니
아득한 사랑에 눈을 내리고
우리 사랑에 노래 있다면
아름다운 생 찾으리라
이 내 마음 다하도록 사랑한다면
슬픔과 이별 뿐이네
이 내 온정 다하도록 사랑한다면
진실과 믿음 뿐이네
내가 말없는 방랑자라면
이 세상의 돌이 되겠소
내가 님 찾는 떠돌이라면
이 세상 끝까지 가겠소
내가 말없는 방랑자라면
이 세상의 돌이 되겠소
내가 님 찾는 떠돌이라면
이 세상 끝까지 가겠소
내가 말없는 방랑자라면
이 세상의 돌이 되겠소
내가 님 찾는 떠돌이라면
이 세상 끝까지 가겠소
내가 말없는 방랑자라면
이 세상의 돌이 되겠소
내가 님 찾는 떠돌이라면
이 세상 끝까지 가겠소
이 세상 끝까지 가겠소
이 세상 끝까지 가겠소",트로트
368,창부타령 / 태평가,"아니
아니 놀진 못 하리라
창문을 닫혀도 스며드는 달빛
마음을 달래도 파고드는 사랑
사랑이 달빛이냐
달빛이 사랑인가
텅빈 내 가슴 속엔
사랑만 가득 고여있네
사랑 사랑이라니
사랑이란 것이 그 무엇이냐
알다가도 모르겠네
얼씨구나 절씨구나
내 사랑이지
사랑 사랑 참사랑아
짜증은 내어서 무엇 하나
성화를 내어서 무엇 하나
인생 일장춘몽인데
아니나 놀고서 무엇 하리
니나노
닐리리야 닐리리야 니나노
얼싸 좋아 얼씨구나 좋다
벌 나비는 이리 저리 펄펄
꽃을 찾아서 날아든다
꽃을 찾는 벌 나비는
향기를 쫓아서 날아들고
황금 같은 꾀꼬리는
버들 사이로 왕래한다
니나노
닐리리야 닐리리야 니나노
얼싸 좋아 얼씨구나 좋다
벌 나비는 이리저리 펄펄
꽃을 찾아서 날아든다",트로트
369,바보같은 사나이,"사랑이 빗물되어
말없이 흘러내릴때
사나이는 울었다네
빗물도 울었다네
세월가면 잊어질까
세월아 말을 해다오
못잊어 못잊어서
가슴만 태우는
바보같은 사나이
사랑이 빗물되어
서럽게 흘러내릴때
사나이는 울었다네
빗물도 울었다네
세월가면 잊어질까
세월아 말을 해다오
그리워 그리워서
가슴만 태우는
바보같은 사나이",트로트
370,천하장사,"씨름판이 열린다 징소리가 울린다
동서남북 방방곡곡
팔도장사 다 모인다
처녀총각 어린아이 할아버지 할머니
웅성웅성 와글와글 신바람 났네
청룡만세 백호만세 천하장사 만만세
뚱보장사 나오신다
키다리장사 나오신다
거머쥐고 얼싸안고 씨근벌떡 일어섰다
배지기 들어간다 호미걸이 받아라
으랏찻차 으랏샤샤 땅이 울린다
청룡만세 백호만세
천하장사 만만세
뚝심이냐 뱃심이냐
니는 뭐고 나는 뭐냐
삼판양승 오판삼승
모래판에 걸은 인생
시작도없고 끝도없는
사나이 승부의 길
웃어도 보고 울어도 봤다
갈림길에서
청룡만세 백호만세
천하장사 만만세
천하장사 만만세",트로트
371,슬픈화가의 눈물,"그리운님 보고플 때 화실에
홀로 앉아
지난 추억 생각하면서
당신을 그려봅니다
세월 흐르른 지금은
어떻게 변해있을까
추억만을 그리며 사는
슬픈 화가의 눈물
사무치게 그리울 때 화폭에
그린 얼굴은
그리워도 보고싶어도
만날 수 없는 옛 사랑
세월 흐르른 지금은
어떻게 변해있을까
추억만을 그리며 사는
슬픈 화가의 눈물",트로트
372,인생,"운명이 나를 안고 살았나
내가 운명을 안고 살았나
굽이굽이 살아온 자욱마다
가시밭길 서러운 내 인생
다시 가라하면 나는 못 가네
마디마디 서러워서 나는 못 가네
지는 해에 실려보낸 내 사랑아
바람처럼 사라져간 내 인생아
아 사랑이여 눈물이여
묻어버린 내 청춘이여 아
사랑은 다시 오라 나를 부르고
인생은 눈물되어 나를 떠미네
다시 가라하면 나는 못 가네
마디마디 서러워서 나는 못 가네
지는 해에 실려보낸 내 사랑아
바람처럼 사라져간 내 인생아
아 사랑이여 눈물이여
묻어버린 내 청춘이여
어머니
사랑은 다시 오라 나를 부르고
인생은 눈물되어 나를 떠미네",트로트
373,외로운 여자,"지금 이순간 나에게로오세요
오늘밤만은 사랑하고 싶어요
갇혀있던 내 사슬을 망가뜨리고
자유롭게 살고 싶어요
잠시 잠깐 이라도
꿈을 꾸는 것처럼
화려했던 꿈속에
빠져들고 싶어요
산들바람에 흔들리는꽃처럼
내 마음이 흔들리고 있어요
어떡하나요 막을 수 가 없는걸
나는 외로운여자
지금 이 순간 나에게로 오세요
오늘 밤만은 사랑하고 싶어요
묶여있던 내 사슬을 풀어버리고
자유롭게 날고 싶어요
잠시 잠깐 이라도
꿈을 꾸는 것처럼
활짝 날개를 펴고
날아 보고 싶어요
산들바람에 흔들리는꽃처럼
내 마음이 흔들리고 있어요
어떡하나요 막을 수 가 없는걸
나는 외로운 여자
나는 외로운 여자",트로트
374,사랑타령,"야야야 사랑이로구나
야야야 사랑타령이야
야야야 사랑이로구나
야야야 사랑타령이야
봄날사랑은 꽃피는 사랑
여름사랑은 소낙비 사랑
가을사랑은 단풍잎 사랑
겨울사랑은 겨울비 사랑
메마른 가슴에 사랑비가 오네
메마른 가슴에 사랑비
사랑비가 오네
야야야 사랑이로구나
야야야 사랑타령이야
가는 세월은 잡을 수가 없고
가는 청춘도 잡을 수가 없고
가는 세월은 이자도 없고
가는 청춘은 벌금도 없고
세상천지를 다 준다 해도
지나간 세월은 다시 돌아오지 않아
야야야 사랑이로구나
야야야 사랑타령이야
사랑 사랑 사랑타령이야
사랑 사랑 사랑타령이야
사랑 사랑 사랑타령 사랑타령이야
봄날사랑은 꽃피는 사랑
여름사랑은 소낙비 사랑
가을사랑은 단풍잎 사랑
겨울사랑은 겨울비 사랑
메마른 가슴에 사랑비가 오네
메마른 가슴에 사랑비
사랑비가 오네
야야야 사랑이로구나
야야야 사랑타령이야
내 주머니에 돈 떨어지니
양주 먹다가 소주를 먹고
내 주머니에 돈 떨어지니
자가용 타다가 버스를 타고
내 주머니에 돈 떨어지니
고기 먹다가 라면을 먹고
내 주머니에 돈 떨어지니
친구마저도 나를 나를 떠나가네
야야야 사랑이로구나
야야야 사랑타령이야
야야야 사랑이로구나
야야야 사랑타령이구나",트로트
375,내 연인,"그대가 내 연인 내 연인인 것은
이 세상 다른 사람보다 더
예쁘기 때문은 아냐
그대가 내 연인 내 연인인 것은
이 세상 다른 사람보다 더
가진게 많아서도 아냐
당신의 뜨거운 뜨거운 사랑으로
그대와 끝없는 하나의 사랑되고파
그대는 내 연인 그대는 내 운명
한평생 변치않고 사랑하는
연인이 되고 싶어요
그대가 내 연인 내 연인인 것은
이 세상 다른 사람보다 더
가진 게 많아서도 아냐
당신의 뜨거운 뜨거운 사랑으로
그대와 끝없는 행복한 꿈을 꾸고파
그대는 내 연인 그대는 내 운명
이 생명 다하도록 사랑하는
연인이 되고 싶어요
그대는 내 연인 그대는 내 운명
이 생명 다하도록 사랑하는
연인이 되고 싶어요",트로트
376,내가 바로 홍잠언이다,"큰 소리로 울면서 태어났단다
세상아 정말 반갑다
이제부터 내 세상이다
내 갈 길 막지를 마라
돈도 명예도 사랑도 인생도
두 손에 꽉 쥐고 산다
나이가 어리다고
비웃지마라 사나이란다
사랑이 무어냐고
묻지를 마라 나도 남자다
세상이 아무리 힘들어도
폼 나게 폼 나게 살아간다
나는 나는 꿈 있는 남자
내가 바로 장민호란다
큰 소리로 울면서 태어났단다
세상아 정말 반갑다
이제부터 내 세상이다
내 갈 길 막지를 마라
돈도 명예도 사랑도 인생도
두 손에 꽉 쥐고 산다
나이가 어리다고
비웃지마라 사나이란다
사랑이 무어냐고
묻지를 마라 나도 남자다
세상이 아무리 힘들어도
폼 나게 폼 나게 살아간다
나는 나는 꿈 있는 남자
내가 바로 장민호란다
내가 바로 장민호란다",트로트
377,나이야가라,"나이야가라 저리가라
청춘아 와라 이리와라
너도 나도 외쳐봅시다
소리 질러 다 같이
나이야 나이야가라
우린 아직 청춘이란다
너도 나도 청춘이다
꿈도 있단다
세월가도 청춘이다
달려가 보자
나이야가라
나이야가라
우리는 청춘 꿈이 있단다
청춘아 와라
청춘아 와라
나이는 숫자뿐이야
나이야가라 저리가라
청춘아 와라 이리와라
너도 나도 외쳐봅시다
소리 질러 다 같이
나이야 나이야가라
우린 아직 청춘이란다
너도 나도 청춘이다
꿈도 있단다
세월가도 청춘이다
달려가 보자
나이야가라
나이야가라
우리는 청춘 꿈이 있단다
청춘아 와라
청춘아 와라
나이는 숫자뿐이야
나이야가라
나이야가라
우리는 청춘 꿈이 있단다
청춘아 와라
청춘아 와라
나이는 숫자뿐이야",트로트
378,주마등,"태어나 딱 한편뿐인
영화 같은 내 인생 사는 건
울고 웃는 필름의 연속
누구나 그렇게 살지
황금보다 비싼 것이
바로 지금 오늘이 최고의 인생
장편영화 인생사 지금이 명장면이야
행복한 추억 들만 매일 모아 떠날 때
웃고 싶어라
태어나 딱 한편뿐인
영화 같은 내 인생
사는 건 울고 웃는 필름의 연속
누구나 그렇게 살지
황금보다 비싼 것이
바로 지금 오늘이 최고의 인생
장편영화 인생사 지금이 명장면이야
행복한 추억 들만 매일 모아 떠날 때
웃고 싶어라 떠날 때 웃고 싶어라",트로트
379,잘가요 내사랑 (Inst.),"오늘이 지나가면 우리는
다시는 볼 수 없겠죠
서로를 가슴속에 묻고서
또 하루 살아가겠죠
미안해요
잘해주지 못해서
나 때문에 고생만 해서
잘 가요 내 사랑
이젠 아프지 마요
잘 가요 내 사랑
다신 울지도 마요
그리워 그리워
너무 그리울 때면
눈물 한 방울로 잊어요
나나나나
나나나나
잊진 않을게요
나나나나
나나나나
잘 가요 내 사랑
비좁은 내 안에서 살면서
얼마나 힘들었나요
시간을 돌릴 수만 있다면
조금 더 사랑할 텐데
고마워요 이 못난 날 만나서
좋은 추억 만들어줘서
잘 가요 내 사랑
이젠 아프지 마요
잘 가요 내 사랑
다신 울지도 마요
그리워 그리워
너무 그리울 때면
눈물 한 방울로 잊어요
사랑해 사랑해
아껴둔 이 한마디
그댈 만나 행복했어요
나나나나
나나나나
잊진 않을게요
나나나나
나나나나
잘 가요 내 사랑",트로트
380,당신은 내 사랑 (남진&김양),"(랄라랄라 차차차 랄라랄라 차차차)
(이리보고 저리봐도 내 사랑)
(오늘 보고 내일 봐도 좋아요)

하늘에서 맺어준 인연
나는 당신 짝이 되어
이 세상이 변한다 해도
난 오직 당신 뿐이야 (난 오직 당신 뿐이야)
두 마음 하나 되어 영원토록
애지중지 사랑합니다
이리보고 저리봐도 내 사랑
오늘 보고 내일 봐도 좋아요
아~ 아~ 비가오나 눈이오나
당신만을 사랑할거야

(랄라랄라 차차차 랄라랄라 차차차)
(이리보고 저리봐도 내 사랑)
(오늘 보고 내일 봐도 좋아요)

그대 향기 가슴에 차면
나는 당신 짝이 되어
외로울 땐 손잡아주고
아프면 감싸 줄께요 (아프면 감싸 줄께요)
두 마음 하나 되어 영원토록
애지중지 사랑합니다
이리보고 저리봐도 내 사랑
오늘 보고 내일 봐도 좋아요
아~ 아~ 비가오나 눈이오나
당신만을 사랑할거야

이리보고 저리봐도 내 사랑
오늘보고 내일봐도 좋아요
아~ 아~ 비가오나 눈이오나
당신만을 사랑할거야
애지중지 사랑합니다
(당신은 당신은 내사랑)",트로트
381,전복 먹으러 갈래 (inst.),"전복 먹으러 갈래
서해안 고속도로 타고
완도 앞 바다로
나랑 같이 가볼래
슬쩍 기대도 돼
내 팔을 어깨 위에 두르고
저 구름 따라
지금 떠나볼래
어느새 바닷바람 시원하게 불어 오잖아
좋아
걱정은 마 오늘은 내가 책임진다
진짜야
너에게 좋은 것만 주고픈 마음 알까
전복 먹으러 갈래
할 일은 내일로 다 미루고
이 기분 따라
훌쩍 떠나볼래
가자
조개구이 먹으러 갈래
가까운 오이도도 좋아
까먹기 번거로우면
뭐 찜도 괜찮아
아님 뭐든 어때
랍스타 장어 새우 대게
둘이서 간다면
난 어디든 좋아
어느새 바닷바람 시원하게 불어 오잖아
좋아
걱정은 마 오늘은 내가 책임진다
진짜야
너에게 좋은 것만 주고픈 마음 알까
진짜로 좋은 것만 주고픈 마음 알까
소주도 한잔 할래
안주가 끝내주잖아
이거 마시면 우리
사귀는 거다
거다",트로트
382,구름에 달 가듯,"살다 보니 별 것도 아닌데
너무 많은 고민들 하곤 한다
사뿐히 걸어도 될 법도 한데
갈 길은 멀다 울고 불고
잘 난 게 뭐냐 잘 사는 게 뭐시냐
생로병사 그늘 아래 모두 고개 숙여
별 남자가 있냐 별 여자가 있더냐
이고도 지고도 못 갈 것을
하늘아랜 네가 땅을 딛는 내가
또 볼 수 있으니 어깨춤이 절로
얼씨구나 좋다 얼씨구나 좋다
지화자 좋네 지화자 좋네
한잔 술 걸치니 그만 일세
천 년을 살래 만 년을 살래
변하지 않는 것이 무엇이더냐
꽃도 보고 님도 보고
구름에 달 가듯 나들이나 가세
30대엔 시속 30 50대는 시속 50
70대엔 겁나게 빨라
아가는 아장아장
잘 난 게 뭐냐 잘 사는 게 뭐시냐
생로병사 그늘 아래 모두 고개 숙여
별 남자가 있냐 별 여자가 있더냐
이고도 지고도 못 갈 것을
하늘아랜 네가 땅을 딛는 내가
또 볼 수 있으니 어깨춤이 절로
얼씨구나 좋다 얼씨구나 좋다
지화자 좋네 지화자 좋네
한잔 술 걸치니 그만 일세
천 년을 살래 만 년을 살래
변하지 않는 것이 무엇이더냐
꽃도 보고 님도 보고
구름에 달 가듯 나들이나 가세",트로트
383,눈물때문에 (Cover Ver.),"말없이 고개 숙인 너 울고 있는 건가요
눈물이 마르기 전에
나는 나는 떠나렵니다
웃으며 보내 줄 순 없나요
가슴에 남겨둔 채로
당신의 눈물 눈물 때문에
나는 떠날수 없어요
우 우 울지 마세요
하염없이 흘러내리는 눈물
나는 나는 못 떠납니다
말없이 고개 숙인 너 울고 있는 건가요
눈물이 마르기 전에
나는 나는 떠나렵니다
웃으며 보내 줄 순 없나요
가슴에 남겨둔 채로
당신의 눈물 눈물
때문에 나는 떠날 수 없어요
우 우 울지 울지 마세요
하염없이 흘러내리는 눈물
나는 나는 못 떠납니다
하염없이 흘러내리는 눈물
나는 나는 못떠납니다",트로트
384,바람꽃,"바람아 훨훨 불어다오
애타는 내 가슴에 한줄기 바람꽃
바람이 있다면 바람꽃 흩날리는
하얀 언덕 그대와
단둘이 거닐고 싶어라
아무도 모르게 피어온 내 마음
이제는 바람에 실어
훨훨훨 저 멀리 내님 닿는 곳까지
날리고 싶어라
하늘아 바람아 이 맘 담아
그대 가슴에 꽃을 피워라
사랑아 사랑아
내 가슴 속에 한줄기 바람꽃
그대 손 꼭잡고 하늘 위 구름따라
살랑살랑 그대와
단둘이 거닐고 싶어라
아무도 모르게 피어온 내 마음
이제는 바람에 실어
훨훨훨 저 멀리 내 님 닿는 곳까지
날리고 싶어라
하늘아 바람아 이 맘 담아
그대 가슴에 꽃을 피워라
사랑아 사랑아
내 가슴속에 한줄기 바람꽃
매일 밤 나는 꿈속에서
당신을 기다렸어요
운명처럼 만난 그대와
하늘을 날고 싶어요
하늘아 바람아 이 맘 담아
그대 가슴에 꽃을 피워라
사랑아 사랑아
내 가슴속에 한줄기 바람꽃
하늘아 사랑아
내 가슴속에 한줄기 바람꽃
한줄기 바람꽃",트로트
385,선물(Present),"그대가 나와 만난건
세상이 준 가장 큰선물
그대가 있기에 내가있고
내가 존재하는 이유야
커피를 마셔도 맛있고
술 한잔해도 즐겁고
그대없는 세상에 살기 싫어서
이렇게 노래 부르죠
그대를 보면 가슴이 떨려서
아무말도 못하겠어요
첫눈에 반한건 실순가요
제가 많이 부족한가요
인생에 동반잔가요
그대는 내 삶의 유일한 사람
이 세상 끝까지 함께 할 사람
그대와 함께 할래요
그대를 보면 가슴이 떨려서
아무말도 못하겠어요
첫눈에 반한건 실순가요
제가 많이 부족한가요
인생에 동반잔가요
그대는 내 삶의 유일한 사람
이 세상 끝까지 함께 할 사람
그대와 함께 할래요
그대와 함께 할래요",트로트
386,몰라요 몰라,"사랑 하고 있어요
언제 언제 까지나
당신 날 몰라도
내맘 알수 없어도
어서 내게 오세요
사랑을 드릴께요
움츠린 어깨를 펴고
내손 꼭 잡아요
그런 슬픈 눈으로
나를 보지 말아요
이제 이제 또다시
이별은 없을 거에요
몰라요 몰라요 몰라요
정말 알수없어요
그렇게 그렇게 그렇게
내맘 모르시다니
이 슬픔 이 마음
언제 까지나 당신 사랑 할래요

어서 내게 오세요
사랑을 드릴께요
움츠린 어깨를 펴고
내손 꼭 잡아요
그런 슬픈 눈으로
나를 보지 말아요
이제 이제 또다시
이별은 없을 거에요
몰라요 몰라요 몰라요
정말 알수없어요
그렇게 그렇게 그렇게
내맘 모르시다니
이 슬픔 이 마음
언제까지나 당신 사랑 할래요
이 슬픔 이 마음
언제까지나 당신 사랑 할래요",트로트
387,내가,"이세상에 기쁜 꿈 있으니 가득한 사랑의 눈을 내리고
우리 사랑에 노래있다면 아름다운 생 찾으리라
이세상에 슬픈 꿈 있으니 외로운 마음의 비를 적시고
우리 그리움에 날개 있다면 상념의 방랑자 되리다
이 내 마음 다하도록 사랑한다면 슬픔과 이별뿐이네
이 내 온정 다하도록 사랑한다면 진실과 믿음뿐이네
내가 말없는 방랑자라면 이 세상에 돌이 되겠소
내가 님찾는 떠돌이라면 이 세상 끝까지 가겠소

반복

내가 말없는 방랑자라면 이 세상에 돌이 되겠소
내가 님찾는 떠돌이라면 이 세상 끝까지 가겠소3",트로트
388,누나라서 미안해,"누나라서 미안해
동생
사랑에는 국경도
나이도 없다 하지만
동생
사랑이란 모든 걸
초월할 수 있다 하지만
아무리 ？i아와도 어쩔 수 없어
어쩔 수 없어 어쩔 수 없어
누나라서 미안해
누나라서
난 그저 그저 그저 좋은 누나일뿐야
난 그저 그저 그저 좋은 사람일뿐야
매력있지만
참 매력있지만
이러면 안되는 거야
난 그저 그저 그저 좋은 누나일뿐야
난 그저 그저 그저 좋은 사람일뿐야
착각하지마
오해도 하지마
난 누나라서 미안해

누나라서 미안해
동생
한 살만 더 많아도
생각 좀 해보겠지만
동생
한 살만 더 어리면
이모뻘 될지도 몰라
아무리 ？i아와도 어쩔 수 없어
어쩔 수 없어 어쩔 수 없어
누나라서 미안해
누나라서
난 그저 그저 그저 좋은 누나일뿐야
난 그저 그저 그저 좋은 사람일뿐야
매력있지만
참 매력있지만
이러면 안되는 거야
난 그저 그저 그저 좋은 누나일뿐야
난 그저 그저 그저 좋은 사람일뿐야
착각하지마
오해도 하지마
난 누나라서 미안해
난 그저 그저 그저 좋은 누나일뿐야
난 그저 그저 그저 좋은 사람일뿐야
매력있지만
참 매력있지만
이러면 안되는 거야
난 그저 그저 그저 좋은 누나일뿐야
난 그저 그저 그저 좋은 사람일뿐야
착각하지마
오해도 하지마
난 누나라서 미안해
난 누나라서 미안해
난 누나라서 미안해 미안",트로트
389,내사랑 로미오,"오늘밤 기다릴게요
내 사랑 로미오
까칠한 남자지만
내게는 잘해요
터프한 남자지만
마음은 착해요
내가 가끔씩 투정해도
사실 모른 척 안아주는
그런 사람이 애가 타네요
바보 같은 사람
창문 열렸나 바람 불었나
내 사랑 로미오
빗장 열고서 기다릴게요
내 사랑 로미오
말없는 남자지만 내게는 잘해요
섹시한 남자지만 마음은 순진해
내가 전화해 짜증내도
사실 모른 척 받아주는
그런 사람이 애가 타네요
바보 같은 사람
창문 열렸나 바람 불었나
내 사랑 로미오
빗장 열고서 기다릴게요
내 사랑 로미오
창문 열렸나 바람 불었나
내 사랑 로미오
빗장 열고서 기다릴게요
내 사랑 로미오
내 사랑 로미오
내 사랑 로미오",트로트
