,제목,가사,장르
10,돼지토끼 (Inst.),"넌 돼끼돼끼해 또 말랑말랑해
니 냄새까지 너무나 사랑스러워
눈이 안보이게 웃으면
심장이 아프잖아
넌 토끼시끼해 또 뽀실뽀실해
니 뱃살까지 너무나 사랑스러워
젤리 같은 너 마냥 소중해
영원히 안아줄게
비 맞지마 두피 멍들라
내가 구름도 가려줄게
제발 밤에는 집에만 있어
번쩍번쩍 빛이 나니까
바람 불면 나가지도 마
날아갈리 없겠지만은
혹시나 고운 피부
바람에 아파할까 봐
넌 돼끼돼끼해 또 말랑말랑해
니 냄새까지 너무나 사랑스러워
눈이 안보이게 웃으면
심장이 아프잖아
넌 토끼시끼해 또 뽀실뽀실해
니 뱃살까지 너무나 사랑스러워
젤리 같은 너 마냥 소중해
영원히 안아줄게
늙어지면 지리산 가자
때론 많이 외롭겠지만
흑염소 키우면서
우리 둘이서 살까 봐
넌 돼끼돼끼해 또 말랑말랑해
니 냄새까지 너무나 사랑스러워
눈이 안보이게 웃으면
심장이 아프잖아
넌 토끼시끼해 또 뽀실뽀실해
니 뱃살까지 너무나 사랑스러워
젤리 같은 너 마냥 소중해
영원히 안아줄게
넌 그대로면 돼 또 있어주면 돼
내 목숨까지 다해서 사랑해 줄게
너를 만난 건 신의 한수야
하늘에 감사할게",트로트
11,천년바위,"동녘 저편에
먼동이 트면
철새처럼 떠나리라
세상 어딘가 마음 줄 곳을
집시 되어 찾으리라
생은 무엇인가요
삶은 무엇인가요
부질없는 욕심으로
살아야만 하나
서산 저 넘어
해가 기울면
접으리라 날개를
내가 숨 쉬고 내가 있는 곳
기쁨으로 밝히리라
생은 무엇인가요
삶은 무엇인가요
부질없는 욕심으로
살아야만 하나
이제는 아무것도 그리워 말자
생각을 하지 말자
세월이 오가는 길목에 서서
천년바위 되리라
천년바위 되리라
천년바위 되리라",트로트
12,한 많은 대동강 (송가인 Ver.),"한 많은 대동강아
변함없이 잘 있느냐
모란봉아 을밀대야
네 모양이 그립구나
철조망이 가로막혀
다시 만날 그때까지
아 아 소식을 물어본다
한 많은 대동강아
편지 한 장 전할 길이
이다 지도 없을소냐
아 아 썼다가 찢어버린
한 많은 대동강아",트로트
13,연정,"이슬비가 내리네
보슬비가 소리 없이 내리네
못다한 사랑의 눈물이더냐
아쉬움이더냐
아아아아 사랑하던 사람아
내 마음을 아는가
이슬비에 젖어 봄비에 젖어
사랑을 잃은 눈물에 젖어
사나이는 사나이는
말없이 떠나간다
이슬비가 내리네
보슬비가 소리 없이 내리네
떠나간 그 사람의 눈물이더냐
그리움이더냐
아아아아 떠나버린 사람아
내 마음을 아는가
이슬비에 젖어 봄비에 젖어
이별의 맺힌 한숨에 젖어
사나이는 사나이는
말없이 떠나간다",트로트
14,꽃물,"꽃물이 들었어요
외로웠던 나의 가슴에
빨강 노랑 분홍빛에
곱디고운 사랑 꽃물이
어서 내게로 오세요
어서 손잡아 주세요
나는 그대 남자예요
하나도 아낌없이 하나도 남김없이
모두 모두 줄게요
눈물일랑 주지 말아요
아픔일랑 주지 말아요
이제는 그대만이 나에게 전부예요
영원히 영원히 영원히
꽃물 든 나의 가슴에
상처를 주지 마세요
그대를 사랑합니다
꽃물이 들었어요
외로웠던 나의 가슴에
빨강 노랑 분홍빛에
곱디고운 사랑 꽃물이
어서 내게로 오세요
어서 손잡아 주세요
나는 그대 남자예요
하나도 아낌없이
하나도 남김없이
모두 모두 줄게요
눈물일랑 주지 말아요
아픔일랑 주지 말아요
이제는 그대만이 나에게 전부예요
영원히 영원히 영원히
꽃물 든 나의 가슴에
상처를 주지 마세요
그대를 사랑합니다
그대를 사랑합니다",트로트
15,황혼의 문턱,"축복받으면서 세상에 태어나
사랑을 받으며 나 자라왔어
교복을 입던 날 친구를 알게 됐고
우연히도 사랑이란 걸 알게 됐어
그렇게 처음 사랑을 하고
그러다 아픈 이별을 하고
맘이 아파 몇 날 몇일을 울던 내가
어느새 키 큰 어른이 되어
험난한 세상을 겪어보니
산다는 게 정말 쉬운 게 아니더라
평범한 사람과 사랑하게 됐고
눈물 겨웠었던 청혼을 받고
결혼식 하던 날 눈물짓고 있는
내 부모님 어느새 많이 늙으셨네
그렇게 나는 결혼을 하고
날 닮은 예쁜 아이를 낳고
그 녀석이 벌써 학교에 들어갔네
어느덧 세월은 날 불잡고
황혼의 문턱으로 데려와
옛 추억에 깊은 한숨만 쉬게 하네
거울에 비친 내 모습 보니
많이도 변했구나
할 수 있다면 다시 그때로
돌아가고 싶어
그렇게 나는 결혼을 하고
날 닮은 예쁜 아이를 낳고
그 녀석이 벌써 학교에 들어갔네
어느덧 세월은 날 붙잡고
황혼의 문턱으로 데려와
옛 추억의 깊은 한숨만 쉬게 하네
어느덧 세월은 날 붙잡고
황혼의 문턱으로 데려와
옛 추억에 깊은 한숨만 쉬게 하네
나 후회는 없어 지금도 행복해
아직도 나에겐 꿈이 있으니까",트로트
16,일편단심,"나도 몰래 사랑했나봐
아프도록 사랑했나봐
시간 흐르고 흐르고 흘러도
그대라는 사람 못 잊을 것 같아요
나도 몰래 사랑했나봐
가슴 아픈 사연을 담고
눈물 흐르고 흐르고 흘러도
나를 위로 해줄 그대라는 사람을
아 두 번 다시
아 못 할 사랑
가슴 찢어지는 아픔이 와도
그대만 사랑할래요
내 평생에 단 하나 소원
그대 사랑하다 죽는 일
다음 세상 외면 말아요
그때 꼭 다시 만나요
나도 몰래 사랑했나봐
아프도록 사랑했나봐
시간 흐르고 흐르고 흘러도
그대라는 사람 못 잊을 것 같아요
나도 몰래 사랑했나봐
가슴 아픈 사연을 담고
눈물 흐르고 흐르고 흘러도
나를 위로 해 줄 그대라는 사람을
아 두 번 다시
아 못 할 사랑
가슴 찢어지는 아픔이 와도
그대만 사랑할래요
내 평생에 단 하나 소원
그대 사랑하다 죽는 일
다음 세상 외면 말아요
그때 꼭 다시 만나요
그때 꼭 다시 만나요",트로트
17,있는데,"너만 사랑하고 있는데
너만 기억하고 있는데
너만 바라보고 있는데
내 곁엔 니가 아직 없는데
나만 사랑할 수 없나요
나만 기억할 수 없나요
나만 바라보길 바래요
니 곁에 내가 여기 있는데
사랑에 노예가 됐나봐요
다른 여자 보이지도 않아요
어떡하면 당신을 가질 수 있을까요
난 너를 사랑하고 있는데 있는데
니 곁에 있는데
왜 내 맘 몰라주나 그대여
난 여기 있는데 있는데
니 곁에 있는데
난 너를 사랑하고 있는데

너만 사랑하고 있는데
너만 기억하고 있는데
너만 바라보고 있는데
내 곁엔 니가 아직 없는데
나만 사랑할 수 없나요
나만 기억할 수 없나요
나만 바라보길 바래요
니 곁에 내가 여기 있는데
사랑에 노예가 됐나봐요
다른 여자 보이지도 않아요
어떡하면 당신을 가질 수 있을까요
난 너를 사랑하고 있는데 있는데
니 곁에 있는데
왜 내 맘 몰라주나 그대여
난 여기 있는데 있는데
니 곁에 있는데
난 너를 사랑하고 있는데
당신의 눈빛에 내 모습 보여요
이제는 숨길 수 없는 나
모두 다 드릴게요
사랑해요 사랑해요
내 맘을 몰라도 좋아요
맡길게요 나를 꼭 잡아줘요
난 너를 사랑하고 있는데 있는데
니 곁에 있는데
왜 내 맘 몰라주나 그대여
난 여기 있는데 있는데
니 곁에 있는데
난 너를 사랑하고 있는데
니 곁에 있는데
왜 내 맘 몰라주나 그대여
난 여기 있는데 있는데
니 곁에 있는데
난 너를 사랑하고 있는데
나 항상 그대 곁에 있는데",트로트
18,사랑 반 눈물 반,"사랑 반 눈물 반
인생이란 그런 거잖아
믿어왔던 그 정도 그 사랑도
한 순간의 물거품이지
흩어지는 모래알처럼
부서진 옛 사랑을
뼛 속 깊이 사무치는 그리움 안고
애원한들 못 오는 사람아
밤하늘의 저 별들은 내 마음 알까
지지베베 저 새들도 내 마음 알까
사랑 반 눈물 반
사랑 반 눈물 반
인생이란 그런 거잖아
믿어왔던 그 정도 그 사랑도
한 순간의 물거품이지
흩어지는 모래알처럼
부서진 옛 사랑을
뼛 속 깊이 사무치는 그리움 안고
애원한들 못 오는 사람아
밤하늘의 저 별들은 내 마음 알까
지지베베 저 새들도 내 마음 알까
사랑 반 눈물 반
밤하늘의 저 별들은 내 마음 알까
지지베베 저 새들도 내 마음 알까
사랑 반 눈물 반
사랑 반 눈물 반",트로트
19,바람에 실려,"하늘을 나는 새들
푸른 저하늘 위에서
꿈따라 바람따라 날아서
희망을 찾아 가네
바람따라 떠나리 저 먼곳에
고향떠난 철새처럼
그리워 못 잊어 떠나면
사랑하는 내님 날 반기리
바람따라 떠나리 저먼곳에
고향떠난 철새처럼
그리워 못 잊어 떠나면
사랑하는 내님 날 반기리

바람따라 떠나리 저 먼곳에
고향떠난 철새처럼
그리워 못 잊어 떠나면
사랑하는 내님 날 반기리
사랑하는 내님 날 반기리",트로트
20,당신이 최고야,"당신이 최고야 당신이 최고야 나에겐 당신이 최고야
당신을 처음만난 그순간 나는나는 알았어
당신이 내반쪽이란걸
행복하게 행복하게 해줄거야 머리에서 발끝까지
세상에서 가장 멋있게
당신을 위해서라면 아낌없이 줄꺼야
내모든걸 다 줄꺼야
기대해도 좋아 믿어도 좋아
변함없을 테니까 당신이 최고 당신이 최고야",트로트
21,남자의 눈물,"이별에 밤을 새우고
바람처럼 떠나간 당신
그렇게도 정을주며
사랑했던 사람인데
소리치며 통곡한들
소용있나요 그까짓것
사랑이란 바람같은 것
가거라 가거라
정마저 가거라
아 아 가슴에
젖어드는 남자의 눈물
이별에 밤을새우고
구름처럼 떠나간 당신
그렇게도 정을주며
기약했던 사람인데
소리치며 통곡한들
소용있나요 그까짓 것
사랑이란 바람같은 것
가거라 가거라
아주멀리 가거라
아 아 사랑을 태워버린
남자의 눈물",트로트
22,성은 김이요,"성은 김이요 이름은 디에스
알파벳 약자로 디에스지요
지금쯤 그누구를 사랑하는 사람이
되어 있을까봐
차마 그이름을 밝힐수가 없어요
내 영혼까지 사랑하고 간 사람
내 전부를 사랑하고 간 사람
잊을수가 없어요 잊을수가 없어요
찾을수도 없었어요
그러나 꼭 한번은 만나야 할 사람
성은 김 이름은 디에스
성은 김이요 이름은 디에스
알파벳 약자로 디에스지요
지금쯤 그사람을 사랑하는 사람이
곁에 있을까봐
차마 그이름을 밝힐수가 없어요
내 모든것을 사랑하고 간 사람
내 전부를 사랑하고 간 사람
잊을수가 없어요 잊을수가 없어요
지울수도 없었어요
그러나 꼭 한번은 만나야 할 사람
성은 김 이름은 디에스",트로트
23,비비각시,"이 세상 끝나는 그 끝에서라도
당신을 기다릴 테요
한 번 맺은 인연을
어찌 저버릴까요
처음 느낌 그대로
내 가슴에 남아 있는데
우리 둘의 만남은
우연이 아니예요
서로 간절히 원한
열망으로 이뤄진 거죠
세상이 우리를 갈라 놓아도
난 비비각시 되어
이 세상 끝나는 그 끝에서라도
당신을 기다릴 테요
오로지 당신만이
내가 사는 이유입니다
영원히 영원히
세상이 우리를 갈라 놓아도
난 비비각시 되어
이 세상 끝나는 그 끝에서라도
당신을 기다릴 테요
오로지 당신만이
내가 사는 이유입니다
영원히 영원히
영원히 영원히",트로트
24,남자는 여자를 귀찮게 해,"처음에 사랑할 때 그이는
씩씩한 남자였죠
밤하늘에 별도 달도 따주마
미더운 약속을 하더니
이제는 달라졌어 그이는
나보고 다해 달래
애기가 되어 버린 내 사랑
당신 정말 미워 죽겠네
남자는 여자를 정말로 귀찮게 하네
남자는 여자를 정말로 귀찮게 하네
결혼을 하고 난후 그이는
애기가 돼버렸어
밥 달라 사랑 달라 보채고
둘이서 놀기만 하재요
할일을 해도 해도 많은데
자기만 쳐다보래
웃어라 안아 달라 조르는
당신 골치 아파 죽겠네
남자는 여자를 정말로 귀찮게 하네
남자는 여자를 정말로 귀찮게 하네
남자는 여자를 정말로 귀찮게 하네",트로트
25,소양강 처녀,"해 저문 소양강에 황혼이 지면
외로운 갈대밭에 슬피 우는 두견새야
열여덟 딸기 같은 어린 내 순정
너 마저 몰라주면 나는 나는 어쩌나
아 그리워서 애만 태우는
소양강 처녀
해 저문 소양강에 황혼이 지면
외로운 갈대밭에 슬피 우는 두견새야
열여덟 딸기 같은 어린 내 순정
너 마저 몰라주면 나는 나는 어쩌나
아 그리워서 애만 태우는
소양강 처녀",트로트
26,황포돛대,"마지막 석양빛을

기폭에 걸고

흘러가는 저배는

어디로 가느냐

해풍아 비바람아

불지를 마라

파도소리 구슬프면

이마음도 구슬퍼

아 어디로 가는배냐

어디로 가는배냐

황포돛대야



순풍에 돛을 달고

황혼바람에 떠나가는 저사공

고향은 어디냐

사공아 말해다오

떠나는 뱃길

갈매기야 울지마라

이마음이 서럽다

아 어디로 가는배냐

어디로 가는배냐

황포돛대야",트로트
27,여자의 일생,"바람 불어와 꽃잎이 지고
향기 비 되어 내 맘 적시면
떠난 그대가 다시 내 님 되어
포근히 나를 안아 주네요
날마다 그대의 여자가 되요
하 너무 무정한 나의 사랑아
이제는 갈께요 갈께요
내 심장 바람되어
그대의 여자가 되어

그대 생각에 행복할 텐데
눈물이 흘러 웃고 싶은데
아직 그대도 날 사랑한다고
어서 내게 속삭여 주세요
오늘도 그대의 여자가 되요
하 너무 지독한 나의 사랑아
이제는 갈께요 갈께요
내 숨결 향기되어
그대의 여자가 되어",트로트
28,하이난 사랑,"코발트빛 바다 늘어진 야자수 아래
아롱만 해변에서
처음만난 남국의 아가씨
칵테일 한 잔 두 잔
정들어 가는 하이난의 밤
분위기에 취해서 그 사랑에 취해서
잊을 수 없는 정든밤이여
부서지는 파도 소리에
둘이서 새긴 그사랑
젊음이 불타는 하이난의 밤
아 아
잊지 못할 하이난의 밤
검푸른 파도가 춤추는 야자수 아래
아롱만 해변에서
처음만난 남국의 그 사람
연분홍 와인 잔에
정들어 가는 하이난의 밤
분위기에 취해서 그 사랑에 취해서
잊을 수 없는 정든 밤이여
부서지는 파도 소리에
둘이서 새긴 그 사랑
젊음이 불타는 하이난의 밤
아 아
깊어가는 하이난의 밤",트로트
29,코스모스 피어있는 길,"코스모스 한들한들 피어있는 길
향기로운 가을길을 걸어갑니다
기다리는 마음같이 초조하여라
단풍같은 마음으로 노래합니다
길어진 한숨이 이슬에 맺혀서
찬바람 미워서 꽃속에 숨었나
코스모스 한들한들 피어있는 길
향기로운 가을길을 걸어갑니다
길어진 한숨이 이슬에 맺혀서
찬바람 미워서 꽃속에 숨었나
코스모스 한들한들 피어있는 길
향기로운 가을길을 걸어갑니다
걸어갑니다 걸어갑니다",트로트
30,우리 어머니,"긴 머리 땋아 틀어
은비녀 꽂으시고
옥색치마 차려입고
사뿐사뿐 걸으시면
천사처럼 고왔던
우리 어머니
여섯 남매 배 곯을까
치마끈 졸라매고
가시밭길 헤쳐가며
살아 오셨네
해진 옷 기우시며
긴 밤을 지새울 때
어디선가 부엉이가
울어대며는
어머님도 울었답니다
긴 머리 빗어 내려
동백기름 바르시고
분단장 곱게 하고
내 손 잡고 걸으실 때
마을 어귀 훤했었네
우리 어머니
여섯 남매 자식 걱정
밤잠을 못 이루고
칠십 평생 가시밭길
살아오셨네
천 만년 사시는
줄 알았었는데
떠나실 날 그다지도
멀지 않아서
막내딸은 울었답니다
막내딸은 울었답니다",트로트
31,죽는 시늉,"아무리 둘러봐도
당신만한 사람은 없어
아무리 찾아봐도
당신만큼 예쁜 사람은 없어
내 눈엔 당신입니다
오로지 당신입니다
자꾸만 생각납니다
당신을 사랑합니다
어떻게 해야 할까요
어떻게 하면 좋을까요
어떻게 하면 내 맘 알까요
죽으라면 죽는 시늉까지 할게요
아무리 살펴봐도
당신 밖에 보이질 않아
아무리 따져봐도
당신만큼 좋은 사람은 없어
수많은 사람들 중에
당신만 보였습니다
수많은 인연 중에서
당신은 사랑의 인연
어떻게 해야 하나요
당신이 너무 좋은데
어떻게 하면 내 속 알까요
죽으라면 죽는 시늉까지 할게요
죽으라면 죽는 시늉까지 할게요",트로트
32,울고 넘는 박달재,"천둥산 박달재를
울고넘는 우리임아
물항라 저고리가
굵은비에 젖는구려
왕거미 집을 짓는
고개마다 구비마다
울었소 소리쳤소
이 가슴이 터지도록
부엉이 우는 산골
나를 두고 가는 임아
둘아올 기약이나
성황님께 빌고 가소
도토리 묵을 싸서
허리춤에 달아주며
한사코 우는구나
박달재의 금봉이야",트로트
33,오래오래 살아주세요,"세상살이 고달프고 괴로울 때면
마음은 달려가네
어머님 품속으로
사랑스런 눈빛으로 나를 보며
두 손으로 안아 주었죠
세월 따라 변해가는
어머님의 그 모습이
이 자식의 가슴속을 울려 줍니다
어머님 어머님
오래오래 살아 주세요
흐르는 세월을 아쉬워하며
나를 사랑하고 키워주신 어머님
이 몸이 잘 되라고 두 손 모와
그 얼마나 빌었습니까
하늘보다 높고 바다보다 깊은
어머님의 그 은혜를
무엇으로 갚으리까
어머님 어머님
오래오래 살아 주세요
어머님 어머님
오래오래 살아 주세요",트로트
34,밤 열차,"뜨거운 눈물 흘려야 하는 사람
빈 가슴 부여잡고 차창에 기대어
밤이슬 내리는 창밖을 보며
아쉬움에 자꾸만 뒤돌아보는데
기적 소리 울음소리
나를 나를 나를 울리네
이제 가면 못 볼 사랑
보고플 사랑
다시 오면 안 됩니까
말을 해줘요
밤 열차는 미련 없이
떠나가는데
뜨거운 눈물 흘려야 하는 사랑
빈 가슴 부여잡고 차창에 기대어
밤이슬 내리는 창밖을 보며
아쉬움에 자꾸만 뒤돌아보는데
기적 소리 울음소리
나를 나를 나를 울리네
이제 가면 못 볼 사랑
보고플 사랑
다시 오면 안 됩니까
말을 해줘요
밤 열차는 미련 없이
떠나가는데
다시 오면 안 됩니까
말을 해줘요
밤 열차는 미련 없이
떠나가는데",트로트
35,사랑 빛 (MR),"그댈 보면 얼굴이 빨개지고
그댈 보면 가슴이 두근두근
아이처럼 수줍게 말하고
그댈 보면 괜시리 웃음이 나
바보처럼 자꾸만 그래
아마 내게 사랑이 온 건 가봐
그대는 내 마음 속의 President
내 가슴의 별 수 놓지
I'm Genie for you Girl
내 숨을 멎게 하지
그대가 원하는 건 다
너를 사랑하니까
내 사랑에 이유는 없잖아
You know 그대는 Darling
밤 하늘 별빛보다 아름다워요
내 맘속 깊은 곳에서 반짝거리는
나만의 사랑 빛 그대를 사랑해요
Darling 언제나 내 곁에서
빛을 내줘요
매일 밤 바라보고
바라봐도 아름다워요
그댄 나의 사랑 빛
그댈 보면
구름을 나는 기분
유치해도 자꾸만 그래 아마 내게
사랑이 온 건 가봐
그대는 Darling
밤 하늘 별빛보다 아름다워요
내 맘속 깊은 곳에서 반짝거리는
나만의 사랑 빛
그대를 사랑해요 Darling
언제나 내 곁에서
빛을 내줘요
매일 밤 바라보고
바라봐도 아름다워요
그댄 나의 사랑 빛
그대는 Lovely
저 하늘 햇살보다 눈이 부셔요
내 맘속 어둔 곳까지 밝게 비추는
나만의 사랑 빛 그대를 사랑해요
Lovely 두 눈을 감아봐도
그대 보여요
이렇게 바라보고 바라봐도
눈이 부셔요 그댄 나의 사랑 빛",트로트
36,다시는 사랑하지 않으리,"어차피 떠난다면
미련을 두지말고
어차피 잊는다면
눈물도 흘리지 마오
이렇게 우리 서로가
아픈가슴 달래지만
세월이 흘러가면
아픔도 사라지겠지
이제는 떠도는
한조각 구름이 되도
뒤돌아 돌아보고
후회는 하지않으리
이렇게 아픈 사랑이라면
다시는 하지않으리

이제는 떠도는
한조각 구름이되도
뒤돌아 돌아보고
후회는하지 않으리
이렇게 아픈 사랑이라면
다시는 하지않으리
다시는 하지않으리
다시는 하지않으리",트로트
37,그대여 변치마오,"오 그대여 변치마오
오 그대여 변치마오
불타는 이마음을 믿어주세요
말못하는 이 마음을 알아주세요
그 누가 이세상을 다준다 해도
당신이 없으면 나는 나는 못살아
수많은 세월이 흐른다해도
당신만을 당신만을
기다리며 살아갈테야
오 그대여 변치마오
오 그대여 변치마오
불타는 이마음을 믿어주세요
말못하는 이 마음을 알아주세요
그 누가 이세상을 다준다 해도
당신이 없으면 나는 나는 못살아
수많은 세월이 흐른다해도
당신만을 당신만을 기다리며
살아갈테야
살아갈테야
살아갈테야",트로트
