,제목,가사,장르
71,꽃순이를 아시나요,"꽃순이를 아시나요
꽃처럼 어여뿐 꽃순이
나에눈에 이슬남기고
내곁을 떠나간 꽃순이
아 어딜가면 찾을까요
첫사랑 꽃순이
내사랑 꽃순이
꽃피는 봄이 돌아오며는
내곁에 오려나 꽃순이
아 어딜가면 찾을까요
첫사랑 꽃순이
내사랑 꽃순이
꽃피는 봄이 돌아오며는
내곁에 오려나 꽃순이",트로트
72,뜨거운 안녕,"또 다시 말해주오 사랑하고 있다고
별들이 다정히 손을 잡는 밤
기어이 가신다면 헤어집시다
아프게 마음 새긴 그 말 한마디
보내고 밤마다 울음이 나도
남자답게 말하리라 안녕이라고
뜨겁게 뜨겁게 안녕이라고
또 다시 말해주오 사랑하고 있다고
비둘기 나란히 구구 대는데
기어이 떠난다면 보내 드리리
너무도 깊이 맺힌 그 날밤 입술
긴긴 날 그리워 몸부림 쳐도
남자답게 말하리라 안녕이라고
뜨겁게 뜨겁게 안녕이라고",트로트
73,보릿고개,"아야 뛰지 마라 배 꺼질라
가슴 시린 보릿고개 길
아야 뛰지 마라 배 꺼질라
가슴 시린 보릿고개 길
주린 배 잡고 물 한 바가지
배 채우시던 그 세월을 어찌 사셨소
초근목피의 그 시절
바람결에 지워져 갈 때
어머님 설움 잊고 살았던
한 많은 보릿고개여
풀피리 꺾어 불던 슬픈 곡조는
어머님의 한숨이었소
풀피리 꺾어 불던 슬픈 곡조는
어머님의 통곡이었소
어머님의 통곡이었소",트로트
74,여자의 일생,"참을 수가 없도록
이 가슴이 아파도
여자이기 때문에
말 한마디 못하고
헤아릴 수 없는 설움
혼자 지닌 채
고달픈 인생길을
허덕이면서
아아 참아야 한다기에
눈물로 보냅니다
여자의 일생
견딜 수가 없도록
외로워도 슬퍼도
여자이기 때문에
참아야만 한다고
내 스스로 내 마음을
달래어 가며
비탈진 인생길을
허덕이면서
아아 참아야 한다기에
눈물로 보냅니다
여자의 일생",트로트
75,나성에 가면,"나성에 가면 편지를 띄우세요

사랑의 이야기 담뿍 담은 편지

나성에 가면 소식을 전해줘요

하늘이 푸른지 마음이 밝은지

즐거운 날도 외로운 날도

생각해 주세요

나와 둘이서 지낸 날들을

잊지 말아줘요

나성에 가면 편지를 띄우세요

함께 못가서 정말 미안해요

나성에 가면 소식을 전해줘요

안녕 안녕 내 사랑



나성에 가면 편지를 띄우세요

꽃모자를 쓰고 사진을 찍어보내요

나성에 가면 소식을 전해줘요

예쁜 차를 타고 행복을 찾아요

당신과 함께 있다하면은 얼마나

좋을까 어울릴거야 어디를 가도

반짝거릴텐데

나성에 가면 편지를 띄우세요

함께 못가서 정말 미안해요

나성에 가면 소식을 전해줘요

안녕 안녕 내 사랑

안녕 안녕 내 사랑

안녕 안녕 내 사랑",트로트
76,꽃나비사랑,"랄라라라라 난나라랄라
내 사랑 꽃나비 사랑
꽃나비가 되어 날아가고파
그대 품에 안기고 싶어
살랑살랑대며 외면한 당신
내 품에 돌아와 줘요
산이 높아 내게 못 오시나
길이 멀어 못오나
야이야이야 나는 알아요
당신의 그 마음을
꽃나비가 되어서 날아와줘요
내사랑 꽃나비 사랑
꽃나비가 되어 날아가고파
그대 품에 안기고 싶어
산들산들 부는 바람에 실어
내사랑 전해주고파
강이 깊어 내게 못 오시나
길이 멀어 못오나
야이야이야 나는 알아요
당신의 그 마음을
꽃나비가 되어서 날아와줘요
내사랑 꽃나비 사랑
랄라라라라 난나라랄라
내 사랑 꽃나비 사랑
꽃나비가 되어 날아가고파
그대 품에 안기고 싶어
살랑살랑대며 외면한 당신
내 품에 돌아와 줘요
산이 높아 내게 못 오시나
길이 멀어 못오나
야이야이야 나는 알아요
당신의 그 마음을
꽃나비가 되어서 날아와줘요
내사랑 꽃나비 사랑
야이야이야 나는 알아요
당신의 그 마음을
꽃나비가 되어서 날아와줘요
내사랑 꽃나비 사랑
내사랑 꽃나비 사랑",트로트
77,한번만,내가사랑합니다 언제부터인지는몰라도 당신을 사랑했어요 하지만 단한마디 말도못하고 돌아서는 내가 바보야 사랑하고싶어요 사랑할수없나요 한번만 내 이름을 불러주세요 한번만 내 마음을을 받아주세요 안돼나요 안돼나요 내가사랑합니다 내가사랑합니다,트로트
78,카츄샤의 노래,"마음대로 사랑하고
마음대로 떠나버린
첫사랑 도련님과
정든 밤을 못 잊어
얼어붙은 마음 속에
모닥불을 피워 놓고
오실 날을 기다리는
가엾어라 카츄샤
찬바람은 내 가슴에
흰 눈은 쌓이는데
이별의 슬픔 안고
카츄샤는 흘러간다
진정으로 사랑하고
진정으로 보내드린
첫사랑 맺은 열매
익기 전에 떠났네
내가 지은 죄이기에
끌려가고 끌려가도
죽기 전에 다시 한번
보고파라 카츄샤
찬바람은 내 가슴에
흰 눈은 쌓이는데
이별의 슬픔 안고
카츄샤는 흘러간다",트로트
79,사랑 사랑 누가 말했나,"때로는 당신 생각에
잠 못 이룬 적도 있었지
기울어 가는 둥근 달을 보며
타는 가슴 남 몰래 달랬지
사랑 사랑 누가 말했나 아아
향기로운 꽃보다 진하다고 오오
사랑 사랑 그 누가 말했나 아아
바보들의 이야기라고 오오
세월이 흘러 먼 훗날
기억나지 않는다 하여도
오늘 밤 또 다시 당신 생각에
타는 가슴 남 몰래 달래네
때로는 당신 생각에
잠 못 이룬 적도 있었지
기울어 가는 둥근 달을 보며
타는 가슴 남 몰래 달랬지
사랑 사랑 누가 말했나 아아
향기로운 꽃보다 진하다고 오오
사랑 사랑 그 누가 말했나 아아
바보들의 이야기라고 오오
세월이 흘러 먼 훗날
기억나지 않는다 하여도
오늘 밤 또 다시 당신 생각에
타는 가슴 남 몰래 달래네",트로트
80,당신만,"당신만 당신만
아아아 당신만이
나의 맘이 맘이 맘이
흔들흔들흔들
사랑하고 있어요
그대 나만의 사랑
난 몰라 몰라 몰라
아무것도 몰라
나를 안아주세요
그대 내 사랑아
당신만 보면 당신만 보면
울다가 웃다가 아이가 되고
당신 못보면 전화 안되면
걱정에 슬픔에 잠못들어요
어쩌면 내 생에 운명일지 모르는
그 사람 다시는 놓치지 않아요
아무도 모르게 나만 사랑할래요
이 세상 다하도록 당신만 사랑해요
나의 맘이맘이맘이 흔들흔들흔들
사랑하고있어요 그대나만의사랑
난 몰라몰라몰라 아무것도몰라
나를 안아주세요 그대 내 사랑아
당신만 당신만
아아아 당신만이
어쩌면 내 생에 운명일지 모르는
이 사랑 다시는 놓치지 않아요
아무도 모르게 나만 사랑할래요
이 세상 다하도록 당신만 사랑해요
나의 맘이맘이맘이 흔들흔들흔들
사랑하고 있어요 그대 나만의 사랑
난 몰라몰라몰라 아무것도 몰라
나를 안아주세요
그대 내가 맘이맘이맘이
아주많이많이많이 사랑하고있어요
그대 나만의사랑 난 좋아좋아좋아
당신너무나좋아 나를 안아주세요
그대 사랑해요",트로트
81,불장난,"사랑이 또 다시 오나 봐요
그대 내 맘 자꾸 애태우네요
오늘이 가면 다신 못 볼 것 같아
I love you 내 사랑 다 줄게요
한 송이 장미처럼
내 맘 훌쩍 가져간 그대
왜 하필 이제서야
내 눈앞에 서있나요
라라라라라 라라라라라
나 이제 어쩌면 좋아
사랑이 또 다시 오나 봐요
그대 내 맘 자꾸 애태우네요
오늘이 가면 다신 못 볼 것 같아
I love you 내 사랑 다 줄게요
바람에 흩날리는 갈대처럼
날 흔드네요
줏대 없는 내 맘이
그댈 향해 기울도록
라라라라라 라라라라라
나 이제 어쩌면 좋아
사랑이 또 다시 오나 봐요
그대 내 맘 자꾸 애태우네요
오늘이 가면 다신 못 볼 것 같아
I love you 내 사랑 다 줄게요
이건 아닌데 이건 아닌데
이러면 난 안 되는데
모르겠어요 모르겠어요
자꾸 그대 생각이 날까
한 순간 위험한 불장난에
내 모든 걸 모두 잃는다 해도
오늘이 가면 다신 못 볼 것 같아
I love you 내 사랑 다 줄게요
오늘이 지나기 전에
I love you 내 사랑 다 줄게요",트로트
82,아담과 이브처럼 (Solo),"난 그냥 니가 왠지 좋아
이유도 없이 그냥 그냥 좋아
난 너를 사랑하고 싶어
사랑에 빠지고 싶어
사랑은 아마 이런 건가봐
가슴이 저려 오네요
그리움이 이런 건가봐
자꾸만 자꾸만 눈물이 나요
오렌지 빛 노을 창가에
와인 잔에 입맞춤으로
사랑을 마시고 싶어
사랑을 꿈꾸고 싶어
난 그냥 니가 정말 좋아
이유도 없이 그냥 좋아
난 너를 모두 알고 싶어
벗어버린 아담과 이브처럼
오렌지 빛 노을 창가에
와인 잔에 입맞춤으로
사랑을 마시고 싶어
사랑을 꿈꾸고 싶어
난 그냥 니가 정말 좋아
이유도 없이 그냥 좋아
난 너를 모두 알고 싶어
벗어버린 아담과 이브처럼",트로트
83,연모 (트롯트),"이도 저도 못하면서 사랑했었다
앞이 캄캄 안보이지만
당신과 나 약속이나 한듯
돌아가는 길을 지웠다
시간은 우리편이 아니라 해도
이제와 왔던 길을 바꿀수 있나
천번이고 만번이고
내 마음 물어보지만
당신을 떠나서는 나도
없다고 뜨거운 가슴이 말하네
이도 저도 못하면서 사랑했었다
앞이 캄캄 안보이지만
당신과 나 약속이나 한듯
돌아가는 길을 지웠다
시간은 우리편이 아니라 해도
이제와 가는길을 멈출 수 있나
천번이고 만번이고
내마음 물어보지만
당신을 떠나서는 나도 없다고
뜨거운 눈물이 말하네
뜨거운 가슴이 말하네",트로트
84,위하여,"쓰디쓴 술잔을 비우고 또 비워봐도
내 가슴속 너만은 비울 수가 없구나
안녕이란 한마디 남기고 간 사람아
오늘도 널 채우고 또 비워본다
누가 나와 술 한잔 해주라
내가 사랑한 그녀를 위하여
함께 달리고 달리고
달리고 달려보자
눈물을 삼키고 아픈 가슴을 달래보자
진탕 마시고 마시고 마시고 마셔보자
내 곁을 떠나간 너에 행복을 위하여
빈 잔을 채우고 채우고 또 채워봐도
너의 사랑만큼은 채울 수가 없구나
미안하단 그 한마디
남기고 간 사랑아
오늘도 너에 그리움을 마셔본다
누가 나와 건배 좀 해주라
나에 슬픈 로맨스를 위하여
함께 달리고 달리고
달리고 달려보자
눈물을 삼키고 아픈 가슴을 달래보자
진탕 마시고 마시고 마시고 마셔보자
내 곁을 떠나간 너에 행복을 위하여
내 곁을 떠나간 너에 행복을 위하여",트로트
85,"이따,이따요","가끔은 짧은 치마를 입고
가끔은 짙은 화장을 하면
아주 낯선 시선들이
하나 둘 다가와요
남자니
미소 한 번 건네고
남자니
한 번쯤은 튕기고
마지못해
대답해 주면
어느새 내게로 와
안돼 안돼
좀 이따이따 이따요
그래 그래
더 이따이따 이따요
우린 아직 모르는게
너무나 많아요
안돼 안돼
더 다가오지 마세요
그래 그래 더
조금만 더 천천히
정말 나를
원한다면 아껴주세요
처음엔 달콤한 말뿐이죠
이래도 저래도 다 좋대요
여자들은 똑같아요
조금만 천천히요
오늘은 손만 잡아 줄래요
입술은
나중에 허락할래
나의 마음까지 안아줄
그런 여자를 원해
안돼 안돼 좀
이따이따 이따요
그래 그래 더
이따이따 이따요
남자 맘을 몰라주는
여자는 싫어요
안돼 안돼
오늘은 여기까지만
그래 그래
너무 서두르지 마요
정말 나를 원한다면
원한다면 아껴주세요
안돼 안돼 좀
이따이따 이따요
그래 그래 더
이따이따 이따요
남자 맘을 몰라주는
여자는 싫어요
안돼 안돼
오늘은 여기까지만
그래 그래
너무 서두르지 마요
정말 나를 원한다면
아 아아 아 아아
아껴주세요",트로트
86,최고다 당신,"당신이 최고랍니다
남자는 남자는요
너무나도 바보랍니다
당신이 없으면
당신이 없으면
아무것도 못한답니다
좋아하냐고
물어보지 마세요
쑥쓰러워 말 못합니다
잘나고 못나고
있고 없고
사랑하면 그만이지
첫번째도 당신 첫번째도 당신
두번째도 당신 두번째도 당신
아 아 나에게는
당신뿐이랍니다
좋아하냐고
물어보지 마세요
부끄러워 말 못합니다
잘나고 못나고
있고 없고
중요하지 않아요
첫번째도 당신 첫번째도 당신
두번째도 당신 두번째도 당신
아 아 나에게는
당신이 최고랍니다
미스트롯이 최고랍니다
최고다 당신",트로트
87,지붕,"돌아보면 그대로 주저앉을 것 같아
입술 깨 물고 달린다
차 한 잔의 여유도
나에겐 배부른 사치일 뿐
들풀처럼 모진 인생을 살지만
내 등을 토닥여 주는
바람 한 점 있어
그래도 살 만한 세상인 거죠
그 바람은 바로 당신
날 지켜주는 한사람
태양처럼 찬란한 내일을 만들어 가요
천년만년 당신과 행복하게 살고파
서로를 지켜주면서
비가 와도 좋아요
당신이 나의 지붕이니까
그 바람은 바로 당신
날 지켜주는 한사람
태양처럼 찬란한 내일을 만들어 가요
천년만년 당신과 행복하게 살고파
서로를 지켜주면서
비가 와도 좋아요
당신이 나의 지붕이니까",트로트
88,송인,"바람에 날리는 저 꽃잎 보며
동그라미 그려보다가
오늘밤 꿈속에 날 찾을까
시린 가슴만 애 태우죠
바람아 바람아 닿을 수 없는
그 길 따라가다
고달픈 걸음에 눈물 고이면
몰래 나 대신 훔쳐다오
옷깃에 가려진 저 달빛처럼
기약 없이 기다리다가
밤새워 흐르는 눈물조차
행여 짐 될까 감추었죠
바람아 바람아 닿을 수 없는
그 길 따라가다
고달픈 걸음에 눈물 고이면
몰래 나 대신 훔쳐다오
이 마음 전해다오",트로트
89,메밀꽃 필 무렵 (Piano Ver.) (Inst.),"내가 얼마나 외롭게 했는지
꿈에 한 번 나오지 않아
비 내린 강가에 연어 떼처럼
돌이킬 수 없는 내 사랑
내가 얼마나 힘들게 했는지
그대 울던 모습만 남아
소란한 밤사이 별똥별처럼
내 마음에 콕 박힌 당신
새끼손가락 걸고 영원을 약속했던
내 사랑은 지금 어디에
슬픈 초승달이 기울면
하얀 메밀 꽃길 따라서
그댈 찾아 떠나가겠소
처음 가는 세상 나 길 잃을지 모르니
그대가 꼭 마중 나와주오
그대 떠나던 그 날의 아침은
귀뚜라미마저 조용해
떠나는 발소리 하나 없었던
마지막 내 당신의 모습
새끼손가락 걸고 영원을 약속했던
내 사랑은 지금 어디에
슬픈 초승달이 기울면
하얀 메밀 꽃길 따라서
그댈 찾아 떠나가겠소
처음 가는 세상 나 길 잃을지 모르니
그대가 꼭 마중 나와주오
그대가 꼭 마중 나와주오",트로트
90,인생은 미완성,"인생은 미완성 쓰다가 마는 편지
그래도 우리는 곱게 써가야 해
사랑은 미완성 부르다 멎는 노래
그래도 우리는 아름답게 불러야 해
사람아 사람아 우린 모두 타향인 걸
외로운 가슴끼리 사슴처럼 기대고 살자
인생은 미완성 그리다 마는 그림
그래도 우리는 아름답게 그려야 해

친구야 친구야 우린 모두 나그넨 걸
그리운 가슴끼리 모닥불을 지피고 살자
인생은 미완성 새기다 마는 조각
그래도 우리는 곱게 새겨야 해
그래도 우리는 곱게 새겨야 해",트로트
91,거짓말,"사랑했다는 그말도 거짓말
돌아온다던 그 말도 거짓말 세상의
모든 거짓말 다 해놓고 행여나를
찾아와 있을 너의 그마음도 다칠까
너의 자리를 난 또 비워둔다 이젠
더 이상 속아선 안되지 이젠 더
이상 믿어선 안되지 하지만 그게
말처럼 쉽지 않아 다시 한번만 더
나 너를 다시 한번만 더 너에게
나를 사랑할 기횔 주어본다 어떤
사랑으로 나의 용서에 답하련지 또
잠시 날 사랑하다 떠날 건지 마치
처음날 사랑하듯 가슴 뜨겁게
와있지만 난 왠지 그사랑이 두려워
오직 나만을 위한 그약속과
내곁에서 날 지켜준다는 말
이번만큼은 제발 변치않길
어떤사랑으로 나의 용서에
답하련지 또 잠시 날 사랑하다
떠날 건지 마치
처음날 사랑하듯 가슴 뜨겁게
와있지만 난 왠지 그사랑이 두려워
오직 나만을 위한 그약속과
내곁에서 날 지켜준다는 말
이번만큼은 제발 변치않길 오직
나만을 위한 그약속과 내곁에서 날
지켜준다는 말 이번만큼은 제발
변치않길",트로트
92,폼나게 살거야,"폼나게 살거야
멋지게 살거야
어차피 사는 세상
하루를 살아도 내 사랑
백년을 살아도 내 사랑
나는 나는 니가 좋더라
이제부터 폼나게 살거야
그 누가 누가 누가 뭐래도
큰소리치고 살게 할거야
따라와 따라와
다 내가 해줄거야 따라와
따라와 따라와
아무 걱정하지 말고 따라와
하루를 살아도
멋지게 살거야
폼나게 살거야
폼나게 살거야
멋지게 살거야
어차피 사는 세상
천년을 살아도 내 사랑
백년을 살아도 내 사랑
나는 나는 니가 좋더라
이제부터 폼나게 살거야
그 누가 누가 누가 뭐래도
큰소리 치고 살게 할거야
따라와 따라와
다 내가 해줄거야 따라와
따라와 따라와
아무 걱정하지 말고 따라와
하루를 살아도
멋지게 살거야
폼나게 살거야
폼나게 살거야",트로트
93,도찐개찐,"사랑하다 헤어지고
좋아하다 미워하고

돌고도는 세상살이가
돌고도는 인생살이가
왜이리 힘이 들더냐

너나나나 거기서 거기 인데
너나나나 도찐개찐인데
겉치레가 무엇이 중요하더냐
나 잘났다 떠들지 마라

사랑하고 나눠주면
그 마음이 복이 될것을

떠나갈때 빈손으로
가는인생 미련두지 마라

사랑하다 헤어지고
좋아하다 미워하고

돌고도는 세상살이가
돌고도는 인생살이가
왜 이리 힘이 들더냐

너나나나 거기서 거기 인데
너나나나 도찐개찐인데
겉치레가 무엇이 중요하더냐
나 잘났다 떠들지 마라

사랑하고 나눠주면
그 마음이 복이 될것을

떠나갈때 빈손으로
가는인생 미련두지 마라

가는인생 미련두지 마라",트로트
94,슬픈 사랑 (Sadness),"그대 없이 슬픈날은
이젠 어떻게 견뎌낼까요
내 가슴이 다 타버린대도 아픔은 남겠죠
혼자 남은 텅빈 가슴
내가 가엽진 않았나요
뒤돌아 살면서 그대
맘 편할수 있나요
참 힘든세상 견뎌낸건 그대 때문인데
쉽게 잊혀지는 그댈보면 가슴이 무너져요
난 그렇지 않아요 그대 생각 뿐인데
그대 가는 길에 남겨진 건 없나요
내 슬픈 사랑아

혼자 남은 텅빈 가슴
내가 가엽진 않았나요
뒤돌아 살면서 그대
맘 편할수 있나요
참 힘든세상 견뎌낸 건 그대때문인데
쉽게 잊혀지는 그댈보면 가슴이 무너져요
난 그렇지 않아요 그대 생각 뿐인데
그대 가는 길에 남겨진 건 없나요
내 슬픈 사랑아
쉽게 돌아서서 내 눈물 바라보며
미소짓지 말아요
그대 가는 길에 남겨진 건 없나요
내 슬픈 사랑아
쉽게 돌아서서 내 눈물 바라보며
미소짓지 말아요
그대 가는 길에 남겨진 건 없나요",트로트
95,어서 말을 해,"너너는 바보야 그를 잡고 말을 못하면
너는 바보야 사랑한단 한마디
그를 잡고 말을 못 하면 떠나가버려
어서 말을 해 흔적없는 거리 거리마다
말 못하는 사람들 뿐이야 정만 주면
무슨 소용이 있나 가고나면
울고말 것을 미워하면 무슨
소용 있나 가고나면 후회할것을

흔적없는 거리 거리마다 말 못하는
사람들 뿐이야 정만 주면 무슨
소용이 있나 가고나면 울고말것을
미워하면 무슨 소용 있나
가고 나면 후회할 것을
어서 말을 해 어서 말을 해
어서 말을 해 어서 말을 해
어서 말을 해 어서 말을 해
어서 말을 해 어서 말을 해
어서 말을 해 어서 말을 해",트로트
96,우중의 여인,"장대같이 쏟아지는
밤비를 헤치고
나의 창문을
두다리며 흐느끼는 여인아
만나지 말자고
맹세한말 잊었는가
그대로 울지말고 돌아가다오
그대로 돌아가다오
깨무는 그 입술을
보이지를 말고서

비바람이 휘몰아쳐
전등도 꺼진밤
못난 인생을
저주하며 흐느끼는 여인아
행복을 빌자고
맹세한말 잊었는가
말없이 울지말고 돌아가다오
말없이 돌아가다오
사나이 이 가슴을
울리지를 말고서",트로트
97,계련,"그리워 보고싶은 사람
예전에 사랑했던 사람
아직 그곳에 살고있나
아직 날 기억하고 있나
차라리 만나지 말것을
이리도 아프게된다면
무정한 세월을 살지만
그대가 있어서 좋았네
세월아 걸음을 멈춰라
조금만 천천히 가다오
사랑했던 사람이
아직 나를 떠나지 않았단다
쓸쓸한 가을을 넘으려
이리도 많은 눈물 흘려
한사람을 사랑했지만
세월을 날 혼자 남겼네

세월아 걸음을 멈춰라
조금만 천천히 가다오
사랑했던 사람이
아직 나를 떠나지 않았단다
세월아 걸음을 멈춰라
조금만 천천히 가다오
사랑했던 사람을
아직 떠나보내지 못했단다
쓸쓸한 가을을 넘으려
이리도 많은 눈물 흘려
한사람을 사랑했지만
세월을 날 혼자 남겼네
한사람을 사랑했지만
세월을 날 혼자 남겼네",트로트
98,인생,"1.운명이 나를 안고 살았나 내가 운명을 안고 살았나 굽이 굽이 살아온 자욱마다 가시밭길 서러운 내 인생 @다시 가라하면 나는 못가네 마디 마디 서러워서 나는 못가네 지는 해에 실려보낸 내 사랑아 바람처럼 사라져간 내 인생아 아하~아 사랑이여 눈물이여 묻어버린 내 청춘이여 사랑은 다시 오라 나를 부르고 인생은 눈물 되어 나를 떠 미네 ,,,,,,,,,,,,,2. 다~~~네. (64055)",트로트
99,사랑해요,"떨어지는 낙엽들 그 사이로
거리를 걸어봐요
지금은 느낄수 있어요
얼마나 아름다운지
돌아보면 아쉬웠던 순간이
너무도 그리워요
이제야 느낄수 있어요
얼마나 행복했는지
사랑해요 떠나버린 그대를
사랑해요 회색빛 하늘아래
사랑해요 그대모습 그리며
사랑해요 아직도 내마음을

그리움이 쌓여가는 거리를
나홀로 걷고있죠
가로등 불빛이
너무도 차갑게 느껴져요
돌아보면 걸어왔던 발자욱
하나둘 지워질때
이제야 느낄수 있어요
얼마나 행복했는지
사랑해요 떠나버린 그대를
사랑해요 회색빛 하늘아래
사랑해요 그대모습 그리며
사랑해요 아직도 내마음을
사랑해요 떠나버린 그대를
사랑해요 회색빛 하늘아래
사랑해요",트로트
100,당신 때문에,"당신 때문에 우는게 아니야
내린 비에 젖었을 뿐이야
상처만 남기고 떠난 님인데
바보처럼 내가 왜울어
어쩌다가 함께 듣던
노래가 들리면 혹시라도
눈물이 나겠지만 그건
아마도 눈이 시려서 흘러내린
눈물일 겁니다 나도
몰래 흐르는 눈물
당신때문에 우는게 아니야
내린 비에 젖었을 뿐이야
추억만 남기고 떠난 님인데
바보처럼 내가 왜울어
어쩌다가 함께했던
그때가 생각나 하염없이
눈물이 나겠지만 그건
아마도 내가 미워서 흘러내린
눈물일 겁니다 나도
몰래 흐르는 눈물
나도 몰래 흐르는 눈물",트로트
101,천리 먼 길,"그리운 님을 찿아
님을 찾아 천리길
보고싶어 내가 왔네
산넘고 물건너서
그러나 변해버린
사랑했던 그 사람
한번준 마음인데
그럴수가 있을까
천리먼길 찾아왔다
돌아서는 이 발길
그리운 님을 찿아
님을 찾아 천리길
못 잊어서 내가 왔네
별따라 구름따라
그러나 남남이 된
오지 못 할 그 사람
한번준 사랑인데
잊을 수가 있을까
천리먼길 찾아왔다
돌아서는 이 발길",트로트
102,남자라는 이유로,"누구나 웃으면서 세상을 살면서도
말못할 사연 숨기고 살아도
나역시 그런저런 슬픔을 간직하고
당신앞에 멍하니 서있네
언제한번 가슴을 열고 소리내어
소리내어 울어 볼 날이
남자라는 이유로 묻어두고 지낸
그 세월이 너무 길었어
저마다 처음인듯 사랑을 하면서도
쓰라린 이별 숨기고 있어도
당신도 그런저런 과거가 있겠지만
내앞에선 미소를 짓네
언제한번 가슴을 열고 소리내어
소리내어 울어 볼 날이
남자라는 이유로 묻어두고 지낸
그 세월이 너무 길었어
언제한번 그런날 올까요 가슴을 열고
소리내어 울어 울어 볼 날이
남자라는 이유로 묻어두고 지낸
그 세월이 너무 길어요",트로트
103,Shape of my Heart,"He deals the cards as a meditation
And those he plays never suspect
He doesn't play for the money he wins
He doesn't play for respect
He deals the cards to find the answer
The sacred geometry of chance
The hidden law of a probable outcome
The numbers lead a dance
I know that the spades
are the swords of a soldier
I know that the clubs
are weapons of war
I know that diamonds
mean money for this art
But that's not the shape of my heart
that's not the shape of my heart
that's not the shape of my heart",트로트
104,어매,"어매 어매 우리어매
뭣 할라고 날 낳았던가
낳을라거든 잘 낳거나
못 낳을라면 못 낳거나
살자하니 고생이요 죽자하니
청춘이라 요놈 신세 말이 아니네
어매 어매 우리어매
뭣 할라고 날 낳았던가
님아 님아 우리님아
속알머리 없는 님아
겉이 타야 님이 알제
속만 타면 누가 아나
어떤 놈이 팔자 좋아
장가 한 번 잘도 가는데
몹쓸 놈의 요 내 팔자
어매 어매 우리 어매
뭣 할라고 날 낳았던가
어매 어매 우리 어매
뭣 할라고 날 낳았던가",트로트
105,서른이면,"서른이면 나도 취직해서
장가를 갈거라고 생각했지
내 부모님과 내 집사람과
오손도손 살아 갈거라고
돌아보면 다시 같은 자리
시간은 너무 빨리 흘러갔어
내 집 살라고 모아둔 통장엔
몇 푼 안된 돈만 있는
내 나이 서른 되어
많은 고민들로 복잡한 머리와
수많은 기대가 나를 억누르고
터질 것만 같은 답답한 마음은
서른이란 나이가
너무 빨리 온거야
내년이면 우리 아버지도
환갑을 바라보실 연세인데
이 못난 자식 잘 되라시며
걱정살에 주름만 늘고
돌아보면 다시 같은 자리
시간은 너무 빨리 흘러갔어
내 장가 밑천 모아둔 통장엔
몇 푼 안된 돈만 있는
내 나이 서른 되어
많은 고민들로 복잡한 머리와
수많은 기대가 나를 억누르고
터질 것만 같은 답답한 마음은
서른이란 나이가
많은 고민들로 복잡한 머리와
수많은 기대가 나를 억누르고
터질 것만 같은 답답한 마음은
서른이란 나이가
너무 빨리 온거야",트로트
106,당신이 좋아,"그대는 내 사랑
당신도 내 사랑
이세상의 그 무엇도
쨉이 안되지
원앙이 따로 있나
우리가 원앙이지
환상의 해피한 원앙이지
아 꿀맛 같은 그대 사랑에
내 인생을 걸었잖아
비가 와도 좋아
눈이 와도 좋아
바람 불어도 좋아
좋아 좋아 당신이 좋아
그대는 내 운명
당신도 내 운명
하늘 아래 누가 와도
쨉이 안되지
그댄 꽃 중에 꽃
당신은 벌 나비
환상의 해피한 꽃과 나비지
아 꿀맛같은 그대 사랑에
내 인생을 걸었잖아
비가 와도 좋아
눈이 와도 좋아
바람 불어도 좋아
좋아 좋아 당신이 좋아
아 꿀맛 같은 그대 사랑에
내 인생을 걸었잖아
비가 와도 좋아
눈이 와도 좋아
바람 불어도 좋아
좋아 좋아 당신이 좋아
좋아 좋아 당신이 좋아",트로트
107,찬찬찬,"차디찬 그라스에
빨간 립스틱
음악에 묻혀 굳어버린
밤 깊은 카페의 여인
가녀린 어깨위로 슬픔이
연기처럼 피어오를 때
사랑을 느끼면서
다가선 나를 향해
웃음을 던지면서
술잔을 부딪히며 찬찬찬
그러나 마음 줄 수 없다는 그 말
사랑을 할 수 없다는 그 말
쓸쓸히 창밖을 보니
주루룩주루룩주루룩주루룩
밤새워 내리는 빗물
차디찬 그라스에
빨간 립스틱
음악에 묻혀 굳어버린
밤 깊은 카페의 여인
가녀린 어깨위로 슬픔이
연기처럼 피어오를 때
사랑을 느끼면서
다가선 나를 향해
웃음을 던지면서
술잔을 부딪히며 찬찬찬
그러나 마음 줄 수 없다는 그 말
사랑을 할 수 없다는 그 말
쓸쓸히 창밖을 보니
주루룩주루룩주루룩주루룩
밤새워 내리는 빗물
밤새워 내리는 빗물",트로트
108,"서울, 이곳은","아무래도 난 돌아가야겠어
이곳은 나에게 어울리지 않아
화려한 유혹 속에서 웃고 있지만
모든 것이 낯설기만 해
외로움에 길들여진 후로
차라리 혼자가 마음 편한 것을
어쩌면 너는 아직도 이해 못하지
내가 너를 모르는 것처럼
언제나 선택이란 둘 중에 하나
연인 또는 타인뿐인걸
그 무엇도 될 수 없는 나의 슬픔을
무심하게 바라만 보는 너
처음으로 난 돌아가야겠어
힘든 건 모두가 다를 게 없지만
나에게 필요한 것은 휴식뿐이야
약한 모습 보여서 미안해
하지만 언젠가는 돌아올 거야
휴식이란 그런 거니까
내 마음이 넓어지고 자유로워져
너를 다시 만나면 좋을 거야",트로트
