제목,가사,가수,발매일,좋아요수,장르
둘만아는 얘기 (Feat. 미료 & Jay Grammer),"나와 너의 첫날부터 지금까지 다
너와 나의 처음부터 지금까지 다
한걸음 더 내딛지 못해서
서성거릴 때
니가 나의 손을 잡아 주지 못할 때
우리 서로 처음 만났을 때
내가 말을 어떻게 해야
니가 나를 봐 우리 서로가
자연스럽게 말 하려나
우리 서로 처음 만났을 때
내가 지금 어떻게 해야
니가 나에게 말을 걸려나
많이 고민 했어 혼자서
우리 둘만 아는 얘기
너와 나 둘이 불러
우리 둘만 아는 노래
너와 나 둘이 불러
지금 우린 같이 하고 함께 잠드네
아침이 와 밝아 올 때도
사랑을 나눠
눈을 뜨고 너를 마주할 때
니가 나를 불러 줄 때마다
이게 꿈인가 여긴 어딜까
나의 옆에 너를 확인해
눈을 뜨고 너를 볼 때 마다
내가 너를 부를 때마다
내가 여기서 너의 옆에서
눈을 뜨게 해줘 기쁜데
우리 둘만 아는 얘기
너와 나 둘이 불러
우리 둘만 아는 노래
너와 나 둘이 불러
내가 누구와 함께
나의 삶을 나누는 것
내가 누구를 위해
나의 맘을 바꾸는 것
나도 그렇게 될지 몰랐어
하지만 실제로
그런 일이 일어났어
이건 순진한 척 내숭아냐
진심이야 긴시간
혼자가 더 편했던
난 이젠 아냐 니가 만약
사라진다면 갑자기
상상조차 불가 해
둘만의 판타지 매일 네게 줄까 해
우리 둘만 아는 얘기
너와 나 둘이 불러
우리 둘만 아는 얘기
너와 나 둘이 불러 우리 둘이 같이
우리 둘만 아는 노래
너와 나 둘이 불러
우리 둘이 아는 얘기
우리 둘이 같이 하지 이제 영원히
우리 둘만 아는 얘기
너와 나 둘이 불러
우리 둘만 아는 노래
너와 나 둘이 불러",비케이 (최보규),2016.08.19,440,발라드
삐딱해봤더니 (mama),"조금은 어색한 듯
거울을 보며
지나간 날을 되돌아봤어
한참을 바라보다가
왠지 서글퍼진 건
엄마가 그리워
난 가끔은 참지 못하고
방황 속에 머물곤 했어
난 결국에 그 정도였어
추억이 아닌 후회만 남아서
삐딱해 봤더니
아무 소용없더라
엄마의 두 눈 속에서
눈물만 흐르더라
삐딱한 세상에
나를 지켜나갈 수 없던
내가 너무 괴롭히더라
왜 대체 그 잘못한 일은
지워지지가 않는 거니
난 결국에 그 순간에도
누구도 아닌 나밖에 몰라서
삐딱해 봤더니
아무 소용없더라
엄마의 두 눈 속에서
눈물만 흐르더라
삐딱한 세상에 나를
지켜나갈 수 없던
내가 너무 괴롭히더라
하루하루가
내 맘 같지 않았던
실수라 홀로 믿고 싶었던
시간을 거슬러
삐딱해 봤더니
나만 손해였더라
내 마음속에서
나도 울고 있더라
삐딱한 세상에 미쳐
말할 용기가 없던
내가 너무 미워지더라
이젠 더는 볼 수 없더라 엄마",로미오 (ROMEO),2016.08.22,134,발라드
"그만하자 (Feat. BUMZU, 주희)","말문이 막혀서
멍하니 널 봤어
차가워진 네 눈빛
네 말투 어떡해
눈물도 안 나서
휑하니 웃었어
믿어왔던 내 마음
내 진심 어떡해
지친다 그만 하자
나 그대만을 사랑하는데
널 사랑하는데
너 자꾸 왜 이래
나 이렇게 아파하잖아
나 그대만을 사랑하는데
널 사랑하는데
정말 왜 이래
왜 이래 가지마
끝이란 말에도
조용히 웃는 너
알 수 없는 네 마음
네 진심 어떡해
나에겐 언제나
모자란 네 사랑
말만 그래 날 사랑
한다고 어떡해
나 그대만을 사랑하는데
널 사랑하는데
너 자꾸 왜 이래
나 이렇게 아파하잖아
나 그대만을 사랑하는데
널 사랑하는데
정말 왜 이래
왜 이래 가지마
한번쯤 먼저 내게 다가와
기대어주길 원하고 원했어
그렇게 말 하지마
나만 탓 하지마
그만해 이젠
이젠 정말 끝이야
나 그대만을 사랑하는데
널 사랑하는데
너 자꾸 왜 이래
나 이렇게 아파하잖아
나 그대만을 사랑하는데
널 사랑하는데
제발 가지마 가지마
Loving you
나도 사랑했는데
그대만을 사랑했는데
네가 날 밀어냈던
그 빈자리가 허전한가봐
나 그대만을 사랑하는데
널 사랑하는데
정말 왜이래 왜이래 가지마
그만 하자",팻뮤직,2016.08.24,476,발라드
"피터팬의 세레나데, Love Actually (Live)","달콤한 속삭임
사랑의 설레임으로
가득한 이 밤
그대의 창가에 머무는
별들의 미소는
내 마음 같아
이 밤도 그대를
그리워하는 마음
그대 창을 향해 날아올라
어떻게 하나요
멈출 수 없나요
오직 그대에게
말하고 싶은 내 맘
나만의 비밀
이제 고백할게요
언제나
I Love You
그대의 마음도
내 마음 같은가요
그대 맘을 향해 날아올라
어떻게 하나요
멈출 수 없나요
오직 그대에게
말하고 싶은 내 맘
나만의 비밀
이제 고백할게요
언제나
I Love You
어떻게 하나요
멈출 수 없나요
오직 그대에게
말하고 싶은 내 맘
나만의 비밀
이제 고백할게요
언제나
I Love You Yeah
언제나
I Love You
나른한 내 일상 속에
환하게 빛나던 그대의 눈빛
나도 모르게 빠져버렸죠
달콤했던 속삭임 속에
향긋하게 다가온 그대 손길
나도 모르게 두 눈 감았죠
한 순간 모든 게
멈춘 듯
나 바보처럼 아무 말도
하지 못한 채
마냥 모든 걸 다 가진 듯
기뻐했죠
그대 나의 소중한
Fascinate Girl
어색한 듯 내 맘을 가려봐도
마법에 빠진 듯 나는
그대 곁만 서성이죠
단 한번만
그대의 빨간 그 입술에
나의 숨결
전할 수만 있다면
변하지 않는 사랑으로
그댈 지켜줄게 영원히
한 순간 모든 게
멈춘 듯
나 바보처럼 아무 말도
하지 못한 채
마냥 모든 걸 다 가진 듯
기뻐했죠
그대 나의 소중한
Fascinate Girl
어색한 듯 내 맘을 가려봐도
마법에 빠진 듯
나는 그대 곁만 서성이죠
단 한번만
그대의 빨간 그 입술에
나의 숨결
전할 수만 있다면
변하지 않는 사랑으로
그댈 지켜줄게
그대 나의 소중한
Fascinate Girl
멋 적은 듯
두 눈을 감아 봐도
사랑에 빠진 듯
나는 그대 곁만 서성이죠
단 한번만
내 마음 전해 줄 수만 있다면
변하지 않는 내 맘
그대에게 다 줄게요 영원히",신혜성,2016.08.24,657,발라드
Ex-Mind (Live),"오늘 정말 너 이상해
해도 너무 하잖아
뻔히 보이는
너의 그 투정도
상냥하게 웃던 네가
오늘만은 나의 작은 악마
이리저리 나를
흔든 너를 어째
Oh No
너 대체 왜이래
내 맘 뒤죽박죽 엉망이 돼
Tell me what you want
가끔 너의 사랑도 헷갈려
정신 없어
오락가락해
미워할래도 그럴 수 없는
네게 빠진 이런 나를
어찌 해야 좋을지
별것 아닌 작은 다툼
정말 미안해
넌 괜찮단 표정
다 이해한 듯한
Voice
한숨 돌려 볼까 하면
무슨 일에 화가 나
금세 토라져 버린
어려운 그대
왜이래 뭐라고 말해도
결국 너에게 끌려가잖아
I don’t understand
your mind My Love
너무도 다른 모습에 난
오락가락해
어떤 말로도 바꿀 수 없어
이런 나를 더 이상은
시험하지 말아줘
매일 밤 나에게
속삭여 주는 너의 그 모습
예쁘고 너무 착한 너였는데
정말 귀엽던 너란 애는
대체 어디에 있는데
oh oh
말론 아니라고
너의 표정은 들켰어
눈을 피하고 삐진
모습을 느꼈어
니 미소 때문에
내 마음이 묶였어
얼굴에 유유 2개나 붙였어
What happened to
my happy girlfriend
그리워 oh man
그런 모습 will I see it again
PC방처럼 내 마음 생각하냐
Stop playin 이런 애인 관계
game은 아니야
Tell me what you want
가끔 너의 사랑도 헷갈려
정신 없어
오락가락해
미워할래도 그럴 수 없는
네게 빠진 이런 나를
어찌 해야 좋을지",신혜성,2016.08.24,659,발라드
거짓말이라도 (Live),"왜 그랬는지
뭐가 잘못 된 건지
전화를 끊고서
또 후회해보지만
몰랐던 건지
내 욕심이 컸는지
내 맘도 몰라주는
그런 니가 미웠어
잘 지내는 듯
내 걱정하지 말라며
애써 웃음지어 보지만
무슨 일 있는지
괜한 생각에
난 아무 것도
할 수 없는데
날 위해 그 흔한
거짓말이라도
난 잘 있다고
걱정 말라
웃으며 말해주길
거짓말이라도
미안해 나 때문에
힘들었던 널 모른 채
그냥 살았던 날
이해해 주겠니
나도 많이 아파했다는 걸
내 맘 알아주길 바래
날 위해 그 흔한
거짓말이라도
난 잘 있다고
걱정 말라
웃으며 말해주길
내 눈물 멈출 수 있게
용서해 이 말밖에
할 수 없는 날
시간이 흘러 알게 되면
그때는 편하게
네 맘속에서
놓아 주길 바래
마치 없던 사람처럼
마치 없던 사람처럼",신혜성,2016.08.24,540,발라드
같은 생각 (Live),"눈을 떠 보니 어딘가 어색해진 건
그냥 나만의 예감이 아닌가 봐
늘 그랬듯이
늘 같았던 우리 생각은
헤어질 때도 이렇게 같은가 봐
아니길 바래
이번만은 아니길 바래
우리 생각이 같지 않기를 바래
늘 그랬듯이
내 곁에서 웃어주겠니
이젠 그럴 수 없다는 걸 알지만
아니라면 내 사랑이 아니면
그냥 아무것도 모른 채 살겠지만
이렇게 마음이 아픈 건
어쩔 수 없는
너를 향한 내 마지막 선물
눈을 떠보니 잠에서 깨어났나 봐
얼마나 오래 꿈꾸고 있었는지
하늘을 보니
내 눈가에 눈물이 고여
다시 눈감고 싶지만 그럴 수 없어
아니라면 내 사랑이 아니면
그냥 아무것도 모른 채 살겠지만
이렇게 마음이 아픈 건
어쩔 수 없는
너를 향한 내 마지막 선물
같은 생각과 같은 꿈을 꾸기를
그렇게도 깊게 원했었지만
이게 우리 마지막
같은 생각이란 걸
다신 같을 수 없는 생각인걸
눈을 뜨면 내 사랑이 맞다면
그냥 아무 일도 없던 걸로 되기를
이렇게 마음이 아픈 건
어쩔 수 없는
너를 향한 내 마지막 선물
우우우 어쩔 수 없는
너를 향한 내 마지막 선물
너를 향한 내 마지막 그대",신혜성,2016.08.24,609,발라드
Without You (Inst.),"더 다가오지 마 꿈꾸게 하지 마
멀리 달아나
늘 슬픈 꿈을 꾸지
붉어진 두 눈에 너를 담았지
얼어붙은 내 심장에
거센 바람처럼 불어
숨을 쉬는 순간조차 아파
멈출 수가 없는 내 사랑
얼마나 더 아파해야
내 품에 너를 안을 수 있겠니
언제까지나 기다릴게
나 사는 이유는 너 하나야
Without you
Without you
Without you
난 너를 보낼 자신 없어
Without you
Without you
Without you
언제까지나 널 기다릴게
숨을 쉬는 이유조차
너라는 걸 넌 모르지
사랑한단 말로는 부족해
세상 하나뿐인 내 사랑
얼마나 더 아파해야
내 품에 너를 안을 수 있겠니
언제까지나 기다릴게
나 사는 이유는 너 하나야
Without you
Without you
Without you
난 너를 보낼 자신 없어
Without you
Without you
Without you
언제까지나 널 기다릴게
Without you
Without you
난 너 없이는 살 수 없어
Without you
Without you
Without you
언제까지나 널 사랑할게",윤보미 (에이핑크),2016.08.28,951,발라드
흘러간다 (Feat. 유지원),"그때 우리는 어렸고
서로를 몰랐었지
결국 우리는 아팠고
안녕을 해야 했지
함께함이 소중했던 만큼
눈물 나게 시린 그리움마저
언젠가는 사라지겠지
구름 뒤에 숨은 무지개처럼
기억 속에 수많은 것들
돌아보면 아무것 아닌
흘러가는 시간 속에
흐르듯이 지나가는
그 공간 속의 너와 나
이제 거기 우린 없어
어디에도 우린 없어
물결처럼 흘러간다
기억 속에 수많은 것들
돌아보면 아무것 아닌
흘러가는 시간 속에
흐르듯이 지나가는
그 공간 속의 너와 나
이제 거기 우린 없어
어디에도 우린 없어
물결처럼 흘러간다
흘러가는 시간 속에
흐르듯이 지나가는
그 공간 속의 너와 나
이제 거기 우린 없어
어디에도 우린 없어
물결처럼 흘러간다
흘러가는 시간 속에
흐르듯이 지나가는
그 공간 속의 너와 나
이제 거기 우린 없어
어디에도 우린 없어
물결처럼 흘러간다",박혜원,2016.09.01,81,발라드
우리 헤어지던 날,"텅 빈 방 어둠 속
시계소리만 흘러
시간이 흘러도
나는 멈춰 서있어
손 뻗으면 네게
닿을 것만 같은데
닿을 듯 닿지 않아
시간이 해결해줄 거라고
맘을 비우고 달래고
견디려 애를 써봐도
시간은 일분일초도 못 가
눈감으면 다시 찾아와
우리 헤어지던 날
나는 그 자리에 멈춰
흐려지기는커녕
너무 선명해
우리 헤어지던 날
그날 멈춰서 길을 헤매
눈을 감으면 온통
너로 가득 차
시간이 해결해줄 거라고
맘을 비우고 달래고
견디려 애를 써봐도
시간은 일분일초도 못 가
눈감으면 다시 또
너는 날 찾아와 넌
우리 헤어지던 날
너는 그 자릴 떠나네
내게 이별을 건네
우리 헤어져
우리 헤어지던 날
그날 멈춰서 길을 헤매
애써 참았던 눈물
너로 가득 차
나를 부르던 너
너를 부르던 나
따뜻했던 목소리
차갑게 식은 목소리만
우리 헤어지던 날
나는 그 자리에 멈춰
흐려지기는커녕
너무 선명해
우리 헤어지던 날
그날 멈춰서 길을 헤매
온통 너로",져니,2016.09.02,28,발라드
미안해,"다시 돌아갈 수 없는
너라는 그런 사람
아파도 아플 수 없는 나
다시 사랑할 수 없는
내게는 그런 사람
미워도 미워할 수 없어
미안해 할말이 없는데
자꾸만 나를 붙잡으려
하지 말아요
눈물이 흐르지도 않아
슬프지 않아 이젠 그만
혹시 돌아올
너에게 전하는
나의 한마디
미안해 고마워 이해해
혹시 맘이 변할까봐
네게 이러는건 아냐
마지막 인사일 뿐이야
미안해 할말이 있는데
이제는 그댈
사랑하지 않아요
마음이 아프지도 않아
슬프지 않아 우리 그만
미안해 할말이 없는데
자꾸만 나를 붙잡으려
하지 말아요
눈물이 흐르지도 않아
슬프지 않아 우리 그만",윤혜,2016.09.06,269,발라드
사랑이 아니라해도,"그댄 날 사랑하긴 했나요
사랑할 수 없는 거죠 왜 그댄
모두 거짓이라도 좋아요
지금 이순간만이라
해도 사랑한다 말해
Please don't forget me
나를 떠나지 말아줘요
Please don't leave from me
나를 버리지 말아줘요
차가운 눈빛으로
날 보지 말아요 오 제발
Please don't leave from me
Please don't leave from me
Please don't leave from me
그대는 내가 그렇게도 미운가요
내가 그리 싫은가요 왜 그댄
그대 사랑이 아니라 해도
동정뿐인 말이라도
난 괜찮아요 제발
혹시 하는 작은 기대도
안되나요 잘못인가요
혹시 하는 작은 기대도
잘못이라면 날 용서해요
Please don't forget me
나를 떠나지 말아 줘요
Please don't leave from me
나를 버리지 말아 줘요
차가운 눈빛으로
날 보지 말아요 오 제발
Please don't leave from me
Please don't leave from me
Please don't leave from me
내게",조인 (ZOIN),2016.09.08,159,발라드
