제목,가사,가수,발매일,좋아요수,장르
아자자,"아이볼에 묻은 비누거품처럼
첫사랑에 들뜬 소녀처럼
그냥 미소짓게 하는 그건 무얼까
세상이란 것도 그냥 그렇게
Hey 거기 아버지
웃는 걸로 된거죠
Hey 거기 어머니
웃으니까 된거죠
Hey 거기 학생들
웃으니 좋은거죠
Hey 거기 아이들
웃으니 기분좋죠
나지막히 내린 저녁 노을처럼
오후 기분좋게 취한 노인처럼
그냥 웃음짓게 하는 그건 무얼까
인생이란 것도 그냥 그렇게
Hey 거기 아버지
웃는 걸로 된거죠
Hey 거기 어머니
웃으니까 된거죠
Hey 거기 학생들
웃으니 좋은거죠
Hey 거기 아이들
웃으니 기분좋죠
Hey 거기 아버지
웃는 걸로 된거죠
Hey 거기 어머니
웃으니까 된거죠
Hey 거기 학생들
웃으니 좋은거죠
Hey 거기 아이들
웃으니 기분좋죠
Hey 거기 어르신
웃는 걸로 된거죠
Hey 거기 총각들
웃으니까 된거죠
Hey 거기 아가씨
웃으니 좋은거죠
Hey 거기 군인들
웃으니 기분좋죠",3036,2013.01.09,1,발라드
처음이자 마지막에 관하여,"말하자면 너는
내가 뿌리내리기에
무엇인가 좁았어
몰랐었던 거지
서서히 말라 갔어
사막처럼
꽃 피우지 못하고
결국엔 죽었어
니 안에서
그리고 내 안에서
안타까운 사실은
우린 좀 더
신중해야 했어
그런 경험은
그런 계절은
처음이자 마지막이
될 것에 관하여
언제나 어디서나
우리에게 들리던 웃음
노래가 서서히
작아지고
테입을 감던
소리마저 끊겼을 때에
무엇이 보여
마음의 질문 앞에
서지 못할 우리를 보았고
결국엔 끝났어
이런 일은
예전에도 있었고
전과 다르지 않다
그런 생각을 했는지 몰라
하지만 정말
참을 수 없는 건
어제의 바람은
다시 불지 않는다는 거야
결국엔 죽었어
네 안에서
그리고 내 안에서
안타까운 사실은
우린 좀 더
신중해야 했어
그런 경험은
그런 계절은
처음이자 마지막이
될 것에 관하여",파니 핑크,2013.01.09,523,"발라드, 인디음악"
Across The Ocean,"Now I've traveled
across the ocean
With the same
shoes just longer hair
I still carry that
picture in my wallet
From the photo
booth yeah it's still there
Just give me
some kind of sign
Is this the right place
Or the right time
Is this the right time
Now I've landed
In the Midwest
Where you lived
so long ago
Remember I was
always freezing
Now I'm covered up in snow
Just give me
some kind of sign
Is this the right place
Or the right time
Is this the right time",Azure Ray,2013.01.09,224,"발라드, 인디음악"
"어쩔수 없다고 내게 말하지만, 어쩔수 없다면 내게 말하지마! (Original Song. 어른아이)","알았어 날 스친
허탈한 기운에 묻혀서
가만히 말하며
안녕 날 버릴 때
어쩔 수 없다고
어쩔 수 없다고
내가 말했지
끝이야
네가 말했지 그래
느린 슬픔에 한 숨만
닫아버린 내 눈은
어쩔 수 없다고
내게 말하지만
어쩔 수 없다고 내게
어쩔 수 없다면
내게 말하지마
어쩔 수 없다면 내게
어쩔 수 없다면
어쩔 수 없다면
내게 말하지마
어쩔 수 없다면 내게
그럴 수 없다면
내게 설명해봐
그럴 수 없다면 내게",이진우,2013.01.09,74,"발라드, 인디음악"
For You,"잠들기 전에
돌아서는 너를
떠올리네
잊혀질 수 없는 건
눈을 적시는 검은 그림자
Oh It’s You
If You Know
사랑은 꽃처럼
살며시 향기에 취해있다가
어느새 바람결에
시들어가네
언제라도 널 그리워하다
깊은 잠에 빠져도
꿈에서라도 널
볼까 기대하는 나
이런 내가 널 지우겠다고
이젠 널 잊겠다고
두번 다시 널 만나지 않길
For You
눈을 감은 채
속삭이는 너를
떠올리네
잊혀질 수 없는 건
나를 부르는 너의 목소리
Oh It’s You
If You Know
사랑은 별처럼 살며시
내 품에 들어왔다가
어느새 빛을 잃고
사라져가네
언제라도 널 그리워하다
깊은 잠에 빠져도
꿈에서라도 널 볼까
기대하는 나
이런 내가 널 지우겠다고
이젠 널 잊겠다고
두번 다시 널 만나지 않길
For You
언제라도 널 그리워하다
깊은 잠에 빠져도
꿈에서라도 널 볼까
기대하는 나
이런 내가 널 지우겠다고
이젠 널 잊겠다고
두번 다시 널 만나지 않길
For You",Love & Pop,2013.01.09,143,"발라드, 인디음악"
나만 시작한다면,"내가 태어날 때 부모님은
날 보며 수많은 생각과
기댈 하셨겠지
어릴때나 지금도 변함없는건
자랑스런 나를 보여주는일
시간은 언제나 나를 반기고
저 파란 하늘은
이렇게 날 지켜보고
나만 시작한다면 달라질 세상
나 진정 원하는 그 이름
슬프면 슬픈대로
날 떠 맡겨도
부서지지 않을수 있는
커다란 인생의 무대 위에서
지금부터 시작이야
시간은 언제나 나를 반기고
저 파란 하늘은
이렇게 날 지켜보고
나만 시작한다면 달라질 세상
나 진정 원하는 그 이름
그 누가 무슨말을
내 삶에 던져도
흔들리지 않을 수 있는
내 삶의 주인은 나임을 알고
늦지 않았음을 알고
슬프면 슬픈대로
나를 떠 맡겨도
부서지지 않을수 있는
커다란 인생의 무대 위에서
지금부터 시작이야
힘겨운 날이 있어
더욱 기쁜 날들
그누구도 모르는 내일
커다란 인생의 무대위에서
지금부터 시작이야
지금부터 시작이야",홍지민,2013.01.09,131,발라드
Way (Feat. Peizer),"그대와 걷던 그길을
추억이라하기엔
밀려오는 슬픔이
아프고 또 아픈걸
나 그길을 걷고 또걷네
다시는 만날수없겠지
이제 남은건 추억뿐
싫다고 또 싫다고
돌아서는 너였지
그 많은 추억들이
너무나도 생각나
난 그 길을 걷고 또 걷네
다시는 만날수 없겠지
이제 남은건 추억뿐
우연히 너를 보았을때
멀어지는 뒷모습
바라보며 추억이 밀려오네
너와 걷던 길
이젠 멀어지는 길
I can't say a lie
뭐가 이리 힘든지
Damn girl
나도 나를 모르겠어
다만 맘이 흔들려 이 곳
이 길에선
벗어나려 해도
그럴 수가 없어
떨쳐내려 해도
그럴 수가 없어
시간처럼 그냥
흘러가게 둘까
그래 그럼 괜찮을거야
우리 둘 다
난 그 길을 걷고 또 걷네
난 그 길을 걷고 또 걷네
난 그 길을 걷고 또 걷네
다시는 만날 수 없겠지
이제 남은건 추억뿐
난 그 길을 걷고 또 걷네
너와 걷던 길
이젠 멀어지는 길
난 그 길을 걷고 또 걷네
너와 걷던 길
내가 슬퍼지는 길 girl
난 그 길을 걷고 또 걷네
다시는 만날 수 없겠지
이제 남은건 추억뿐
난 그 길을 걷고 또 걷네
너와 걷던 길
이젠 멀어지는 길
난 그 길을 걷고 또 걷네
너와 겉던 길
니가 보고싶은 길 girl
난 그 길을 걷고 또 걷네
다시는 만날 수 없겠지
이제 남은건 추억뿐
난 그 길을 걷고 또 걷네
너와 걷던 길
이젠 멀어지는 길
난 그 길을 걷고 또 걷네
너와 걷던 길
니가 보고싶은 길 girl
난 그 길을 걷고 또 걷네
다시는 만날 수 없겠지
이제 남은건 추억뿐
너와 걷던 길
이젠 멀어지는 길
흐려지는 길
내 머릿속의 길
니가 떠난 길
널 잡을 수 없던 길
너와 걷던 길
널 추억하는 일
너와 걷던 길
이젠 멀어지는 길
흐려지는 길
내 머릿속의 길
니가 떠난 길
널 잡을 수 없던 길
너와 걷던 길
널 추억하는 일",김관호,2013.01.09,25,발라드
어장 관리,"푹푹 찌는 여름날
시원한 탄산수 같은
그녈 만났지
우
울창한 푸른 숲속
가지 사이로 보이는
햇살 같았어
처음 내게 다가왔던
너의 미소는
날 충분히
설레게 해
친구보단 조금 더
애인보단 조금 덜
아슬아슬
조심스럽게
조금만 더 조금만더
그래그래
한걸음씩
마치 여자친구처럼 넌
모두 잠든 늦은밤
뭐하냐는 너에 말에
조금 더 난 두근 거렸어
심심하단 그 말도
보고싶단 그말도
자꾸만 날 설레이게해
너도 나를 좋아할까
하는 질문이
확신으로 바뀌었지
설레이는 맘으로
두근거린 맘으로
너에게 고백을 했지
나의 말을 들은 그녀
한심한듯 바라보며
나에게 이야길하지
우린 그냥 친구 사이야
어장관리 너의 어장관리
난 너의 어항속의 물고기
친구사인 개뿔
어항속의
수많은 물고기중 한마리
어장관리 너의 어장관리
난 너의 어항속의 물고기
친구사인 개뿔
어항속의
수많은 물고기중 한마리
어떻게 내게 이럴수가
어떻게 내게 이럴수가
어떻게 내게 이럴수가 있는지
어떻게 내게 이럴수가
어떻게 내게 이럴수가
어떻게 내게 이럴수가 있는지
어장관리 너의 어장관리
난 너의 어항속의 물고기
친구사인 개뿔
어항속의
수많은 물고기중 한마리
어장관리 너의 어장관리
난 너의 어항속의 물고기
친구사인 개뿔
어항속의
수많은 물고기중 한마리",이재승,2013.01.10,17,발라드
넌 그대로 좋아,"사람들은 유행
따라가기 바쁘네
그 누구의 흉내도 내지 마
넌 그대로 좋아
숨이 가쁘도록 달려온 길
뒤돌아보지 않아
시간에 쫓겨서
어렵게 살고 있어
노랫말조차 찾질 못한 채
사람들은 유행
따라가기 바쁘네
그 누구의 흉내도 내지 마
넌 그대로 좋아
살아가기 위한
방법 따윈 없어
넌 그대로 좋아
넌 그대로 좋아
어렵게 생각하기 시작하면
모든 게 싫어져 조금씩
도망치고 싶어지더라
걱정하지마 시간은
비누거품처럼
모든 것을 씻겨
사람들은 유행
따라가기 바쁘네
그 누구의 흉내도 내지 마
넌 그대로 좋아
살아가기 위한
방법 따윈 없어
넌 그대로 좋아
난 그대가 좋아
넌 그대로 좋아
넌 그대로 좋아
난 그대가 좋아
난 그대가 좋아",윤새봄,2013.01.10,46,발라드
그대 없이 난 살 수 없어요 (Feat. Rei),"어디에서 넌 뭘 하고 있니
물어보고 걱정하며 날 아껴준 사람
가끔씩은 그대의 빈자리가
정말 어색해서 견딜 수가 없어요
그대가 앉았던 의자
그대 따뜻한 온기
내 방엔 아직도 가득한데
어디에 있나요 그 곳에 내가 갈게요
그대 없이는 단 하루도
난 버틸 수 없죠
혹시라도 혹시라도
돌아올 것만 같아서
다른 사랑 난 할 수 없어요
그 때는 참 어린애 같았죠
아무것도 아닌 일에 투정만 부렸죠
그럴 때면 내 머릴 쓰다듬던
그대의 손길에 바보처럼 웃었죠
얼마나 멀어졌나요
이젠 늦은 건가요
내 맘은 여전히 그대론데
어디에 있나요 그곳에 내가 갈게요
그대 없이는 단 하루도
난 버틸 수 없죠
혹시라도 혹시라도
돌아올지도 몰라서
그대 자릴 비워놓죠
알아요 내가 그대에게는
어울리지 않다는 걸 알죠
나 하지만 그대 없이는 안돼요
죽도록 불러도 늦었다는 걸 알지만
이렇게 쉽게
그대 손을 놓을 순 없어요
이러려고 이러려고
날 사랑했던 건가요
그대 없이 살 수 없어요
언제라도 돌아와줘요",라쿤,2013.01.14,12,발라드
Still,"창틈에 스며드는 햇살
마주보기엔 눈부셔
손그늘을 만들어 가려봐 흐린
내 마음 감추고 싶어서
너가 떠난 뒤로 솔직히 많이
편해졌어
아니 그런 척 나를 속이며
위로해 멍청하게
보이겠지만 니가 생각나
아직까지
내 마음속에서 널
밀어내보고
별짓을 다 해봤지만 역시
난 안되나봐
괜찮은 척 해봤지만 다
티나나봐
I feel empty girl since
you left me
내방에 남은 memory
너에게 길들여진 내 하루는
어떻게 혼자 보내야 할까
낯설기만 해
거울 속에 얼굴도 웃지 않아
나 아닌 것 같아
옷깃을 파고드는 바람 오늘은
숨어버렸어
사랑이 그랬었던 것처럼 영원히
머무르는 건 없나봐
그래 영원히 머무르는 건 없나봐
I'll be fine 이 슬픔도 시간 지나
가고 나면 없어지겠지 언제쯤일까
슬픔이 떠나가기만을
멍하니 기다려
술자리에선 언제나 분위길 망쳐
guess I'm stuck in the
pastcan't seem to move on
너무 힘이 들어 슬픔이라는
무거운 짐 언제쯤 익숙해질까
나 익숙해지긴 할까
너에게 길들여진 내 하루는
어떻게 혼자 보내야 할까
낯설기만 해
거울 속에 얼굴도 웃지 않아
나 아닌 것 같아
기나 긴 그리움 내가 너를 많이
사랑했나봐
늘 헤어져야만 뒤늦게 아나봐
I miss your smile come
back to my life
너없인 아무것도 할 수 없는 나
차라리 비라도 내린다면
위로가 될까
손때 묻은 추억도 빗물 따라
모두 떠내려 보내게
하늘은 여전히 맑아 어울리지
않는 내 마음만 초라해 보여
해는 저물어가고 별이 뜨네
내일도 비는 안 오려는 가봐",이은아,2013.01.16,155,발라드
사랑하고 또 그리워서,"스쳐가는 인연인가요 우리
그대 마음 비켜서지 못한 채
마음 안에 멈춰선 그대를
어떡해야 하나요
멈춰있던 가슴은
아무 일도 없던 것처럼
하루종일 두근거려
그대 곁에 서성이죠
어떡해요
그대에게 걸어가는 난
사랑하고 또 그리워서
멈춰서지 못해요
기다려요
그대 그 자리에 있어요 제발
사랑해서 더 그리운 내 사람
눈을 감고 다시 감아도 보여
그리움에 눈물 하나 떨어져
마음 안에 다시 또 멈추면
어떡해야 하나요
천천히 다가가도
벌써 가슴이 두근거려
아무 말도 못한 채로
뒷모습만 보게 되죠
어떡해요
그대에게 걸어가는 난
사랑하고 또 그리워서
멈춰서지 못해요
기다려요
그대 그 자리에 있어요 제발
사랑해서 더 그리운 내 사람
이토록 아픈 가슴
미련해서 그대만 기억하려 해요
어떡해요
그대에게 걸어가는 난
사랑하고 또 그리워서
멈춰서지 못해요
기다려요
그대 그 자리에 있어요 제발
사랑해서 더 그리운 내 사람
사랑해서 더 그리운 내 사람",박소빈,2013.01.16,166,발라드
후유증 (Feat. 한소아),"사랑했던 기억들 모두 안녕
이별했던 순간들도 안녕
이제 남은 기억 모두 안녕
이별했던 그 날보다
더 이별하네
Being alone
잠시 동안 괜찮았었어
우리 기억 잊을 수
있을 것만 같았어
나의 머릿속
남겨진 기억이
나의 마음을
흔드는 미련이
Aftereffect
지독하게 나를 붙잡아
이별의 상처는
아물지 못한 채
미칠 것 같은 후유증에
죽을 것 같이
시달리고 있어
소중했던 추억들
모두 안녕 슬퍼했던
시간들도 안녕
이제 남은 추억 모두 안녕
이별했던 그 날보다
더 슬퍼하네
나의 머릿속
남겨진 기억이
나의 마음을 흔드는 미련이
Aftereffect
지독하게 나를 붙잡아
이별의 상처는
아물지 못한 채
미칠 것 같은 후유증에
죽을 것 같이
시달리고 있어
너 없이 멈춰진 시간
그 속에 아파하는 나
사랑도 이별도
하지 못해 이젠
나의 머릿속
남겨진 기억이
나의 마음을
흔드는 미련이
Aftereffect
지독하게 나를 붙잡아
이별의 상처는
아물지 못한 채
미칠 것 같은 후유증에
죽을 것 같이
시달리고 있어
Aftereffect Aftereffect
Aftereffect Aftereffect
Aftereffect
또 다른 사랑으로
잊혀지기를
사랑했던 기억들 모두 안녕
이별했던 순간들도 안녕",토이멜라,2013.01.17,182,발라드
사랑아,"사랑 참 아프지 지난 시간
깊게 베인 상처로만 남아서
아프게 해 잊혀지지도 않는
모진 괴로움
위로할게 나의 그 사랑을
가슴 아파 해줄게
내가 괜찮아질 때까지
욕 해보고 울다가 웃다 쓰러져
창가에 비친 나를 보고 위로하지
아픈 나날들야
난 아픈거야 나의 사랑은
아무렇지 않게 아무것도 아냐
더는 흘릴 눈물이 없도록
위로할게 나의 그 사랑을
가슴 아파 해줄게
내가 괜찮아질 때까지
욕 해보고 울다가 웃다 쓰러져
창가에 비친 나를 보고 위로하지
아픈 나날들야
난 아픈거야 나의 사랑은
아무렇지 않게 아무것도 아냐
더는 흘릴 눈물이 없도록
억지로 참진마
눈물을 참는 내가 가여워
혼자 아픈건 아냐
후회는 하지마
내가 나에게 바치는 위로 A HA
아픈 나날들야
난 아픈거야 나의 사랑은
아무렇지 않게 아무것도 아냐
더는 흘릴 눈물이 없도록
이젠 끝나버린 내 사랑아",이아영,2013.01.17,14,발라드
다칠 준비가 돼 있어 (On and On) (Inst.),"나를 또 찌르고 달아나고 있어
Can't let go She does it on
and on and on
날 부르고 돌아서고 있어
위험하다고 말해도 들리질 않아
분명히 나를 향한 눈빛 때마침
내린 달빛
넌 모든 걸 다 아는 듯이 나를
조롱하듯이
나를 다 흔들어놔
또다시 울컥
나한테 왜 이러는데
난 너한테 왜 이러는데
너는 말끝을 또 흐리고 난
눈물이 흐르고
또 무릎 꿇는 난 다칠 준비가
돼 있어
또다시 돌아온 나를 보고 있어
Can't let go I do this on and
on and on
나 잡아본 니 손끝에서 난
사랑이라곤 어디도 보이질 않아
조금씩 변해가는 눈빛
사라져가는 달빛
넌 이 모든 게 재밌는지 나를
비웃는 듯이
내게서 멀어진다
또다시 울컥
나한테 왜 이러는데
난 너한테 왜 이러는데
너는 말끝을 또 흐리고 난
눈물이 흐르고
또 무릎 꿇는 난 다칠 준비가
돼 있어
uh uh I need therapy
Lalalalala therapy
uh uh I need therapy
Lalalalala therapy
uh uh I need therapy
Lalalalala therapy
알고 또 빠진 난 다칠 준비가
돼 있어
난 너를 위한 장난감 목숨은 늘
간당간당해
불안해 확실해 넌 딴 놈에게로
갈아타려 해
오늘은 날 제대로 가지고 놀아줘
머리부터 발끝까지 전부
다 가져 ah
거칠게 놀다 버려줘 다칠
준비 끝났어
왜 하필 나한테만 이러는데
난 너한테만 이러는데
다시 여지를 또 남기고 묘한
말만 남기고
또 떠나가는 널 바라보며
울고 있어
uh uh I need therapy
Lalalalala therapy
uh uh I need therapy
Lalalalala therapy
uh uh I need therapy
Lalalalala therapy
또 기다리는 난 다칠 준비가
돼 있어",VIXX (빅스),2013.01.17,"5,417",발라드
친구 아닌 남자로 (Inst.),"있잖아 내가 말야

요즘 니가 자꾸 눈에 아른거려서

매일 잠도 설치고

전화기만 붙잡고 니 생각에 난 잠도 못 들어

몇 년인지도 몰라

친구라는 이름으로 지낸 시간이

그래서 더 어려웠나 봐

농담처럼 들릴까 봐

난 오늘도 니 주윌 맴돌아

* 널 사랑한다

내 마음이라

말리지 못해 주체할 수 없는 나의 이 감정을

넌 어떨 것 같니 난 참 부족하지만

날 친구가 아닌 남자로서





다른 사람 때문에

우는 너를 보면 어쩔 땐 참 미웠어

말 못하는 사랑이란

그래서 더 어려운가 봐

혼자서만 아파야 하니까



* Repeat



죽을 만큼 너무 힘이 들겠지만

난 아프겠지만

너를 사랑할게



또 보고 싶다

난 밤새도록

니 이름을 부르다 잠이 들고는 해

난 너뿐이야

오로지 너야

모든 걸 줘도 너와는 안 바꿔 널 사랑하니까

늦어도 괜찮아 난 널 기다리는 게

세상 무엇보다 쉬우니까

우정이 아닌 사랑으로",이석훈,2013.01.18,254,발라드
매번... Never (Narr.주가영),"진짜 맨날 왜그래
전화 하지마
그만 좀
제발 짜증나니까
그만 좀 해
우리 끝났어
지친다 정말
힘들지도 않니
언제까지 이럴꺼야
끊을게 잘 살아
아직도 니가 너무 선명한데
왜 매번 내게 너는 잊으라해
우린 아직 끝나지 않았어
이렇게 너를 찾아 헤매는데
추억이 되기는 싫어
바보 같아도 돼
나란 사람은
곁에 있어주면 되는 걸
넌 영원한 나만의 Girl
난 오직 너하나 뿐인 걸 Uh
우린 절대 우린 절대 yeah
사랑이란 흔한 말로
다 표현할 순없지만
그래도 너만 생각하고
바라보는 나
난 매번 매번 매번 매번
아주 오랜 시간이 지나도
난 Never Never Never Never
긴긴 밤들이 지나도
변하지 않아
나 너 하나 뿐인 걸
이 세상 어디에도
널 대신할 수가 없는 걸
Oh baby 난 또
매번 매번 매번 매번
사랑한다고 또 사랑한다고
너를 잊을 수가 없는 걸
밀어내려 하지마
조금만 더 나를 봐
내가 내가 내가 더 잘할게
시간이 흘러도
너란 사람은
계절이 바뀌어도
그 모습 그대로
또 해가 지나도
다음 해가 온대도
다른 사람은 생각도 안나
이 사랑은 변하지 않아 나
아직도 너를 찾아 헤매는데 우
다른 건 보지마
사랑이란 흔한 말로
다 표현할 순 없지만
그래도 너만 생각하고
바라보는 나
난 매번 매번 매번 매번
아주 오랜 시간이 지나도
난 Never Never Never Never
긴긴 밤들이 지나도
변하지 않아
나 너 하나 뿐인 걸
이 세상 어디에도
널 대신할 수가 없는 걸
Oh baby 난 또
매번 매번 매번 매번
사랑한다고 또 사랑한다고
너를 잊을 수가 없는 걸
밀어내려 하지마
조금만 더 나를 봐
내가 내가 내가 더 잘할게
난 매번 매번 매번 매번
아주 오랜 시간이 지나도
난 Never Never Never Never
긴긴 밤들이 지나도
변하지 않아
나 너 하나 뿐인 걸
이 세상 어디에도
널 대신할 수가 없는 걸
Oh baby 난 또
매번 매번 매번 매번
사랑한다고 또 사랑한다고
너를 잊을 수가 없는 걸
밀어내려 하지마
조금만 더 나를 봐
내가 내가 내가 더 잘할게",강경원,2013.01.21,9,발라드
꿈꾸던 기억,"굽이굽이 산줄기 따라
구름 헤치고 서올라
늘 소망은 하나
가슴 뛰던 맹세여
모진 비바람 속에도
함께 견뎌온 세월은
어두운 하늘 지나면
다시 꿈을 펼치리오
우리 살아가는 날이
만남과 갈림이 있음에
외로울지라도
저 산들강이 하나되는 날
다시 만나 그때는 부르리오
온 세상에 들려줄 노래
천년을 흐르도록 긴 얘기
어둠을 뚫고 떠오르는
그 해를 맞으며
꿈꾸던 기억을
우리 살아가는 날이
만남과 갈림이 있음에
외로울지라도
저 산들강이 하나되는 날
다시 만나 그때는 부르리오
온 세상에 들려줄 노래
천년을 흐르도록 긴 얘기
어둠을 뚫고 떠오르는
그 해를 맞으며
꿈꾸던 기억을
어둠을 뚫고 떠오르는
그 해를 맞으며
꿈꾸던 기억을",김형섭,2013.01.19,43,발라드
