,제목,가사,장르
248,밤차,"멀리 기적이 우네
나를 두고 멀리 간다네
이젠 잊어야 하네
잊지 못할 사람이지만
언젠가는 또 만나겠지
헤어졌다 또 만난다네
기적 소리 멀어져 가네
내님 실은 마지막 밤차
멀리 기적이 우네
그렇지만 외롭지 않네
언젠가는 또 만나겠지
헤어졌다 또 만난다네
기적 소리 멀어져 가네
내님 실은 마지막 밤차
멀리 기적이 우네
그렇지만 외롭지 않네",트로트
249,꼼짝마,"꼼짝마 꼼짝마 꼼짝마 하
앗 뜨거 앗 뜨거 내 가슴
그대만 보면은 뛰어요
어쩔 수 없잖아
너무 핫한 그대
불난 가슴에 물 좀 주세요
그대가 아니면 싫어요
어서 날 가져요
어디가 모자라
내가 정말 못 살아
지금 바로 출동할 거야
삐뽀 삐뽀 물러나세요
잠시 검문이 있겠습니다
나는 사랑의 경찰관
움직이면 쏜다
꼼짝마 꼼짝마
꼼짝마 하
묻지마 묻지마 내 마음
부끄러 부끄러 미워요
솜사탕처럼 달콤한 입술
여기 두 개만 주세요 여기요
사랑의 수갑을 채워서
묶어 둘 거에요
아무 데도 못 가
오빠 나만 바라봐
도망가면 출동할 거야
삐뽀 삐뽀 물러나세요
잠시 검문이 있겠습니다
나는 사랑의 경찰관
움직이면 쏜다
꼼짝마 꼼짝마 꼼짝마 하
불안해 견딜 수 없어요
물가에 내놓은 애 같아서
내 눈에 예쁘면 남의 눈에도 예쁘데요
삐뽀 삐뽀 물러나세요
잠시 검문이 있겠습니다
나는 사랑의 경찰관
움직이면 쏜다
꼼짝마 꼼짝마 꼼짝마 하
움직이면 쏜다",트로트
250,밥만 잘 먹더라 (Cover Ver.),"사랑이 떠나가도
가슴에 멍이 들어도
한 순간뿐이더라
밥만 잘 먹더라
죽는 것도 아니더라
눈물은 묻어둬라
당분간은 일만 하자
죽을 만큼 사랑한
그녀를 알았단 그 사실에 감사하자
이미 지난 일 말하면 뭐해
돌릴 수 없는데
괜히 아픈 가슴만
다시 들춰내서 뭐해 쓸데없게
태어나서 딱 세번만 울게
허락된다는데
괜히 허튼 일들에
아까운 눈물 낭비 말자 오
사랑이 떠나가도
가슴에 멍이 들어도
한 순간뿐이더라
밥만 잘 먹더라
죽는 것도 아니더라
눈물은 묻어둬라
당분간은 일만 하자
죽을만큼 사랑한
그녀를 알았단 그 사실에 감사하자
아주 가끔 니 생각이 나서
슬퍼지려 하면
친구들과 술 한잔
정신없이 취하련다 다 잊게
미워한다고 뭐 달라지나
그냥 사랑할게
단지 볼 수 없단걸
견딜 만큼만 생각할게 오
눈물은 묻어둬라
당분간은 일만 하자
죽을만큼 사랑한
그녀를 알았단 그 사실에 감사하자
바람이 지나간다
시리게 나를 울린다
억지로 참아봐도
자꾸 목이 메어 니 이름을 불러본다",트로트
251,이래도 되는 건가요,"이래도 되는 건가요
무슨말을 하는 거예요
못 들은 걸로 하고 싶어요
안녕이란 그 말은
우리사랑 영원하자고
오늘밤을 지새고
이제와서 누구 맘대로
헤어져야 하나요

아무런 준비도 없이
이럴수는 없는 거라고
이별의 잔을 앞에 놓고서
우린 마셔 버렸네

우리사랑 영원하자고
어둔밤을 지새고
이제와서 누구 맘대로
헤어져야 하나요
아무런 준비도 없이
이럴수는 없는 거라고
이별의 잔을 앞에 놓고서
우린 마셔 버렸네
이별의 잔을 앞에 놓고서
우린 마셔 버렸네",트로트
252,그대는 미운사람,"그대 얼굴 볼때면 나는 슬퍼져
어차피 당신은 떠나간 사람
하얀 미소 머금고 떠나가세요
슬픔은 이제 그만 생각 말아요
밤이면 창가에 기대어 앉아
그대 얼굴 지우려 애써봐야지
안개처럼 왔다가
그냥 가버릴걸
왜이리 내 마음 흔들어 놓나
지나간 아름다운 숱한 추억이
떨어지는 낙엽되어
사라져 가네
그대는 미운 사람
그대는 미운 사람
아무말도 하지를 말고 가세요
어차피 당신은 떠나간 사람

밤이면 창가에 기대어 앉아
그대 얼굴 지우려 애써봐야지
안개처럼 왔다가
그냥 가버릴걸
왜이리 내 마음 흔들어 놓나
지나간 아름다운 숱한 추억이
떨어지는 낙엽되어
사라져 가네
그대는 미운 사람
그대는 미운 사람
아무말도 하지를 말고 가세요
어차피 당신은 떠나간 사람
어차피 당신은 떠나간 사람
어차피 당신은 떠나간 사람",트로트
253,내가 바보야,"눈시울을 적시면서
그 님에게 안녕하며
작별의 인사하고 이제 와서
후회하며 눈물짓네
가지 말라 잡아볼까
사랑한다 말해볼까
이제 와서 무슨 소용이야
내가 바보야 내가 바보야
잡지 못한 내가 바보야

눈시울을 적시면서
떠나가는 당신에게
작별의 인사하고 이제 와서
후회하며 울 줄이야
뒤돌아 가는 당신
가지 말라 잡아볼까
이제 와서 후회할 줄이야
내가 바보야 내가 바보야
잡지 못한 내가 바보야",트로트
254,바보,"마음 주고 정을 준 게 바보였구나
사랑을 한 내가 바보였구나
거짓말인가 정말인가요
날 두고 가신다는 그 말이
기왕에 가실려거든
내 가슴에 남아있는
정마저 가져가야지
처음엔 왜 몰랐을까
이렇게 끝나는 것을
속 다르고 겉 다른 당신
마음 주고 정을 준 게 바보였구나
사랑을 한 내가 바보였구나
마음 주고 정을 준 게 바보였구나
사랑을 한 내가 바보였구나
거짓말인가 정말인가요
날 두고 가신다는 그 말이
기왕에 가실려거든
내 눈 속에 남아있는
눈물도 가져가야지
처음엔 왜 몰랐을까
이렇게 끝나는 것을
속 다르고 겉 다른 당신
마음 주고 정을 준 게 바보였구나
사랑을 한 내가 바보였구나
처음엔 왜 몰랐을까
이렇게 끝나는 것을
속 다르고 겉 다른 당신
마음 주고 정을 준 게 바보였구나
사랑을 한 내가 바보였구나",트로트
255,십오야,"십오야 밝은 둥근 달이둥실 둥실 둥실 떠 오면 설레는 마음 아가씨 마음 울렁 울렁 울렁거리네 하모니카 소리 저 소리삼돌이가 부르는 사랑의 노래떡 방아 찧는 소리 저 소리두근 두근 이쁜이 마음 십오야 밝은 둥근 달이둥실 둥실 둥실 떠 오면설레는 마음 아가씨 마음 울렁 울렁 울렁거리네 하모니카 소리 저 소리삼돌이가 부르는 사랑의 노래떡 방아 찧는 소리 저 소리 두근 두근 이쁜이 마음 십오야 밝은 둥근 달이 둥실 둥실 둥실 떠 오면설레는 마음 아가씨 마음 울렁 울렁 울렁거리네 하모니카 소리 저 소리삼돌이가 부르는 사랑의 노래떡 방아 찧는 소리 저 소리두근 두근 이쁜이 마음 십오야 밝은 둥근 달이 둥실 둥실 둥실 떠 오면 설레는 마음 아가씨 마음

울렁 울렁 울렁거리네 하모니카 소리 저 소리삼돌이가 부르는 사랑의 노래떡 방아 찧는 소리 저 소리 두근 두근 이쁜이

두근 두근 이쁜이",트로트
256,One Night Only,"유혹하는 내 몸짓을 봐봐
너만의 인형 너만의 나
아무라도가 아냐
난 너만 forever
가슴에 품은채
난 평생을 살아가
단하루 One Night
Only One Night Only
이대로 약속해
One Night Only
오늘만 기억해 아 아
One Night Only
One Night Only 꿈인듯 스쳐가
One Night Only
그향기까지도 그향기까지도
One Night Only One Night Only

빠져드는 니 모습을 봐봐
나만의 인형 나만의 너
아무라도가 아냐
넌 나만 forever
가슴에 품은 채
난 평생을 살아가
단하루 One Night
Only One Night Only
이대로 약속해
One Night Only
오늘만 기억해 아 아
One Night Only
One Night Only 꿈인듯 스쳐가
One Night Only
그향기까지도 그향기까지도
One Night Only One Night Only

단하루 One Night
Only One Night Only
이대로 약속해
One Night Only
오늘만 기억해 아 아
One Night Only
One Night Only 꿈인듯 스쳐가
One Night Only
그향기까지도 그향기까지도
One Night Only One Night Only",트로트
257,아모레 미오,"아모 아모레미오
당신은 몸살기처럼
갑자기 나타나 내 맘 떨게 떨게 해요
밥 한 술 그저 대충 뜨네요
유난히 짙은 화장 하네요
성격 급한 당신이
빨리 나오라 하면
서둘러 나가야 해요 해요
첫사랑도 아닌 첫남자도 아닌데
난 마치 어린애처럼 들떠 있을까
아모 아모레미오 당신은 소나기처럼
갑자기 나타나 내 맘 적셔요
아모 아모레미오 당신은 몸살기처럼
갑자기 나타나 내 맘 떨게 떨게 해요
당신은 진한 커피 같아서
당신은 하얀 설탕 같아서
중독이 됐나 봐요
빠져 버렸나 봐요
어쩌나 어떻게 해요 해요
첫사랑도 아닌 첫남자도 아닌데
난 마치 어린애처럼 들떠 있을까
아모 아모레미오 당신은 소나기처럼
갑자기 나타나 내 맘 적셔요
아모 아모레미오 당신은 몸살기처럼
갑자기 나타나 내 맘 떨게 떨게 해요",트로트
258,으라차차 내 인생,"앗 이게 누구야 이 아저씨 누구야
세월에 폭탄 맞은 이 사람은 누구야
겁없던 그 시절 당당했던 그 시절
거울 속에 저 사람 누구야
부족하면 부족한 데로
넘치면 넘치는 데로
버텨준 당신이 고마워
유턴 없는 인생살이 으라차차 사는 거지
순리대로 인연 따라 인생사 다 그런 거야
앗 이게 누구야 이 아줌마 누구야
세월에 변해버린 이 사람은 누구야
고왔던 그 시절 반짝이던 그 시절
거울 속에 저 사람 누구야
부족하면 부족한 데로
넘치면 넘치는 데로
버텨준 당신이 고마워
유턴 없는 인생살이 으라차차 사는 거지
순리대로 인연 따라 인생사 다 그런 거야
인생사 다 그런 거야",트로트
259,가지말아라,"외로이 남은 나무가
마치 내 모습 같아
내게로 와서 유일하게 남긴 건
그대가 내게 준 사랑뿐
가지 말아라 가지 말아라
바람아 불지 마라 불지 말아라
꺼져만 가는 내 사랑 지켜야 한다
그래야 내가 사는 길이다
마지막 보이는 그대의 눈물을 알아
남겨진 내 걱정보다는 너만 생각해
하늘이 그대를 잠시만 지켜준다면
내가 그대를 찾을게
이슬비 내리는 날 나를 떠나는
그대를 내 눈에 담을게
가지 말아라 가지 말아라
바람아 불지 마라 불지 말아라
꺼져만 가는 내 사랑 지켜야한다
그래야 내가 사는 길이다
마지막 보이는 눈물의 의미를 알아
고맙고 고마워 그래서 너무 미안해
마지막 숨소리 힘없는 그대 미소를
내가 잊을 순 없잖아
이슬비 내리는 날 나를 떠나는
그대를 내 눈에 담을게
이슬비 내리는 날 나를 떠나는
그대를 내 눈에 담을게",트로트
260,돌아가는 삼각지,"삼각지 로타리에
궂은 비는 오는데
잃어 버린 그 사랑을
아쉬워 하며
비에 젖어 한숨 짓는
외로운 사나이가
서글피 찾아왔다
울고 가는 삼각지

삼각지 로타리를
헤매 도는 이 발길
떠나 버린 그 사랑을
그리워 하며
눈물 젖어 불러 보는
외로운 사나이가
남 몰래 찾아왔다
돌아가는 삼각지",트로트
261,유리구두,"하루이틀 정들었나요 사랑한 세월이 그얼만데
떨어진구두 벗어버리듯 그리쉽게 갈수 있나요
너만은 결코 아니가리라 아니갈줄 몰랐는데
갈대는 바람앞에 흔들려(흔들려)
사랑은 누군가에 흔들려(흔들려) 유리구두 갈아신고
유리구두 갈아신고 툭툭 털고간 사람

스쳐가는 정이었나요 꿈같은 세월이 그얼만데
떨어진 구두 벗어버리듯 그리쉽게 갈수 있나요
너만은 끝내 사랑하리라 없는정도 만들었는데
갈대는 바람앞에 흔들려(흔들려)
사랑은 누군가에 흔들려(흔들려) 유리구두 갈아신고
유리구두 갈아신고
툭툭 털고 간사람",트로트
262,독도는 우리땅,"울릉도 동남쪽 뱃길따라 200리
외로운 섬하나 새들의 고향
그누가 아무리
자기네 땅이라고 우겨도
독도는 우리땅
경상북도 울릉군 도동산 63
동경 132 북위37
평균기온 12도 강수량은 1300
독도는 우리땅
오징어 꼴뚜기 대구 명태 거북이
연어알 물새알 해녀 대합실
17만 평방미터 우물하나 분화구
독도는 우리땅

지증왕 13년 섬나라 우산국
세종실록 지리지
50쪽에 세째줄
하와이는 미국땅
대마도는 일본땅
독도는 우리땅
러일전쟁직후에
임자없는 섬이라고
억지로 우기면 정말 곤란해
신라장군 이사부
지하에서 웃는다
독도는 우리땅
울릉도 동남쪽 뱃길따라 200리
외로운 섬하나 새들의 고향
그누가 아무리
자기네 땅이라고 우겨도
독도는 우리땅",트로트
263,잊혀진 여인,"긴 잠에서 깨어보니
세상이 온통 낯설고
아무도 내 이름을
불러주는 이 없어
나도 내가 아닌 듯해라
그 아름답던 기억들이
다 꿈이었던가
한마당 달군 그 불길이
정녕 꿈이었던가
누군가 말을 해다오
내가 왜 여기 서 있는지
그 화려한 사랑의 빛이
모두 어디로 갔는지
멀리 돌아보아도
내가 살아온 길은 없고
비틀거리는 걸음 앞에
길고 긴 내 그림자

누군가 말을 해다오
내가 왜 여기 서 있는지
그 화려한 사랑의 빛이
모두 어디로 갔는지
멀리 돌아보아도
내가 살아온 길은 없고
비틀거리는 걸음 앞에
길고 긴 내 그림자",트로트
264,잊으리,"1.그토록 사랑한 그 님을 보내고 어이해 나 홀로 외로워 하는가 생각하면 무얼해 만날 수 없는 님 차라리 손모아 행복을 빌리라 @이제는 모두 잊으리 그대와 나의 순간들 이제는 모두 잊으리 그 날의 행복 꿈이`라고 생각하면 무얼해 만날 수 없는 님 차라리 손모아 행복을 빌리라 ,,,,,,,,,,2. 이~~~라. (653)",트로트
265,오동잎,"오동잎 한잎 두잎 떨어지는 가을밤에
그 어디서 들려오나 귀뚜라미 우는 소리
고요하게 흐르는 밤의 적막을 어이해서 너만은
싫다고 울어대나 그 마음 서러우면 가을바람
따라서 너의 마음 멀리멀리 띄워 보내 주려무나

고요하게 흐르는 밤의 적막을 어이해서 너만은
싫다고 울어대나 그 마음 서러우면 가을바람
따라서 너의 마음 멀리멀리 띄워 보내 주려무나
띄워 보내 주려무나",트로트
266,가을비 우산속,"그리움이 눈처럼
쌓인 거리를
나혼자서 걸었네
미련때문에
흐르는 세월따라
잊혀진 그 얼굴이
왜 이다지 속눈썹에
또다시 떠오르나
정다웠던 그 눈길
목소리 어딜갔나
아픈 가슴 달래며
찾아 헤매이는
가을비 우산속에
이슬 맺힌다

잊어야지 언젠가는
세월 흐름 속에
나혼자서 잊어야지
잊어봐야지
슬픔도 그리움도
나혼자서 잊어야지
그러다가 언젠가는
잊어지겠지
정다웠던 그 눈길
목소리 어딜갔나
아픈 가슴 달래며
찾아 헤매이는
가을비 우산속에
이슬 맺힌다",트로트
267,파란낙엽,"1.
외로운 가슴에 파란낙엽이 스쳐갈 때
울고 싶도록 그리운 당신
물결도 잠든 어느 날에 호수가에서 맺은
사랑의 역사 허무해도
못잊어 애태우는 낙엽지는 내 마음
2.
허전한 가슴에 파란낙엽이 휘날릴 때
죽고 싶도록 보고픈 당신
별들이 고운 밤하늘을 바라보면서 맺은
사랑의 역사 흘러가니
슬픔만 쌓여가듯 낙엽지는 내 마음",트로트
268,말 못합니다,"말 못합니다 말 못합니다

말 못합니다
언제고 내게 다시 돌아오라고
나는 말 못합니다
돌아서려고 우시나요
떠나시려고 우시나요
당신에게 드렸던 마음
되돌려 주지 않아도 되요
당신이 좋아 사랑했고
죽는 날 까지 사랑해요
보내는 방법을 모를 뿐
우는거 신경쓰지마요
멀어도 아주 멀어도
당신 기다릴 수 있는데
한번도 기다려 달라고
말하지 않는 무정한 사람
사랑해도 사랑한다 말 못합니다
가시면 안된다고 말 못합니다
언제고 내게 다시 돌아오라고
나는 말 못합니다

멀어도 아주 멀어도
당신 기다릴 수 있는데
한번도 기다려 달라고
말하지 않는 무정한 사람
사랑해도 사랑한다 말 못합니다
가시면 안된다고 말 못합니다
언제고 내게 다시 돌아오라고
나는 말 못합니다
사랑해도 사랑한다 말 못합니다
가시면 안된다고 말 못합니다
언제고 내게 다시 돌아오라고
나는 말 못합니다
언제고 내게 다시 돌아오라고
나는 말 못합니다
나는 말 못합니다",트로트
269,유정 천리,"가련다 떠나련다
어린 아들 손을 잡고
감자 심고 수수 심는
두메산골 내 고향에
못 살아도 나는 좋아
외로워도 나는 좋아
눈물 어린 보따리에
황혼빛이 젖어드네
세상을 원망하랴
내 아내를 원망하랴
누이동생 혜숙이야
행복하게 살아다오
가도 가도 끝이 없는
인생길은 몇 굽이냐
유정천리 꽃이 피네
무정천리 눈이 오네",트로트
270,동동구루무,"동동구루무 한통만 사면
온동네가 곱던 어머니
지금은 잊혀진 추억의 로션
어머님의 동동구루무
바람이 문풍지에
울고가는 밤이면
내 언 손을 호 호 불면서
눈시울 적시며
서러웠던 어머니
아 아 동동구루무
동동구루무 아끼시다가
다못쓰고 가신 어머니
가난한 세월이 너무 서럽던
어머님의 동동구루무
달빛이 처마끝에
울고가는 밤이면
내 두뺨을 호 호 불면서
눈시울 적시며
울먹이던 어머니
아 아 동동구루무
바람이 문풍지에
울고가는 밤이면
내 언 손을 호 호 불면서
눈시울 적시며
서러웠던 어머니
아 아 동동구루무",트로트
271,주왕산,"찾아와서 보면 압니다
하늘이 빚은 신비를
경상북도 청송에 우뚝 서 있는
하늘 아래 멋있는 주왕산
계절마다 색다른 옷을 갈아입고
여러분을 기다리는 산
한 번 와 보면 잊지 못하고
여기 저기 자랑하는 산
시루봉과 학소대와 병풍바위가
여러분을 기다리는 주왕산
찾아와서 보면 압니다
하늘이 빚은 신비를
경상북도 청송에 우뚝 서 있는
하늘 아래 멋있는 주왕산
계절마다 색다른 옷을 갈아입고
여러분을 기다리는 산
한 번 와 보면 잊지 못하고
두 번 세 번 다시 찾는 산
용추폭포 절구폭포 용연폭포가
여러분을 기다리는 주왕산
주왕산으로 놀러 오세요",트로트
272,홍랑 (洪娘),"쓰라린 이별에 우는 맘
버들가지 꺾어 보내노라
진한 사랑 진한 정을
어이 두고 떠나 갔나요
백년이 흘러가도 천년이 가도
나는 그대 여자랍니다
객창에 피는 묏버들 보면
날인가 홍랑인가 여기소서
소리없이 울면서 지샌 밤
방울방울 띄워 보내노라
진한 사랑 진한 정을
어이 두고 떠나갔나요
백년이 흘러가도 천년이 가도
나는 그대 여자랍니다
객창에 우는 두견새 보면
날인가 홍랑인가 여기소서
객창에 우는 두견새 보면
날인가 홍랑인가 여기소서",트로트
273,청춘,"바람따라 내가산다
운명이란 이름앞에서
남자의 가슴이라 울지못하고
그세월에 아품을 묻었다
여기가 어디쯤이냐
돌아보면 보이지않고
인생길 열어놓고 반쯤이나
걸어 왔는데
후회한들 소용있을까
누가 나를 알아주리오
내 청춘은 어디있나요
바람따라 내가산다
운명이란 이름앞에서
남자의 가슴이라 울지못하고
그세월에 아품을 묻었다
여기가 어디쯤이냐
돌아보면 보이지않고
인생길 열어놓고 반쯤이나
걸어 왔는데
후회한들 소용있을까
누가 나를 알아주리오
내 청춘은 어디있나요
내 청춘의 끝은 어디요",트로트
274,좋아요,"좋아 좋아
좋아요 좋아 좋아요 좋아
나는 당신이 너무 좋아요
좋아요 따봉이예요 좋아요
내 마음이 심쿵해요 심쿵
그대가 내 곁으로 왔다니
동에서 번쩍 번쩍
서에서 번쩍 번쩍
어디서 나타난 거야
내 마음을 알아 줘요 그대
내가 그대 곁으로 갈게요
그래도 되요 오늘만큼은
당신의 여자 될래요
좋아요 좋아 좋아요 좋아
나는 당신이 너무 좋아요
난 너무 좋아요
한번 날 봐주세요 두 번 봐줘요
세 번은 안되나요
좋아요 좋아 좋아요 좋아
나는 당신이 너무 좋아요
좋아 좋아
내 짝이예요 내짝 나뿐이예요 나뿐
좋아요 따봉이예요 좋아요
내 마음이 심쿵해요 심쿵
그대가 내 곁으로 왔다니
동에서 번쩍 번쩍
서에서 번쩍 번쩍
어디서 나타난 거야
내 마음을 알아 줘요 그대
내가 그대 곁으로 갈게요
그래도 되요 오늘만큼은
당신의 여자 될래요
좋아요 좋아 좋아요 좋아
나는 당신이 너무 좋아요
난 너무 좋아요
한번 날 봐주세요 두 번 봐줘요
세 번은 안되나요
좋아요 좋아 좋아요 좋아
나는 당신이 너무 좋아요
좋아 좋아
내 짝이예요 내짝 나뿐이예요 나뿐
좋아요 따봉이예요 좋아요
좋아요 좋아 좋아요 좋아
나는 당신이 너무 좋아요
난 너무 좋아요
한번 날 봐주세요 두 번 봐줘요
세 번은 안되나요
좋아요 좋아 좋아요 좋아
나는 당신이 너무 좋아요
좋아 좋아
내 짝이예요 내짝 나뿐이예요 나뿐
좋아요 따봉이예요 좋아요
좋아요 정말 좋아요 좋아요",트로트
275,잡초,"아무도 찾지 않는 바람 부는 언덕에
이름 모를 잡초야
한 송이 꽃이라면
향기라도 있을 텐데
이것저것 아무것도 없는 잡초라네
발이라도 있으면은 님 찾아갈텐데
손이라도 있으면은 님 부를텐데
이것저것 아무것도 가진 게 없어
아무것도 가진 게 없네
아무도 찾지 않는
바람 부는 언덕에 이름 모를 잡초야
한 송이 꽃이라면
향기라도 있을 텐데
이것저것 아무것도 없는 잡초라네
아무도 찾지 않는 바람 부는 언덕에
이름 모를 잡초야
한 송이 꽃이라면
향기라도 있을 텐데
이것저것 아무것도 없는 잡초라네
발이라도 있으면은 님 찾아갈텐데
손이라도 있으면은 님 부를텐데
이것저것 아무것도 가진 게 없어
아무것도 가진 게 없네
아무도 찾지 않는 바람 부는 언덕에
이름 모를 잡초야
한 송이 꽃이라면
향기라도 있을 텐데
이것저것 아무것도 없는 잡초라네
이것저것 아무것도 없는 잡초라네
이것저것 아무것도 없는 잡초라네",트로트
276,이별노래,"떠나는 그대
조금만 더 늦게 떠나준다면
그대 떠난 뒤에도
내 그대를 사랑하기에
아직 늦지 않으리
그대 떠나는 곳
내 먼저 떠나가서
그대에 뒷모습에 깔리는
노을이 되리니
옷 깃을 여미고 어둠속에서
사람의 집들이 어두워지면
나 그대위해
노래하는 별이 되리니
난 그대
조금만 더 늦게 떠나준다면
그대 떠난 뒤에도
내 그대를 사랑하기에
아직 늦지 않으리
그대 떠나는 곳
내 먼저 떠나가서
그대에 뒷모습에 깔리는
노을이 되리니
옷 깃을 여미고 어둠속에서
사람의 집들이 어두워지면
나 그대 위해
노래하는 별이 되리니
난 그대
조금만 더 늦게 떠나준다면
그대 떠난 뒤에도
내 그대를 사랑하기에
아직 늦지 않으리",트로트
277,아버지,"잊지마오 잊지마오
나를 잊지마오
아버지 아버지
뜨거운 그 이름
눈물의 흔적을
청춘의 그 길을
하염없이 눈물로
부르는 아리랑
돌아가리 돌아가리
내 고향 땅으로
마중 나온 홀 어머니
울고 가는 성황당길
진달래 살구꽃
피고 또 지건만
저 하늘에 새가 되어
날아 가련다
아 그 이름
우리 아버지
돌아가리 돌아가리
내 고향 땅으로
마중 나온 홀 어머니
울고가는 성황당길
진달래 살구꽃
피고 또 지건만
저 하늘에 새가 되어
날아 가련다
아 그 이름
우리 아버지
아버지 아버지
우리 아버지",트로트
278,너무합니다,"마지막 한마디 그말은
나를 사랑한다고
돌아올 당신은 아니지만
진실을 말해줘요
떠날땐 말없이 떠나가세요
나를 울리지 말아요
너무합니다 너무합니다
당신은 너무합니다
조용히 두눈을 감고서
당신을 그려봅니다
너무나 많았던 추억들은
잊을 수가 없어요
떠나간 당신은 야속하지만
후회하지 않아요
너무합니다 너무합니다
당신은 너무 합니다",트로트
279,그대여 변치 마오,"오 그대여 변치마오
오 그대여 변치마오
불타는 이마음을 믿어주세요
말못하는 이 마음을 알아주세요
그 누가 이세상을 다준다 해도
당신이 없으면
나는 나는 못살아
수많은 세월이 흐른다해도
당신만을 당신만을 기다리며
살아갈테야
오 그대여 변치마오
오 그대여 변치마오
불타는 이마음을 믿어주세요
말못하는 이 마음을 알아주세요
그 누가 이세상을 다준다 해도
당신이 없으면
나는 나는 못살아
수많은 세월이 흐른다해도
당신만을 당신만을 기다리며
살아갈테야
살아갈테야
살아갈테야",트로트
280,Tears,"아무 일도 내겐 없는 거야
처음부터 우린 모른 거야
워 넌 그렇게
날 보내 줄 수는 없겠니
이제라도 나를 잊어야해
그런 모습 쉽진 않겠지만
아직 날 기다리는
너를 알아 마음이 아파
차라리 나를 미워해
이제 그만 내게 미련 보이지마
두번 다시 넌 나를 찾지마
나로 인해 아파할 테니까
잔인한 여자라 나를 욕하지마
잠시 너를 위해 이별을 택한거야
잊지는마 내 사랑을
너는 내 안에 있어
길진 않을 거야
슬픔이 가기까지 영원히
차라리 나를 미워해
이제 그만 내게 미련 보이지마
두번 다시 넌 나를 찾지마
나로 인해 아파할 테니까
가져가 내게서 눈먼 너의 사랑을
모든 게 집착인걸
너도 알고 있잖아
지독했던 사랑 따윈 모두 지워버려줘
길진 않을 거야
마지막 순간까지 사랑해",트로트
281,날 닮은 너,"날 닮은 너를 부족한 너를
그저 바라보기엔 후회로 물든
내 지난날이 너무 많이 다쳤어
나의 과거와 너의 지금과
너무도 같기에 두려워 겁이나
내게 마지막이어야 할 사람
너의 방황을 돌릴 수 있게
날 이렇게 뿌리친대도
너의 손을 놓진 않을거야
잠시도 너는 불안한 모습
감출수가 없었니 음
내가 아녀도 지친 니 맘을
위로 받을수 있니
나의 과거와 너의 지금과
너무도 같기에 두려워 겁이나
내게 마지막이어야 할 사람
너의 방황을 돌릴 수 있게
날 이렇게 뿌리친대도
너의 손을 놓진 않을거야
나 역시 너 같았어
너처럼 어두웠어 니가 지내온
또 다른 시간도 더 있을 고통도
난 감당할거야 워
마지막이어야 할사람
너의 미래를 지킬 수 있게
날 이렇게 뿌리친대도
너의 손을 놓진 않을거야
마지막이어야 할 사람
너의 미래를 지킬수 있게
날 이렇게 뿌리친대도
너의 손을 놓진 않을거야
너의 손을 놓진 않을거야",트로트
282,낙엽은 지는데,"마른잎 굴러
바람에 흩날릴 때
생각나는 그 사람
오늘도 기다리네
왜 이다지 그리워하면서
왜 이렇게 잊어야 하나
낙엽이 지면 다시 온다던 당신
어이해서 못 오나
낙엽은 지는데
지금도 서로서로
사랑하면서
왜 이렇게 헤어져야 하나
낙엽이 지면 그리워지는 당신
만날수가 없구나 낙엽은 지는데",트로트
283,오빠 아직 살아있다,"오빠 아직 살아있다
나 아직 살아있어
은빛 정열의 사나이
오빠 아직 살아있다
나 아직 살아있어
은빛 정열의 사나이
오빠 아직 살아있다
가슴이 불타는
은빛 정열의 사나이
숨이 차 못 뛰는게 아니야
여유가 있어 그래
세상에 맞서는 법도 알거든
밤거리 찬란한 불빛이 외면한다 해도
내 인생 내 청춘 지금부터 시작이야
그래
오빠 아직 살아있다
나 아직 살아있어
은빛 정열의 사나이
오빠 아직 살아있다
가슴이 불타는
은빛 정열의 사나이
사랑이 식은 것이 아냐
심장은 아직 쿵쾅
영원한 내 사랑 오직 너인 걸
저 하늘 불타는 태양이
꺼져 버린다 해도
내 사랑 내 여인 영원토록 지켜줄게
그래
오빠 아직 살아있다
나 아직 살아있어
은빛 정열의 사나이
널 향한 심장은 아직도 터질 듯 뛰는데
세월을 비켜 간 내 청춘
이제부터 시작이야
그래
오빠 아직 살아있다
나 아직 살아있어
은빛 정열의 사나이
오빠 아직 살아있다
가슴이 불타는
은빛 정열의 사나이
오빠 아직 살아있다
나 아직 살아있어
은빛 정열의 사나이
오빠 아직 살아있다
가슴이 불타는
은빛 정열의 사나이",트로트
