,제목,가사,장르
274,허공,"꿈이었다고 생각하기엔
너무나도 아쉬움 남아
가슴태우며 기다리기엔
너무나도 멀어진 그대
사랑했던 마음도
미워했던 마음도
허공속에 묻어야만 될
슬픈 옛 이야기
스쳐버린 그 날들
잊어야할 그 날들
허공속에 묻힐 그날들
잊는다고 생각하기엔
너무나도 미련이 남아
돌아선 마음 달래보기엔
너무나도 멀어진 그대
설레이던 마음도
기다리던 마음도
허공속에 묻어야만 될
슬픈 옛이야기
스쳐버린 그 약속
잊어야할 그 약속
허공속에 묻힐 그 약속",트로트
275,금지된 사랑,"금지된 사랑을 알면서
늪에 빠진 여자예요
너무나 달콤해 두려운줄 몰랐죠
그댈 사랑한 것도 죄가 되나요
사랑이 죄라면 아픈벌
얼마든지 받을게요
아프고 아려도 멈출수가 없어요
그댈 가슴이 먼저 품고 있네요
그리움의 날개를 펴서 품고 살았죠
무거워 날아갈수 없었어요
사랑이란 다 그런거죠 늘 아픈거죠
보고 싶어요 보고 싶어요 내사랑
고운정 미운정 다들여 놓고간 사람
고운정 미운정 가슴에 남겨진 사람
고운정 미운정 되돌아 갈수 없나요
사랑해요 미안해요 책임 지세요
세월가면 사람도 가고 변해 가지만
추억은 항상 눈물속에 있죠
나뭇잎은 왜 떨어지고 또 흙이될까
나를 닮았나 내가 닮았나 내사랑
고운정 미운정 다들여 놓고간 사람
고운정 미운정 가슴에 남겨진 사람
고운정 미운정 되돌아 갈수 없나요
사랑해요 미안해요 책임 지세요
고운정 미운정 한켠에 여백도 없이
고운정 미운정 가슴에 남겨진 사람
아련한 그리움 되돌아 갈수 없나요
사랑해요 미안해요 책임 지세요
내인생에 화려했던 어느 멋진날",트로트
276,목포의 눈물,"사공의 뱃노래
가물거리면
삼학도 파도깊이
스며드는데
부두의 새악씨
아롱 젖은 옷자락
이별의 눈물이냐
목포의 설움
삼백년 원안풍은
노적봉 밑에
님 자취 완연하다
애달픈 정조
유달산 바람도
영산강을 안으니
님 그려 우는 마음
목포의 사랑",트로트
277,찍어,"내마음을 뺏어간 그대
나의 사랑 모두 가져간 그대
무뚝뚝해도 매력적이야
끌리네 더 끌리네
사랑이란 얄미운 장난
열번 찍어봐도 안되면
백번 천번더 다가가 볼래
마지막인 것처럼
아 이세상에 못할게 뭐야
금도끼로 찍어 은도끼로 찍어
내사전에 포기는 없어 오
난 될 때까지 찍어
난 될 때까지 찍어
인생이란 길고 긴 여행
앞이 막막하고 한숨이 날때
내일 걱정은 내일해도돼
오늘을 더 즐겨봐
남들은 잘나가보여도
걱정없는 사람 없단다
단한번 사는 인생이잖아
마음이 가는 대로해
아 이세상에 못할게 뭐야
금도끼로 찍어 은도끼로 찍어
내사전에 포기는 없어 오
난 될 때까지 찍어
난 될 때까지 찍어
사랑도 인생도 내가 만들어 갈래
후회없도록 미련없도록
하나뿐인 내인생
아름다운 내사랑
반짝이는 내 인생이여
금도끼로 찍어 은도끼로 찍어
내사전에 포기는 없어 오
난 될 때까지 찍어
난 될 때까지 찍어",트로트
278,이별의 부산 정거장,"보슬비가 소리도 없이
이별 슬픈 부산 정거장
잘 가세요 잘 있어요
눈물의 기적이 운다
한 많은 피난살이 설움도 많아
그래도 잊지 못할 판잣집이여
경상도 사투리의
아가씨가 슬피 우네
이별의 부산 정거장
서울 가는 십이 열차에
기대앉은 젊은 나그네
시름없이 내다보는
창밖의 등불이 존다
쓰라린 피난살이 지나고 보니
그래도 끊지 못할 순정 때문에
기적도 목이 메어
소리 높이 우는구나
이별의 부산 정거장
경상도 사투리의
아가씨가 슬피 우네
이별의 부산 정거장
이별의 부산 정거장",트로트
279,월량대표아적심 (기다리는 마음),"내 마음이죠 다 내꺼죠
그대만 몰라요
내 가슴속에 애타는 이 마음
그댄 모르잖아요
참 나빠요 못됐어요
왜 모른 체 해요
옆에 있는 날 한번 봐줘요
여기 서 있을게요
바람타고 멀리
벚꽃향기 스칠 때
내게로 와줘요
내 손 잡아주세요
바람 속에 그대 향기
내 마음을 적실 때
나의 눈물이 말해주네요
그댈 기다리는 마음
바람타고 멀리
벚꽃향기 스칠 때
내게로 와줘요
내 손 잡아주세요
바람 속에 그대 향기
내 마음을 적실 때
나의 눈물이 말해주네요
그댈 기다리는 마음
나의 눈물이 말해주네요
그댈 기다리는 마음",트로트
280,목로주점,"멋드러진 친구 내 오랜 친구야
언제라도 그곳에서 껄껄껄 웃던
멋드러진 친구 내 오랜 친구야
언제라도 그곳으로 찾아오라던
이왕이면 더 큰 잔에 술을 따르고
이왕이면 마주 앉아
마시자 그랬지
그래 그렇게 마주 앉아서
그래 그렇게 부딪쳐 보자
가장 멋진 목소리로 기원하려 마
가장 멋진 웃음으로 화답해 줄게
오늘도 목로주점 흙바람 벽엔
삼십 촉 백열등이 그네를 탄다
월말이면 월급타서 로프를 사고
연말이면 적금타서 낙타를 사자
그래 그렇게 산에 오르고
그래 그렇게 사막에 가자
가장 멋진 내 친구야 빠뜨리지 마
한 다스의 연필과 노트 한 권도
오늘도 목로주점 흙바람 벽엔
삼십 촉 백열등이 그네를 탄다",트로트
281,사랑,"이 세상에 하나밖에
둘도 없는 내 여인아
보고 또 보고 또 쳐다 봐도
싫지 않는 내 사랑아
비 내리는 여름날엔
내 가슴은 우산이 되고
눈 내리는 겨울날엔
내 가슴은 불이 되리라
온 세상을 다 준다해도
바꿀 수 없는 내 여인아
잠시라도 떨어져선
못살것 같은 내 사람아
행여 당신 외로울땐
내가 당신 친구가 되고
행여 당신 우울할땐
내가 당신 웃음 주리라
이 세상에 하나밖에
둘도 없는 내 여인아
보고 또 보고 또 쳐다 봐도
싫지 않는 내 사람아",트로트
282,자네! (8자는 뒤집어도 8자),"사랑이 떠나거든 그냥 두시게
마음이 떠나면 몸도 가야하네
누가 울거든 그냥 두시게
실컷 울고 나면 후련 해질거야
아 살다가보면 하나씩 잊혀지다가
아 살다가보면 까맣게 잊어버리지
지나간 사랑은 지워버리게
그래야 또 다른 사랑을 만나지
자네는 아직도 이별이 아픈가
망각은 신이 주신 최고의 선물이지
사랑을 묻거들랑 말해주시게
후회 하더라도 한번 해보라고
이별을 묻거들랑 거짓말하시게
아프긴 하여도 참을만 하다고
아 살다가보면 세상을 원망도 하고
아 살다가보면 세상을 고마워하지
지나간 상처는 잊어버리게
그래야 또 다른 행복을 맛보지
자네는 아직도 가끔씩 우는가
눈물은 아픔씻는 최고의 샘물이지
아 살다가보면 운명은 어쩔 수 없지
아 살다가보면 인연은 따로 있다네
노을이 진다고 슬퍼마시게
그래야 또 다른 내일이 온다네
자네는 아는가 진정 아는가
팔자는 뒤집어도 팔자인 것을",트로트
283,이 오빠 뭐야,"이 오빠 뭐야 이 오빠 뭐야
무턱대고 다가와 작업 걸지 마
이 오빠 뭐야 이 오빠 뭐야
처음 본 나에게 훅 가버렸네
아까부터 따라오는 저 오빠
왜 자꾸 따라오는 거야
두근두근 울렁대게
자꾸만 내게 다가오는 거야
안돼 안돼 안돼 이러면 안 되는데
조금만 더 다가오면 소리친다 소리쳐
이 오빠 뭐야 이 오빠 뭐야
무턱대고 다가와 작업 걸지 마
이 오빠 뭐야 이 오빠 뭐야
처음 본 나에게 훅 가버렸네
매일매일 우연인 척
나에게 다가오는 이 오빠 뭐야
오늘만은 내가 생각난다
몰라 몰라 나도 몰라
안돼 안돼 안돼 이러면 안 되는데
조금만 더 다가오면 소리친다 소리쳐
이 오빠 뭐야 이 오빠 뭐야
무턱대고 다가와 작업 걸지 마
이 오빠 뭐야 이 오빠 뭐야
처음 본 나에게 훅 가버렸네
안돼 안돼 안돼 이러면 안 되는데
한번 만 더 다가오면
넘어간다 넘어가
이 오빠 뭐야 이 오빠 뭐야
무턱대고 다가와 작업 걸지 마
이 오빠 뭐야 이 오빠 뭐야
처음 본 나에게 훅 가버렸네
이 오빠 뭐야 이 오빠 뭐야
무턱대고 다가와 작업 걸지 마
이 오빠 뭐야 이 오빠 뭐야
처음 본 나에게 훅 훅 훅 훅 훅
훅 훅 가버렸네
이 오빠 뭐야",트로트
284,꿈(夢),"에헤라디야
에헤라디야 에헤라디야 에헤라디야
에헤라디야 에헤라디야 에헤라디야
에헤라디야
보고싶은 나의 님은 언제 오려나
내님의 사랑 사이에 거리를 두고
보고픈 내님 언제 쯤이면 보이려나
서글퍼 울고 불고 내님도 울고
희망 찾아서 가련다
그댈 위해 웃으련다
에헤라 디야 에헤라 디야
에헤라 디야 에헤라 디야 아
또 다시 꿈만 같은 세상을 기다리니
이놈의 썩을놈아 썩 사라지겠느냐
아이고 아이고 아이고
에헤라 디야 에헤라 디야
아이고 아이고 아이고
에헤라 디야 에헤라 디야
이풍진 세상살이 내님과 웃으련다
사랑한 나의 그대 이제 웃어요
바람이 차게 불어도 서로를 안고
불안한 님은 언제쯤이면 웃으려나
서글퍼 울고 불고 내님도 울고
희망 찾아서 가련다
그댈 위해 웃으련다
에헤라 디야 에헤라 디야
에헤라 디야 에헤라 디야 아
또 다시 꿈만 같은 세상을 기다리니
이놈의 썩을놈아 썩 사라지겠느냐
에헤라 디야 에헤라 디야
에헤라 디야 에헤라 디야
에헤라 디야 에헤라 디야
에헤라 디야 에헤라 디야 아
또 다시 꿈만 같은 세상을 기다리니
이놈의 썩을놈아 썩 사라지겠느냐
아이고 아이고 아이고
에헤라디야 에헤라디야
아이고 아이고 아이고
에헤라디야 에헤라디야
이풍진 세상살이 내님과 웃으련다",트로트
285,만개 (Prod. 신지후),"나는 혼자서 피울 수 없어
발이 묶여진 채로
기약도 없는 하늘을 보며
매일 하루를 살아가
언젠가 피어나기 위해
좀 더 비쳐줘 더 내려줘
하루 빨리 나는 사랑받고 싶다
피어나면 금방 시들고
못난 모습인 채로
다시 죽어간다해도
난 후회가 없으리오
만개하라 흩날려라 흩어져라
나는 오늘도 피울 수 없는
나를 끌어안고서
차가웠었던 어둠 끝에서
너의 온기를 찾아가
언젠가 피어나기 위해
좀 더 비쳐줘 더 내려줘
하루 빨리 나는 사랑받고 싶다
피어나면 금방 시들고
못난 모습인 채로
다시 죽어간다해도
난 후회가 없으리오
시들어 가는 그 날 원망하지 않을 테니
날 피워도 돼 사랑해줘
하루 빨리 나는 사랑받고 싶다
너를 만나 내가 물들고
화려하게 핀 채로
멀리 날아간다 해도
난 후회가 없으리오
만개하라 흩날려라 흩어져가는구나",트로트
286,눈물비 (정동원 Ver.),"눈물비 주루루 내리면
내겐 우산 같던 한 사람
세상 아픔들을 대신 맞아주고
나를 지켜주던 한 사람
미안해요 미안해요
사랑해요 사랑해요
비 개인 하늘은 저리 맑은데
마음에 빗물은 그치지 않아
미안한 마음은 먹물이 되어
가슴에 번져가네요
오오 못해준 기억이 많아
너무 멀리 가버린 사람
눈물비 주루루 내리면
내겐 우산 같던 한 사람
세상 아픔들을 대신 맞아주고
나를 지켜주던 한 사람
미안해요 미안해요
사랑해요 사랑해요
오오 못해준 기억이 많아
너무 멀리 가버린 사람
눈물비 주루루 내리면
내겐 우산 같던 한 사람
세상 아픔들을 대신 맞아주고
나를 지켜주던 한 사람
미안해요 미안해요
사랑해요 사랑해요",트로트
287,부기맨,"끝내주네요 젠틀하네요
당신은 끝내주네요
보지말아요 자꾸보나요
설레게 빤히 보지말아요
흔들흔들해 맘이 흔들해
두근거리게 하는 이사람
당신은 대박이예요
너무 좋아요
부끄러워요 너무
부끄러워요 난 몰라요
당신만을
당신만을 기다려요
부기부기부기맨
나를 사랑한다해요
이렇게 일년이가고
십년이가도 나는 기다려요
부기부기부기맨
나를 원한다고 말해요
이렇게 애타게하면
애타게하면
아이야이야이야이야
맘에 없는척 하지말아요
모른척 하지말아요
고민 말아요 용기를 내요
고민고민 하지말아요
오고 있어요 오고 있어요
당신이 오고 있어요
기분이 대박이예요
너무좋아요
부끄러워요 너무
부끄러워요 난 몰라요
당신만을
당신만을 기다려요
부기부기부기맨
나를 사랑한다해요
이렇게 일년이가고
십년이가도
나는 기다려요
부기부기부기맨
나를 원한다고 말해요
이렇게 애타게하면
애타게하면
아이야이야이야이야
부기부기부기맨
나를 원한다고 말해요
이렇게 애타게하면
애타게하면 애타게하면
아이야이야이야이야
부기부기부기맨",트로트
288,비바 라 비다,"매일 똑같은 하루하루
의미 없이 또 지나가네요
내일 또 후회하긴 싫어
그래 행복이 별거겠어
야 이 야이야 날 따라와요
야 이 야이야
손끝에 스치는 이 바람
정말 세상을 다 가진 기분
눈부신 태양보다 뜨겁게
그깟 눈물 저 멀리
bye bye bye bye
빛나는 별빛보다 환하게
반짝이는 내 인생 viva la vida
오늘은 이만 좀 쉴게요
그냥 신나게 즐겨볼래요
누가 뭐라 해도 안 들려
그래 행복이 별거겠어
야 이 야이야 날 따라와요
야 이 야이야
코끝에 스치는 이 바람
정말 세상을 다 가진 기분
눈부신 태양보다 뜨겁게
그깟 눈물 저 멀리
bye bye bye bye
빛나는 별빛보다 환하게
반짝이는 내 인생 viva la vida
오늘만 살 것처럼 즐겨봐
괜한 걱정 저 멀리
bye bye bye bye
마지막인 것처럼 사랑해
아름다운 내 인생 viva la vida
눈부신 태양보다
빛나는 별빛보다
아름다운 내 인생",트로트
289,보라빛 엽서,"보라빛 옆서에 실려온 향기는
당신에 눈물인가 이별에 마음인가
한숨속에 묻힌 사연 지워 보려 해도
떠나 버린 당신 마음 붙잡을 수 없네

오늘도 가버린 당신에 생각에
눈물로 써내려간 얼룩진 일기장엔
다시 못 올 그대 모습 기다리는 사연

오늘도 가버린 당신에 생각에
눈물로 써내려간 얼룩진 일기장엔
다시 못 올 그대 모습 기다리는 사연
다시 못 올 그대 모습 기다리는 사연",트로트
290,나쁜남자,"여기가 끝인가 봐요
추억이 남아있는데
당신과나 사랑한건
하늘도 땅도 알아요
당신을 다시 한번
안고 싶지만
한 번더 안아 달라
그 눈으로 말하지만
더 이상은 아니란걸
당신도 나도 알잖아
뜨거운 그 눈물 마르거든
잊어요 나쁜 이 남자
이것이 정인가봐요
가슴이 무너지는데
당신과나 어쩌자고
그 약속 잊었던가요
당신을 다시 한번
안고 싶지만
한 번더 안아 달라
그 눈으로 말하지만
더 이상은 아니란걸
당신도 나도 알잖아
뜨거운 그 눈물 마르거든
잊어요 나쁜 이 남자",트로트
291,사모곡,"앞산 노을 질때까지
호미자루 벗을 삼아
화전밭 일구시고 흙에 살던 어머니
땀에 찌든 삼베 적삼
기워 입고 살으시다
소쩍새 울음 따라 하늘 가신 어머님
그 모습 그리워서
이 한밤을 지샙니다
무명 치마 졸라 매고
새벽 이슬 맞으시며
한평생 모진 가난 참아 내신 어머니
자나 깨나 자식 위해
신령님전 빌고 빌며
학처럼 선녀처럼 살다가신 어머님
이제는 눈물 말고
그 무엇을 바치리까
자나 깨나 자식 위해
신령님전 빌고 빌며
학처럼 선녀처럼 살다가신 어머님
이제는 눈물 말고
그 무엇을 바치리까
이제는 눈물 말고
그 무엇을 바치리까
무엇을 바치리까",트로트
292,짜라자짜 (Feat. 다비치),"사랑이 좋아 보여서
그대가 좋아 보여서
그렇게 시작한
이제는 끝이난
눈물만 남은 내 사랑
좋은 사람 편한 사람
나만을 사랑해준 그 사람
아니죠 이제는 아니죠
모질게 변한 그 사람
사랑해서 정말 미안합니다
못잊어서 정말 죄송합니다
이제 그대 흔적을 지우렵니다
한때 나의 전부를
사랑이 정말 싫어서
그런거 이제 안해요
이렇게 말해도 다시 또 찾겠죠
그대와 닮은 사람을
좋은 사람 좋은 여자 되려면
아직 부족했나요
그래요 내가 좀 그래요
그래서 그댈 보냈죠
사랑해서 정말 미안합니다
못잊어서 정말 죄송합니다
이제 그대 흔적을 지우렵니다
한 때 나의 전부를

사랑만 남겨놓고 이별만 남겨놓고
그럼 난 어떡하나요

속절없이 사랑했나 봅니다
나란 여자 미련했나 봅니다
이젠 그대 뒤에서 바라봅니다
눈물로 바라봅니다
사랑해서 정말 미안합니다
못잊어서 정말 죄송합니다
이제 그대 흔적을 지우렵니다
한때 나의 전부를
모두 다 지우렵니다
깨끗히 잊겠습니다",트로트
293,단발머리,"그 언젠가 나를 위해
꽃다발을 전해주던 그 소녀
오늘따라 왜 이렇게
그 소녀가 보고싶을까
비에 젖은 풀잎처럼
단발머리 곱게 빗은 그소녀
반짝이는 눈망울이
내 마음에 되살아 나네
내마음 외로워질때면
그날을 생각하고
그날이 그리워질때면
꿈길을 헤매는데
못잊을 그리움 남기고
그소녀 데려간
세월이 미워라
그 언젠가 나를 위해
꽃다발을 전해주던 그 소녀
오늘따라 왜 이렇게
그 소녀가 보고싶을까
비에 젖은 풀잎처럼
단발머리 곱게 빗은 그소녀
반짝이는 눈망울이
내 마음에 되살아 나네
내마음 외로워질때면
그날을 생각하고
그날이 그리워질때면
꿈길을 헤매는데
못잊을 그리움 남기고
그소녀 데려간
세월이 미워라
그 언젠가 나를 위해
꽃다발을 전해주던 그 소녀
오늘따라 왜 이렇게
그 소녀가 보고싶을까
비에 젖은 풀잎처럼
단발머리 곱게 빗은 그소녀
반짝이는 눈망울이
내 마음에 되살아 나네
그 언젠가 나를 위해
꽃다발을 전해주던 그 소녀",트로트
294,사랑의 아픔 딛고,"어느 날 갑자기 운명처럼 만난 그대
사랑의 아픔을 딛고 다시 일어나
나를 바라보아요 나를 바라보아요
당신의 힘이 되어 줄게요
나를 바라보아요 나를 바라보아요
사랑의 버팀목 되어 줄게요
그러니 다시 한번 나를 보아요
당신 곁에 내가 있어요
그러니 다시 한번 나를 보아요
사랑의 아픔 딛고
어느 날 갑자기 운명처럼 만난 그대
사랑의 아픔을 딛고 다시 일어나
나를 바라보아요 나를 바라보아요
당신의 힘이 되어 줄게요
나를 바라보아요 나를 바라보아요
사랑의 버팀목 되어 줄게요
그러니 다시 한번 나를 보아요
당신 곁에 내가 있어요
그러니 다시 한번 나를 보아요
사랑의 아픔 딛고
사랑의 아픔 딛고",트로트
295,인생,"운명이 나를 안고 살았나
내가 운명을 안고 살았나
구비구비 살아온 자욱마다
가시밭길 살아온 내 인생
다시 가라하면 나는 못가네
마디마디 서러워서 나는 못가네
지는 해에 실려버린 내- 사랑아
바람처럼 사라져 간 내 인생아
아- 사랑이여 눈물이여
묻어버린 내 청춘이여 허
사랑은 다시 오라 나를 부르고
인생은 눈물되어 나를 떠-미네
다시 가라하면 나는 못가네
마디마디 서러워서 나는 못가네
지는 해에 실려버린 내- 사랑아
바람처럼 사라져 간 내 인생아
아- 사랑이여 눈물이여
묻어버린 내 청춘이여 어머니
사랑은 다시 오라 나를 부르고
인생은 눈물되어 나를 떠-미네",트로트
296,바람의 노래,"살면서 듣게 될까
언젠가는 바람의 노래를
세월 가면 그때는 알게 될까
꽃이 지는 이유를
나를 떠난 사람들과
만나게 될 또 다른 사람들
스쳐가는 인연과 그리움은
어느 곳으로 가는가
나의 작은 지혜로는 알 수가 없네
내가 아는 건 살아가는 방법뿐이야
보다 많은 실패와 고뇌의 시간이
비켜갈 수 없다는 걸 우린 깨달았네
이제 그 해답이 사랑이라면
나는 이 세상
모든 것들을 사랑하겠네
나를 떠난 사람들과
만나게 될 또 다른 사람들
스쳐 가는 인연과 그리움은
어느 곳으로 가는가
나의 작은 지혜로는 알 수가 없네
내가 아는 건 살아가는 방법뿐이야
보다 많은 실패와 고뇌의 시간이
비켜갈 수 없다는 걸 우린 깨달았네
이제 그 해답이 사랑이라면
나는 이 세상
모든 것들을 사랑하겠네
보다 많은 실패와 고뇌의 시간이
보다 많은 실패와 고뇌의 시간이
비켜갈 수 없다는 걸 우린 깨달았네
이제 그 해답이 사랑이라면
나는 이 세상
모든 것들을 사랑하겠네
나는 이 세상
모든 것들을 사랑하겠네
나는 이 세상
모든 것들을 사랑하겠네",트로트
297,너나 나나,"너나 나나 나나 너나 똑같은 인생
나나 너나 너나 나나 똑같은 세상
지지고 볶고 살아보아도
너나 나나 거기서 거기
니꺼냐 내꺼냐 따져보아도
너나 나나 거기서 거기
바람처럼 살아가다
바람처럼 사라지리라
낮은 곳에 내려놓고
웃으며 살아보자
너나 나나 나나 너나 똑같은 인생
나나 너나 너나 나나 똑같은 세상
너나 나나 나나 너나 수많은 사연
나나 너나 너나 나나 수많은 눈물
지지고 볶고 살아보아도
너나 나나 거기서 거기
니꺼냐 내꺼냐 따져보아도
너나 나나 거기서 거기
먼지처럼 살아가다
먼지처럼 사라지리라
낮은 곳에 내려놓고
웃으며 살아보자
너나 나나 나나 너나 수많은 사연
나나 너나 너나 나나 수많은 눈물
너나 나나 나나 너나 똑같은 인생
나나 너나 너나 나나 똑같은 세상
똑같은 세상",트로트
298,킬리만자로의 표범,"먹이를 찾아
산 기슭을 어슬렁 거리는
하이에나를 본일이 있는가
짐승의 썩은 고기만을
찾아 다니는
산 기슭에 하이에나
나는 하이에나가 아니라
표범이고 싶다
산장 높이 올라가
굶어서 얼어죽는
눈덮힌 킬리만자로의
그 표범이고 싶다
자고나면 위대해지고
자고나면 초라해지는
나는 지금
지구의 어두운 모퉁이에서
잠시 쉬고 있다
야망에 찬 도시의 그 불빛
어디에도 나는 없다
이 큰 도시의 복판에
이렇듯 철저히
혼자 버려진들
무슨 상관이랴
나보다 더 불행하게 살다간
고호란 사나이도 있었는데
바람처럼 왔다가
이슬처럼 갈순 없잖아
내가 산 흔적일랑 남겨둬야지
한줄기 연기처럼
가뭇없이 사라져도
빛나는 불꽃으로 타올라야지
묻지마라 왜냐고
왜 그렇게 높은 곳까지
오르려 애쓰는지
묻지를 마라
고독한 남자의
불타는 영혼을
아는 이 없으면 또 어떠리
살아가는 일이
허전하고 등이 시릴때에
그것을 위안해줄
아무 것도 없는
보잘것 없는 세상을
그런 세상을 새삼스레
아름답게 보이게 하는건
사랑때문인가
사랑이 사람을
얼마나 고독하게 만드는지
모르고 하는 소리지
사랑만큼 고독해 진다는걸
모르고하는 소리지
너는 귀뚜라미를
사랑한다고 했다
나도 귀뚜라미를 사랑한다
너는 라일락을 사랑한다고 했다
나도 라일락을 사랑한다
너는 밤을 사랑한다고 했다
나도 밤을 사랑한다
그리고 또 나는 사랑한다
화려하면서도 쓸쓸하고
가득찬 것 같으면서도
텅비어 있는
내 청춘의 건배
사랑이 외로운건
운명을 걸기 때문이지
모든 것을 거니까 외로운거야
사랑도 이상도
모두를 요구하는 것
모두를 건다는 건 외로운거야
사랑이란 이별이
보이는 가슴 아픈 정열
정열의 마지막엔 무엇이 있나
모두를 잃어도
사랑은 후회않는 것
그래야 사랑했다 할 수 있겠지
아무리 깊은 밤일지라도
한가닥 불빛으로 나는 남으리
메마르고 타버린 땅일지라도
한줄기 맑은 물사이로
나는 남으리
거센 폭풍우 초목을 휩쓸어도
꺽이지 않는 한그루 나무되리
내가 지금 이 세상을
살고 있는 것은
이십 일세기가 간절히
나를 원했기 때문이야
구름인가 눈인가
저 높은 곳 킬리만자로
오늘도 나는 가리 베낭을 메고
산에서 만나는 고독과 악수하며
그대로 산이 된들 또 어떠리",트로트
299,잃어버린 우산,"안개비가 하얗게
내리던 밤
그대 사는 작은 성으로
나를 이끌던 날부터
그대 내겐 단하나
우산이 되었지만
지금 비 속으로 걸어가는
나는 우산이 없어요
이젠
지난버린 이야기들이
내겐 꿈결같지만
햐얀 종이위에 그릴 수 있는
작은 사랑이어라

잊혀져간 그날에
기억들은
지금 빗 속으로 걸어가는
내겐 우산이 되리라

이젠
지나버린 이야기들이
내겐 꿈결같지만
하얀 종이위에 그릴 수 있는
작은 사랑이어라
잊혀져간 그날에
기억들은
지금 빗속으로 걸어가는
내겐 우산이 되리라",트로트
300,오라,"가라가라가라 휘익 가라
새로운 내 님 찾아서
산을 넘고 바다를 건너
오라 오라 오라 오라 사랑아 오라
돌고 돌아 가는 인생
내 님아 별거 있더냐
사랑이란 거짓말은
오늘 밤도 눈감으면 생각나
오라오라 내게 사랑아 오라
가라가라가라 쌔앵 가라
새로운 인생 찾아서
1막 넘고 2장을 건너
오라 오라 오라 오라 사랑아 오라
나란 여잔 쉬운 여자
절대로 아니랍니다
꽃보라가 펄렁펄렁
오늘 밤도 당신 모습 생각나
오라오라 내게 사랑아 오라
오라오라오라오라 오라
오라오라오라오라 오라
사랑아 오라
오라오라오라오라 오라
오라오라오라오라 오라
사랑아 오라 오라",트로트
301,여인의 눈물,"사랑이 사랑으로 남아 있나요
기억 저편 난 어디쯤에 있나
다정했던 사람이 그 모진 사랑이
가슴에 남아있는데
그날이 그리워서 눈물이 나면
하염없이 이 길을 걷고 있네
밤새우던 웃음도 꼭 잡은 두 손도
모두 다 지난 이야기
긴 세월 속에 수많았던 인연
늘 상처뿐인 사랑이여
아아 바람처럼
멀리 길도 없이 떠나가는가
슬픔은 흘러간다 또 나를 달랜다
가녀린 여인의 눈물
사랑이 야속하다 아니라 해도
속절없이 가슴을 저며온다
달콤했던 말들은 다 무엇이었나
도무지 알 수가 없네
아스라이 사라진 기억
그 언약들은 별이 되어
아아 구름처럼
그대 끝도 없이 떠나가는가
아픔은 스쳐간다 또 나를 안는다
가녀린 여인의 눈물
아아 구름처럼
그대 끝도 없이 떠나가는가
아픔은 스쳐간다 또 나를 안는다
가련한 여인의 눈물",트로트
302,고향역,"코스모스 피어있는
정든 고향역
이쁜이 곱쁜이
모두 나와 반겨주겠지
달려라 고향 열차
설레는 가슴안고
눈감아도 떠오르는
그리운 나의 고향역

코스모스 반겨주는
정든 고향역
다정히 손잡고
고개 마루 넘어서 갈때
흰머리 날리면서
달려온 어머님을
얼싸 안고 바라보았네
멀어진 나의 고향역",트로트
303,무명배우,"사랑을 하죠
Melo 영화 뜨겁던 그 장면처럼
인생의 마지막 컷이 라도
나는 좋아요
사랑을 했죠
대본도 없이 울던 무명배우처럼
당신을 원망 안 해요
사랑은 영화니까
사랑이 사랑을 사랑하면
저 별처럼 빛날까요
아름다웠던 추억 기억
모두 다 영원히
한방 울 또 한 방울
눈물이 흘러 내리죠
나 슬퍼서 아냐 행복해서 울죠
안아줘요 나를 날 많이 사랑하나요
당신의 품 안에선 나는 주연배우
사랑을 해요
Melo 영화 무명배우로 산대도
당신을 원망 안해요 사랑은 영화니까
사랑이 사랑을 사랑하면
저 별처럼 빛날까요
아름다웠던 추억 기억
모두 다 영원히
한방 울 또 한 방울
눈물이 흘러 내리죠
나 슬퍼서 아냐 행복해서 울죠
안아줘요 나를 날 많이 사랑하나요
당신의 품 안에선 나는 주연배우",트로트
304,잠자는 공주,"세상이 미워졌나요
누군가 잊어야만 하나
날마다 쓰러지고
또 다시 일어서지만
달라진건 없는가요
세상길 걷다가 보면
삥 돌아 가는 길도 있어
하루를 울었으면 하루는 웃어야 해요
그래야만 견딜 수 있어
앵두 빛 그 고운 두 볼에
살며시 키스를 해주면
그대는 잠에서 깨어나
나에게 하얀 미소 지을까
그대여 어서 일어나
차가운 가슴을 녹여요
또다시 시작되는 아침을 걸어봐요
그대 곁에 나 있을게

앵두 빛 그 고운 두 볼에
살며시 키스를 해주면
그대는 잠에서 깨어나
나에게 하얀 미소 지을까
그대여 어서 일어나
차가운 가슴을 녹여요
또다시 시작되는 아침을 걸어봐요
그대 곁에 나 있을게
또다시 시작되는 아침을 걸어봐요
그대 곁에 나 있을게
그대 곁에 나 있을게",트로트
