,제목,가사,장르
559,Go (Korean Ver.),"널 끌어당기는
신기한 이끌림
In love
You're in love
We were in love
Oh my love
Go
널 끌어당기는 신기한 너의 힘
너에게
다가가게 하는 걸
나도 모르게 내 마음
너에게로 가는 걸
너에게로
다가가게 하는 걸
Without a reason for my heart
너에게로 가는 걸
너에게로",록메탈
560,Feisty,"tell me what the beat says
check you from the back
i can tell that you're vibin'
from the way that you move i
sneak a glance
now you're walkin' right past
pardon me miss don't mean to be
so rude i'm lovin' how you dance
i say ah
hahah
are you comin' back to me
it's a disatrophe
like come on
are you really feelin' apathy
i got the moves make you
come on runnin' after me
'cause baby
oh my well it's unfair
lookin' like that make
a gentleman stare
show me how you work love
oo you make it hot
make it last make it feel like
i don't even need to think hard
after that
girl i'm never goin' back
i'm addicted to the way
that you can love me
and then walk on
i say ah
hahah
are you comin' back to me
it's a disatrophe
like come on
are you really feelin' apathy
i got the moves make you
come on runnin' after me
'cause baby
oh my well it's unfair
lookin' like that make
a gentleman stare
my baby
oh my well it's unfair
lookin' like that make
a gentleman care
oh my and i'm on fire
oh my body's burnin' up
oh my god the way you work
those hips those thighs
your lips your body go
oh my and i'm on fire
oh my body's burnin' up
oh my god the way you work
those hips those thighs
your lips your body go
on my misbehavior
tell me where you're goin' darlin'
you must be my savior
free me of my yearnin' darlin'
your lips your body go
on my misbehavior
tell me where you're goin' darlin'
you must be my savior
free me of my yearnin' darlin'
tell me what the beat says
check you from the back
i can tell that you're vibin'
from the way that you move i
sneak a glance
now you're walkin' right past
pardon me miss don't mean to be
so rude i'm lovin' how you dance
i say ah
hahah
are you comin' back to me
it's a disatrophe
like come on
are you really feelin' apathy
i got the moves make you
come on runnin' after me
'cause baby
oh my well it's unfair
lookin' like that make
a gentleman stare
now baby
oh my well it's unfair
lookin' like that make a gentleman care
'cause baby
oh my well it's unfair
lookin' like that make a gentleman care
now baby
oh my well it's unfair
lookin' like that make a gentleman care",록메탈
561,그리움의 숲 (Acoustic Ver.),"너의 눈 빛은 별처럼 밝아서
우리 집에서도 다 보여
나도 알아
한 걸음씩 다가갈수록
거룩한 너의 광채는
내 눈을 멀게하겠지
너의 목소리는 천둥처럼 커서
내 이불 속까지 다 들려
나도 알아
한 걸음씩 다가갈수록
심오한 너의 언어는
내 귀를 멀게하겠지
매일 밤 나를 찾는
너에 대한 그리움
짧은 한 마디 말도
나는 건넬 수 없네
울창한 너의 숲 속에서
길을 잃어버린 나는
빨간 모자를 써도
구조 받을 수 없네
너의 의자는 산처럼 높아서
나는 절대로 앉지 못해
나도 알아
한 걸음씩 멀어질수록
절실한 나의 열기는
조금씩 식어가겠지
너의 침대는 동굴처럼 좁아서
나는 함께 누울 수 없어
나도 알아
한 걸음씩 멀어질수록
선명한 너와의 기억도
하나둘 바래가겠지
매일 밤 나를 찾는
너에 대한 그리움
작은 한 장의 사진도
나는 가질 수 없네
황량한 너의 늪 속으로
빨려들어가는 나는
빨간 튜브를 잡아도
구조 받을 수 없네
매일 밤 나를 찾는
너에 대한 그리움
곱게 접은 종이학도
나는 전할 수 없네
광활한 너의 사막 위에
홀로 남겨진 나는
빨간 연기를 피워도
구조 받을 수 없네
매일 밤 나를 찾는
너에 대한 그리움
짧은 한 마디 말도
나는 건넬 수 없네
울창한 너의 숲 속에서
길을 잃어버린 나는
빨간 모자를 써도
구조 받을 수 없네",록메탈
562,죽은 새의 노래,"점멸하는 불빛들은
어느 계절의 허가서인지
신분이 오랜 외투라
신호가 붉어지고 길을 건넜지
그 사이 꿈을
잃어버렸지
조그만 창문이 있는
나의 도래지 위로 샛별이 뜨면
금간 비명을 나눠 쓰는 벽으로
오랜 이명을 씻어 걸어 놓았지
죽은 새들이
노래를 부르네
내가 찾던 바람은
이곳에 없다는 것을
추락이란 끝이
황홀한 언어를 모르고
추락하는 새들에게는
죽음은 가장 완벽한 착륙
희망이란 말을 알고
난 거리로 계속 불시착하지
내가 찾던 바람은
이곳에 없다는 것을
추락이란 끝이
황홀한 언어를 모르고
추락하는 새들에게는
죽음은 가장 완벽한 착륙
희망이란 말을 알고서
거리로 계속 불시착한
밤을 지우는 열차너머
모서리를 당기며
무너지지 않는 창들
밟은 곳은 모두 정상이었으므로
나의 무덤은
이제 허공과 하나란걸
알아버렸지
나 이렇게 몇 번의
몰락을 견뎌내야만
저 가파른 지상에
가닿을 수가 있을까
추락하는 새들에게는
죽음은 가장 완벽한 착륙
희망이란 말을 알고
난 거리로 계속 불시착하지",록메탈
563,도깨비,"꼭꼭 숨어라 머리카락 보일라
꼭꼭 숨어라 머리카락 보일라
꼭꼭 숨어라 머리카락 보일라
머리카락 보일라
검은 뿔에
성난 눈에
요술 방망이를 휘둔다
금 나와라 뚝딱
은 나와라 뚝딱하면
님이 나오려나
금 나와라 뚝딱
은 나와라 뚝딱하면
님이 나오려나
도깨비
검은 뿔에
성난 눈에
요술 방망이를 휘둔다
도깨비",록메탈
564,ANGLE,"and I
My body is upside down
Like a broken ship
Like a falling star
and I
I feel This is the fate
So we are going trough
Like a falling star
but you
You think this is the fake
So we are going trough
Like a falling star
The star is falling down to my head
I’m holding out for the night
Show me you’re coming over mountains
You crave and fight and take
You’re holding out for the night
a dream
a drifting shard of me
and a dream of me
and a dream of you
and then
We feel this is the fate
So we are going trough
Like a falling star
The star is falling down to my head
I’m holding out for the night
Show me you’re coming over mountains
You crave and fight and take
The star is falling down to my head
I’m holding out for the night
Show me you’re coming over mountains
You crave and fight and take
You’re holding out for the night
You crave and fight and take
You crave and fight and take",록메탈
565,From The Stars,"한걸음 멈추고
고갤들어 앞을 보다가
뒷걸음질 치며
도망치는 나를 보았네
너무 캄캄해진 하늘은
내 어깰 누르고
설명할 수 없게
무색해진 나의 표정은
찌푸린 얼굴로
아등바등 대고 있었지
앞을 반짝이던 별들은
보이질 않았네
Never go back
I can’t even look back
Through on my past
turn and go away
Never go back
The stars don’t shine on me
I know that turn on
My light by my self
검은 종이 위로 그려지는
하얀 점 하나
결코 몰랐었던
너로부터 시작된 것들
눈을 바로 뜨지 못하고
고개를 떨구네
Never go back
I can’t even look back
Through on my past
turn and go away
Never go back
The stars don’t shine on me
I know that turn on
My light by my self
Never go back
I can’t even look back
Through on my past
turn and go away
Never go back
The stars don’t shine on me
I know that turn on My light
by my self
From the stars
Never go back
I can’t even look back
Through on my past
turn and go away
Never go back
The stars don’t shine on me
I know that turn on My light
by my self
Never go back
I can’t even look back
Through on my past
turn and go away
Never go back
The stars don’t shine on me
I know that turn on My light
by my self
light by my self
My light by my self
From the stars",록메탈
566,Heaven (Feat. 선우정아),"뿌려진 따스한 그 노래 조금씩
내게로 다가오면
흐려진 기억들 어느새 조금씩
내 앞에 너
오 here is heaven
오 나의 행운
그댈 생각하면 음
서툰 가을보다
따스한 그 겨울이
소리 없이 다가와
내게 말해 주던 불빛
기억하리오 그대를
서로 만난다면 음
어떤 이야기에 취할지는 몰라도
매년 겨울이 오면 나 이 자리에
내 앞에 너
오 here is heaven
오 나의 행운
남겨진 것들이 너무나 많아서
너에게 가려 해도
계절이 바뀌어 또다시 이 자리
내 앞에 너
오 here is heaven
그댈 생각하면 음
서툰 가을보다
따스한 그 겨울이
소리 없이 다가와
내게 말해 주던 불빛
기억하리오 그대를
서로 만난다면 음
어떤 이야기에 취할지는 몰라도
매년 겨울이 오면 나 이 자리에
내 앞에 너
오 here is heaven
오 나의 행운
오 here is heaven
나의 행운
오 here is heaven
오 나의 행운
오 here is heaven
오 here is heaven
오 나의 행운
나의 행운
here is here is
here is heaven
나의 행운
here is heaven
나의 행운",록메탈
567,weekend blues,"twelve
I was still in bed
one and two
fell asleep again
three and four and five
just passed me by
then I remembered I'm all alone
six
went out for a meal
seven eight
wandered the empty streets
then I realized a simple thing
my life is nothing and
it's truly untrue
I didn't mean to sing this
but i can't help myself today
it's nine and the sky is
dark as my eyes
I think it's time for me to go
don't call me after nine
I didn't mean to sing this
but I can't help myself today
it's nine and the sky is
dark as my eyes
I think it's time for me to go
don't call me
I didn't mean to sing this
but I can't help myself today
it's nine and my heart is
pale as the street lights
I think it's time for me to go
don't call me after nine
it's nine and I'll try to forget all
all the things I've sung today
don't call me after nine",록메탈
568,We,"바람을 느껴 달리는 자동차
어느덧 언덕길
신나는 우리들 기막힌 이야기들
떠나는 여행 카라멜 마끼아또
달달한 캔커피
해맑은 우리들 쌓여가는 추억들
소중한건 있어
우리가 함께할 수 있잖아
행복한건 있어
이 노랠 부를 수 있잖아
WEPLAY 우리는 느낄 수 있어
WEPLAY 우리만이 지킬 수 있어
조금씩 아주 조금씩
사뿐사뿐 걷다 보면
멜로디 따라 음악에 맞춰
세상을 노래해
새벽을 깨워 얼굴을 맞대고
다짐한 약속들
힘들고 지칠 땐 기대어 쉴 수 있게
소중한건 있어 우리가
함께할 수 있잖아
행복한건 있어
이 노랠 부를 수 있잖아
WEPLAY 우리는 느낄 수 있어
WEPLAY 우리만이 지킬 수 있어
조금씩 아주 조금씩
사뿐사뿐 걷다 보면
멜로디 따라 음악에 맞춰
세상을 노래해
WEPLAY 우리는 느낄 수 있어
WEPLAY 우리만이 지킬 수 있어
WEPLAY 우리는 느낄 수 있어
WEPLAY 우리만이 지킬 수 있어
조금씩 아주 조금씩
사뿐사뿐 걷다 보면
멜로디 따라 음악에 맞춰
세상을 노래해",록메탈
569,다른 길로 갔다면,"다른 길로 갔다면
아직 여기 있을까
지금 이대로가 내겐 너무 소중해
그땐 난 너무 방황했었지
길을 잃어버렸네
다른 길로 갔다면 난 행복했을까
내가 지금 어디로 가고 있는지
하지만 난 이미 알고 있지
내가 꿈꾸던 그곳
헤어날 수 없는 마음
벗어날 수 없던 나의 외로움
가슴 깊이 스며들던
지나버린 아픈 기억
이젠 모두 잊어버려
다른 길로 갔다면
I wouldn’t be here today
다른 길로 갔다면
사랑을 찾았을까
내가 찾은 이 사랑처럼
아름다울까
다른 길로 갔다면
내 꿈을 이룰 수 있을까
내가 바라던 그곳
돌이킬 수 없는 시절
기억하기 싫은 새로운 나에게
찾아오던 아픈 밤들
마치 잊혀진 악몽처럼
이젠 모두 잊어버려
다른 길로 갔다면
I wouldn’t be here today
헤어날 수 없는 마음
벗어날 수 없던 나의 외로움
가슴 깊이 스며들던
지나버린 아픈 기억
이젠 모두 잊어버려
다른 길로 갔다면
I wouldn’t be here today",록메탈
570,열두시가 되면은,"저 밖을 뛰어가는 저 여자를 봐
봄이 지나가지
낡은 펜 하나를 쥐고
내 이름 위에 선 그어
손목엔 둥근 해가 떴지
아주 눈이 부시네
할게 인사밖엔
아저씨가 되려면 혼자 하세요
내일 죽어도 그 누구도 몰라요
아홉시가 오기 전에 열심히 살게요
매일 일어나 또 돌아 갈게요
hello 인사해 hello
hello hello
hello 인사해 hello
hello hello
저 바닥에서 기어 가는 남자를 봐
속이 쓰려오지
달게 삼킨 후에 뱉고
등허리에
적힌 날 한참 지났지
긴 침묵엔 장난기가 없지
아주 숨이 막히네
갈게 진짜 갈게
아저씨가 되려면 혼자 하세요
내일 죽어도 그 누구도 몰라요
아홉시가 오기 전에 열심히 살게요
매일 일어나 또 돌아 갈게요
hello 인사해 hello
hello hello
hello 인사해 hello
굳이 던진 말에
정신이 아득하네
수심 가득하네
얕은 말에 거북하게
왜 그래",록메탈
571,"WITHOUT YOU (Chinese Ver.) (Sung by 쿤, 재현, 도영, 태일)","xiang du zi sheng zhang de shu
mian dui zhe yi pian huang wu
zai wu ren guan zhu
bei yi qi de shi jie gu du
huai bao de yi dian ke wang
zhong dian que zong zai yuan fang
bei can ku de gao qiang
tui luo de shang zhi neng yin cang
wo men yi gu du zhi ming sheng cun
que deng dai he wo
you tong yang shang hen
tong xing de na ge ren
wo jin wo de shou
hua cheng yi ge yuan
jiu neng fen tan
zhe ming yun de can que
ba meng fang zai wo shen bian
wo xin zai ni shen bian
jian chi yi dian
jian jue yi dian
xing fu jiu hui li
wo men geng jin yi dian
xin zai ci xiang lian dao yong yuan
can't live without you
xiang sui zhe chao shui zhang tui
xiang li kai da hai pai huai
wo jian jian pi juan
jin tou que kan bu jian le yuan
wo xu yao ni wen nuan you li de jian
ni hui da wo ken ding de xiao lian
I need you I need you
wo jin wo de shou
hua cheng yi ge yuan
jiu neng fen tan
zhe ming yun de can que
ba meng fang zai wo shen bian
wo xin zai ni shen bian
jian chi yi dian
jian jue yi dian
xing fu jiu hui li
wo men geng jin yi dian
xin zai ci xiang lian dao yong yuan
can't live without you
bi shang le shuang yan
gan jue ni zai shen bian
dian liang guang mang
dai wo zou chu cong
qian gei wo an wei
bu guan lu you duo yuan
I'm with you
zai ni shen chu de shuang bi
gan jue ni de le jie
rang wo you yong qi
qu mian dui zhe yi qie shang yu bei
bu guan wo you duo lei
jue dui bu hou tui
wo jin wo de shou
hua cheng yi ge yuan
jiu neng fen tan
zhe ming yun de can que
ba meng fang zai wo shen bian
wo xin zai ni shen bian
jian chi yi dian
jian jue yi dian
xing fu jiu hui li
wo men geng jin yi dian
xin zai ci xiang lian dao yong yuan
can't live without you",록메탈
572,분홍돌고래,"조그만 별의 반대쪽
햇살이 드리우는 곳
그 곳에 니가 있기를 어느덧
fifteen million years
사랑에 빠진 그대는 오늘도
lovely pinky blushed
길고 긴 강을 헤메이는
분홍빛 돌고래
아파하고 조금 힘들지만
안아 줄께 I love you so
Give a little more love
조금 더 높이 뛰어줘
나의 맘속에 머물러줄래
And I'll never gonna let you go
Give a little more love
조금 더 높이 날아줘
아름다운 곳에 머물러줄래
And I'll never gonna let you go
지난 밤 날 유혹하던 그대는
fairytales about love
오래된 이야기 속으로
나를 데려가려 했나요
아파하고 조금 힘들지만
안아줄께
I love you so
Give a little more love
조금 더 높이 뛰어줘
나의 맘속에 머물러줄래
And I'll never gonna let you go
Give a little more love
조금 더 높이 날아줘
아름다운곳에 머물러줄래
And I'll never gonna let you go
Give a little more love
Give a little love little love
Give a little more love
Give a little love
I'll never gonna let you go",록메탈
573,거인 (Feat. 곽푸른하늘),"너의 눈은 너무 깊어
세상의 모든 이별을
그 속에 기록했지
그러나 네가
외로워 눈물 짓던 밤에는
아무도 곁에 있지 않았지
너의 등은 너무 넓어
세상의 모든 아이들의
터전이 되어주었지
하지만 자라
떠난 이들 중 아무도
네 이름을 기억하지 못했지
너에게 기대있으면
네게 매달려있으면
너에게 안겨있으면
너를 어루만지고 있으면
어느새 너에게
누워있으면
너에게 잠겨있으면
너에게 내가 있으면
나에게 네가 있으면
나에게 네가 있으면
너의 눈은 너무 깊어
세상의 모든 이별을
그 속에 기록했지
그러나 네가
외로워 눈물 짓던 밤에는
아무도 곁에 있지 않았지
너의 등은 너무 넓어
세상의 모든 아이들의
터전이 되어주었지
하지만 자라
떠난 이들 중 아무도
네 이름을 기억하지 못했지
너에게 기대있으면
네게 매달려있으면
너에게 안겨있으면
너를 어루만지고 있으면
어느새 너에게
누워있으면
너에게 잠겨있으면
너에게 내가 있으면
나에게 네가 있으면
나에게 네가 있으면",록메탈
574,연애 (Feat. 김사월),"밀린 세금을 내고 오는 길에도
병원에 들러 기침약을 지을 때도
차가운 물에 쌀을 씻어낼 때도
창 밖으로 날아가는
새들의 무리를 바라보아도
네가 생각나
네가 보고 싶어
매일매일 그런 기분이야
즐거울 것만 같아
우리는 어느새 빠져들어
무료하게 흘러가는 사회
무료하게 흘러가는 일상도
버틸 수 없잖아
허공으로 몸을 던져
멈출 수 없잖아
우리는 그렇게
세상에서 제일 안전해
즐거울 것만 같아
우리는 어느새 빠져들어
무료하게 흘러가는 사회
무료하게 흘러가는 일상도
버틸 수 없잖아
허공으로 몸을 던져
멈출 수 없잖아
우리는 그렇게
즐거울 것만 같아
우리는 어느새 빠져들어
무료하게 흘러가는 사회
무료하게 흘러가는 일상도
버틸 수 없잖아
허공으로 몸을 던져
멈출 수 없잖아
우리는 그렇게",록메탈
575,Blossom (Feat. 예리 Of 핫프롬예리),"The seasons come
The seasons go
늘 곁에 있던 네가 날
떠난 그때처럼
The seasons come
The seasons go
뜨겁던 사랑이
식어간 저 꽃잎처럼
I'm a burning blossom
I'm a burning blossom
이별을 이별을
하기엔 너무나도
따스한 따스한
그런 좋은 날이었어
바람결 바람결에 날리는
저 꽃잎들이
좋았던 우리의
추억을 되새기게 해
It's over It's over It's over
Gone
It's over It's over
Gone
It's over It's over It's over
Gone
It's over It's over
Gone
The seasons come
The seasons go
늘 곁에 있던 네가 날
떠난 그때처럼
The seasons come
The seasons go
뜨겁던 사랑이
식어간 저 꽃잎처럼
I'm a burning blossom
I'm a burning blossom
눈물을 흘리기엔
너무도 너무도
아름답던 날이었어
꽃향기 꽃향기로
가득한 그 거리들이
뚜렷한 이별의
기억을 떠올리게 해
It's over It's over It's over
Gone
It's over It's over
Gone
The seasons come
The seasons go
늘 곁에 있던 네가 날
떠난 그때처럼
The seasons come
The seasons go
뜨겁던 사랑이
식어간 저 꽃잎처럼
The seasons come
The seasons go
The seasons come
The seasons go
뜨겁던 사랑이
식어간 저 꽃잎처럼",록메탈
576,Bring It Up,"See the stars that shine
They’re gonna make it right
Gonna speak to your eyes
And let your dreams take take
Take over
Standing on the road
Laying your heart down
Trying to hold your ground
Darling I think you you
You need a moment
With midnight blue she walks
But never stops to talk
Bring it up
I wanna let you go tonight
Bring it up
Let your atoms touch the light
Bring it up
I want to see you flow
like melting snow
And bathe in this new life
bring it up
I wanna help you feel alive
bring it up
And if these rhythms don’t suffice
bring it up
I’m gonna beat my heart
so yours jump starts
and lights up this new life
Trying to fight the cold
Honey I’ve been told
On such a night such a night
That you can make make make
It all blow over
If for just one night
Could you cast a light
Make me feel alright
‘cause darling I think we we
we need a moment
With midnight blue we walk
but no one stops to talk
Bring it up
I wanna let you go tonight
Bring it up
Let your atoms touch the light
Bring it up
I want to see you flow
like melting snow
And bathe in this new life
bring it up
I wanna help you feel alive
bring it up
And if these rhythms don’t suffice
bring it up
I’m gonna beat my heart
so yours jump starts
and lights up this new life
bring it up
bring it up
bring it up
bring it up
Bring it up
I wanna let you go tonight
Bring it up
Let your atoms touch the light
Bring it up
I want to see you flow
like melting snow
And bathe in this new life
bring it up
I wanna help you feel alive
bring it up
And if these rhythms don’t suffice
bring it up
I’m gonna beat my heart
so yours jump starts
and lights up this new life
bring it up
bring it up
bring it up",록메탈
577,어떻게 할 수 없는 일,"모두가 알아도 별 수 없는 일
다 안다 믿었다 후회하는 일
어떻게 설명해보려해도
할 수 없는
정말 머리 아픈 이야기들
시작은 정말로 달콤한 그 일
그 끝은 정말로 알 수 없는 일
모두가 영원할 거라고
다짐해도 결국
끝을 모를 이야기들
Oh Love 이런게 첨은 아니야 정말
Oh No 그래도 할 수 없는 걸 정말
어떻게 할 수 없는 일
몇 번을 해봐도 답답한 그 일
알만 하면 또 다른 그런 일
남들은 쉽다고 말하는데
나는 아닌
정말 머리 아픈 이야기들
그래도 다시 또 하고 싶은 일
내 삶에 빛이 되어주는 그 일
이번엔 영원할 거라고 다짐해도
결국 끝을 모를 이야기들
Oh Love 이런게 사랑일거야 정말
Oh No 정말 어쩔 수 없는 걸
이번에는 조금 달라
마지막 사랑이 될거야
매번 되뇌어보는 그 일
이번에는 조금 달라
슬픔없는 사랑이 될거야
또 다짐해보네 정말
이번에는 조금 달라
마지막 사랑이 될거야
매번 되뇌어보는 그 일
이번에는 조금 달라
슬픔없는 사랑이 될거야
또 다짐해보네
어떻게 할 수 없는 일",록메탈
578,Destiny,"Destiny
내게 온 그대 진정 꿈은 아니겠죠
모든 것은 예정대로 이루어진 것을
시간이 된 것뿐
이제 알아 그대에게 가는 길
쉬운 길은 아니겠지
얼마나 그리운지
Everything
내 맘 가득 그대 향한 나의 사랑으로
아름다운 그대 모습 잊을 수 없어
난 어떻게 하나
내 맘을 그대에게 드려요
내게 사랑을 주세요
날 받아주세요
이젠 그대 난 보낼 수가 없어요
아름다운 그댈 난 잊을 수가 없어요
내 손을 잡아요 함께 춤을 춰요
나를 그대 곁에 있게 해주세요
You are my everything
All I expect to be
Oh it is destiny you and me
Speak to me
내게 들려주는 아름다운 너의 얘기들
내 마음속에 사랑으로 남아있어요
함께 하고 싶어요
그대 마음을 내게 보여 주세요
그대 무슨 말을 할까요
난 모르겠어요
내 손을 잡아요 함께 춤을 춰요
나를 그대 곁에 있게 해주세요
You are my everything
All I expect to be
Oh it is destiny you and me
내 손을 잡아요 함께 춤을 춰요
나를 그대 곁에 있게 해주세요
You are my everything
All I expect to be
Oh it is destiny you and me",록메탈
579,가지마오 (Don't go),"정말로 돌아오지 않을까
밤이 너무 길어
바람에 흩어진 꽃잎
창백한 가로등에
어지러워 내 맘같이
밤거리를 거닐다 꽃집에 들러
한 송이 장미로 그댈 생각하네
바람이 너무 차면 돌아오겠지
비가 내리면 다시 생각날 꺼야
어디서 꽃향기가 풍겨 나오면
밤거리 이 꽃집을 생각할 꺼야
정말로 돌아오지 않을까
정말로 돌아오지 않을까
정말로 돌아오지 않을까
정말로 돌아오지 않을까
가지 마오 가지 마 예
가지 마오 가지 마 오
가지 마오 가지 마 예
가지 마오 가지 마 오
가지 마오 가지 마 예
넌 가면 안돼
가지 마오 가지 마 오
넌 가면 안돼
가지 마오 가지 마 예
넌 가면 안돼
가지 마오 가지 마 오",록메탈
580,눈 감으면,"난 어디쯤 왔을까 시간은
흐르고 또 흐르고 있어
낮과 밤의 경계를 지나
긴 흐름 속에 날 그저 맡겼어
눈 감으면 니가 그리워 무심코
널 생각해 들리질 않아도
흩날리면 닿을 것 같아 손을
내밀어봐 꿈처럼 사라져
난 어디쯤 왔을까 시간은
멈추고 또 멈추고 있어
기억이 허무한 조각들로
나뉘어 애초 원하던대로
모두 사라져
눈 감으면 니가 그리워 무심코
널 생각해 들리질 않아도
흩날리면 닿을 것 같아 손을
내밀어봐 꿈처럼 꿈처럼
지금 달리는 이 길의 끝에서 난
그토록 바라던 꿈꾸던
너를 찾을 수 있을까
눈 감으면 니가 그리워 지금도
널 생각해 보이질 않아도
흩날리면 닿을 것 같아 손을
내밀어봐 꿈처럼 꿈처럼
니가 그리워 너를 생각해
보이질 않아도 생각해",록메탈
581,내 가죽잠바,"그지 같은 세상이라 하기엔
까리한 게 너무 많아
야속한 세월이라 하기엔
빠르지도 않잖아
신세한탄 하기엔
난 가진 게 너무 많아
오랠수록 빛나는 술 친구
and
내 가죽잠바
입어보면 맛을 알아
닳고 닳은 청춘
새까만 내 친구
내 가죽잠바
입어보면 맛을 알아
That’s the way we Rock ‘N’ Roll
옷장 안에 가득 채워진
모노톤의 슈트들
그 중 제일 빛나는 것을 입고
망원시장에 간다
양손 가득 산 후에
그녀의 집을 향해
나를 악마로 만드는 술 여자
and
내 가죽잠바
입어보면 맛을 알아
닳고 닳은 청춘
새까만 내 친구
내 가죽잠바
입어보면 맛을 알아
That’s the way we Rock ‘N’ Roll
알코올은 핏줄 속을 타고
눈 앞에는 니가 있다
나를 미치게 만드는 술 너
and
내 가죽잠바
입어보면 맛을 알아
닳고 닳은 청춘
새까만 내 친구
내 가죽잠바
입어보면 맛을 알아
That’s the way we Rock ‘N’ Roll",록메탈
582,주님곁으로,"주님 사랑합니다
주님 사랑합니다
주님 사랑합니다
생명의 물
주님 사랑합니다
주님 사랑합니다
주님 사랑합니다
주님
소주 주세요
맥주 주세요
콜라 주세요
막걸리 주세요
소주 주세요
맥주 주세요
콜라 주세요
막걸리 주세요
주님은 저희에게
소주를 주시고
저희 에게 맥주를 주시고
저희 에게 장염을 주셨습니다
고통 없인 얻는 게 없다는
주님의 가르침
곁에 있을 땐 이것이
극락이라 느꼈지만
떠난 뒤에는 엄청난 고통이
저희에게 찾아 왔습니다
주님 사랑합니다
주님 사랑합니다
주님 사랑합니다
주님 사랑합니다
소주 주세요
맥주 주세요
콜라 주세요
막걸리 주세요
소주 주세요
맥주 주세요
콜라 주세요
막걸리 주세요
소주 주세요
맥주 주세요
콜라 주세요
막걸리 주세요
소주 주세요
맥주 주세요
콜라 주세요
막걸리 주세요
진심으로 기원합니다
주님은 당신을 사랑하십니다
주님",록메탈
583,무설탕소녀 (Sugarfree Girl),"언제든 혼자서 여행을
떠날 수 있는 자유로움과
구겨신은 스니커스
귀를 덮은 헤드폰
당신은 나의 무설탕소녀
내 턱밑을 스치는
너의 머리카락
그 향기와 아린 느낌이 좋아
바람에 춤추고
맨발로 달리는 당신은
나의 무설탕소녀
설탕에 잔뜩 버무려진
도너츠 같은
그런 사람들에게서
벗어나 너와
지금 손 잡은 것처럼 계속
걸을 수만 있다면
좋겠다 생각했어
수십번 수백번 수천번
수만번을 생각해봐도
내겐 너뿐인걸
수십번 수백번 수천번
수만번을 노래해봐도
나의 가사는 너뿐인걸
oh oh oh oh oh oh oh oh
그래
지도엔 있지 않은
이 작은 골목골목
그마다 가득한
우리의 이야기들
지금 손잡은 것처럼 계속
걸을 수만 있다면
좋겠다 생각했어
수십번 수백번 수천번 수만번
수십번 수백번 수천번
수만번을 생각해봐도
내겐 너뿐인걸
수십번 수백번 수천번
수만번을 노래해봐도
나의 가사는 너뿐인걸
oh oh oh oh oh oh oh oh
그래",록메탈
584,Ready To Fire,"각자의 방식으로 살아간다고
남들과 다르다고 생각하지
하지만 다 똑같아 보여
안정적인 삶을 꿈꾸는 것
영원히 누군가를 위해
일하다 끝낼 인생
그 모습이 다른 이가 아닌
너란 걸 모르니
한 번뿐인 인생에
타오르는 내 열정을 걸어
무엇과도 바꿀 수 없어
We can not do it any other way
Are you ready to fire
It's time to decide
Are you ready to fire
Break the shackles Run for your life
Are you ready to fire
There's no time to lose
Are you ready to fire
The dice is cast
Rockin' all night long
한방에 그 인생을 거는 사람들
정말 무모하고 한심해 보여
하지만 난 한방을 노리는
도박을 하는 게 아니야
그저 가고 싶은 길을 향해
이대로 걸어 왔고
지금도 나의 미래를 향해
걸어가는 거야
한 번뿐인 인생에
타오르는 내 열정을 걸어
무엇과도 바꿀 수 없어
We can not do it any other way
Are you ready to fire
It's time to decide
Are you ready to fire
Break the shackles Run for your life
Are you ready to fire
There's no time to lose
Are you ready to fire
The dice is cast
Rockin' all night long
Are you ready to fire
It's time to decide
Are you ready to fire
Break the shackles Run for your life
Are you ready to fire
There's no time to lose
Are you ready to fire
The dice is cast
Rockin' all night long",록메탈
585,어쩌다 마주친 그대,"어쩌다 마주친 그대 모습에
내 마음을 빼앗겨 버렸네
어쩌다 마주친 그대 두 눈이
내 마음을 사로잡아 버렸네
그대에게 할말이 있는데
왜 이리 용기가 없을까
음 말을 하고 싶지만
자신이 없어
내 가슴만 두근두근
답답한 이 내 마음
바람 속에 날려보내리
피어나는 꽃처럼
아름다운 그녀가
내 마음을 빼앗아 버렸네
이슬처럼 영롱한
그대 고운 두 눈이
내 마음을 사로잡아 버렸네
그대에게 할말이 있는데
왜 이리 용기가 없을까
음 말을 하고 싶지만
자신이 없어
내 가슴만 두근두근
바보 바보 나는 바보인가 봐
그대에게 할말이 있는데
왜 이리 용기가 없을까
음 말을 하고 싶지만
자신이 없어
내 가슴만 두근두근
바보 바보 나는 바보인가 봐",록메탈
