,제목,가사,장르
28,바람기억,"바람 불어와 내 맘 흔들면
지나간 세월에
두 눈을 감아본다
나를 스치는 고요한 떨림
그 작은 소리에
난 귀를 기울여 본다
내 안에 숨쉬는
커버린 삶의 조각들이
날 부딪혀 지날 때
그 곳을 바라보리라
우리의 믿음
우리의 사랑
그 영원한 약속들을
나 추억한다면 힘차게 걸으리라
우리의 만남
우리의 이별
그 바래진 기억에
나 사랑했다면 미소를 띄우리라
내 안에 있는
모자란 삶의 기억들이
날 부딪혀 지날 때
그 곳을 바라보리라
우리의 믿음
우리의 사랑
그 영원한 약속들을
나 추억한다면 힘차게 걸으리라
우리의 만남
우리의 이별
그 바래진 기억에
나 사랑했다면 미소를 띄우리라",RNB
29,"하나,둘 (Feat. 펀치 (Punch))","우리 많이 사랑했었던
그 시간 속에 나는 아직도
남아있는 것만 같아서
매일매일 괴로워
우리 같이 걷던 거리도
공사 중이라 발을 돌리고
그대로 아름다웠던
우리 추억과 등을 돌렸어
나는 되는 중이야 달이
저 밤하늘에 걸린
밝은 달처럼 나 성공할 거야
생각보다 너를 멀리 떠나보낸 밤이
다시 오지 않도록 약속했잖아
너와 데이트하던 별거 없던
수성 호수 공원에
널 추억하며 담배를
하나 물고 걸어 다녀 거리에
비가 올 때면 투명한
그 조그마한 우산에
붙어있던 게 이제 와서야
나 그리워져
너와의 추억이 담긴 거리에
남아있는 사랑을 지우려 해
떠나보냈던 너가 이 자리에
잔상처럼 남아서 날 힘들게
I need to go 널 지우고
사랑했었던 행복했었던
추억들을 지우려 해 하나 둘
하나 둘 널 지워야만 했던
많은 시간들 난 애썼어
너가 선물했었던 미소가 보이질 않네
내 거울엔 온통
나쁜 표정뿐인 걸
돌아봐요 많은 행적들
혹여라도 네가 전부를
지우려 한다면 다 치우려 한다면
힘든 척 날 지우는 게
그리도 쉽게 되는 건지
그걸로 괜찮은 건지
넌 정작 내겐 아무 말 안 건넸잖아
마지막조차 등 떠밀듯이
너와의 추억이 담긴 거리에
남아있는 사랑을 지우려 해
떠나보냈던 너가 이 자리에
잔상처럼 남아서 날 힘들게
I need to go 널 지우고
사랑했었던 행복했었던
추억들을 지우려 해 하나 둘
못된 일이 우리를 덮치게
놔둔 것만 같아 다
지우고 널 비우면
그건 사랑했었던 걸까
너와의 추억이 담긴 거리에
남아있는 사랑을 지우려 해
떠나보냈던 너가 이 자리에
잔상처럼 남아 그게 날 힘들게 해
I need to go 널 지우고
사랑했었던 행복했었던
추억들을 지우려 해 하나 둘",RNB
30,Dear My Winter,"오랜만이야 별일은 없지
매번 바쁘단 핑계만 늘어
계절은 쌓여 난 그대론데
어른인 척하는 법만 늘어
너를 만나면 난
선물상자를 여는
꼬마 아이처럼
들뜨고 설레
이런 날 언제나
따듯하게 반겨준
너를 위한 이 노래
Dear my winter
따듯한 겨울날
오랜만에 다시 너를 만나
반짝이는 불빛 가득한 이 거리를
함께 걷고 싶어
Ddu du lu lu lu
lu du lu lu lu lu
너무 익숙해서
그저 그런 이유로
네 소중함이 당연했어
너는 변함없이
내 기억과 같아
그때 너의 그 모습처럼
너를 만나면 난
이른 아침 창밖에
쌓인 첫눈처럼
반갑고 설레
이런 날 언제나
따듯하게 반겨준
너를 위한 이 노래
Dear my winter
따듯한 겨울날
오랜만에 다시 너를 만나
반짝이는 불빛 가득한 이 거리를
함께 걷고 싶어
Dear my winter
Dear my winter
Dear my winter
Dear my winter
Ddu du lu lu du
Ddu lu du Ddu lu du Ddu lu du",RNB
31,비,"비가 내리다 말다
우산을 챙길까 말까
tv엔 맑음이라던데
네 마음도 헷갈리나봐
비가 또 내리다 말다
하늘도 우울한가봐
비가 그치고나면
이번엔 내가 울것만같아
Strumming down to my memories
지직거리는 라디오에선
또 뻔한 love song
잊고있던 아픈 설레임
널 생각나게해
우리 걷던 이길위에
흘러나오던 멜로디
흥얼거렸었지 넌 어디있니
하늘은 이렇게 맑은데
비에 젖은 내 마음을
따뜻하게도 비춰주던 너는
나에게 햇살같아
그런널 왜 난 보냈을까
Good bye
So hard to lose but easy to repeat
푹 숙인 얼굴 날 알아봤을까
I'm losing my breathe
잊고 싶던 아픈 기억들
날 더 힘들게해
시간가는 줄도 모르고
나눴던 수많은 밤과 사랑노래
꿈보다 달콤했지
쉽게 포기한건아닌지
우연히널 마주친 순간
내 마음 들킬까봐 뒤돌아섰어
널 잡았다면
그런 널 왜 난 보냈을까
우리 걷던 이길위에
흘러나오던 멜로디
흥얼거렸었지 넌 어디있니
하늘은 이렇게 맑은데
비에 젖은 내 마음을
따뜻하게도 비춰주던 너는
나에게 햇살같아
그런널 왜 난 보냈을까
Good bye",RNB
32,"Closer (with Paul Blanco, Mahalia)","I get a feelin’ sometimes
That I can’t get close enough to you
I feel it most in the nighttime
Even though that’s when I’m closest to you
If I could be under your skin
Closer than we’ve ever been
We’d be closer than we’ve ever been

I feel it most in the nighttime
Me never on your timeline
See you always in the limelight
Keep me rollin’ in the deep
Not a tease, no joke, I do mean it
Don’t cease, baby don’t, why you floatin’?
Wanna lock you up in my sight
But you run away like fish, yeah

I keep you right next to me
Only just in my dream
I see you in red, blue, green
Don’t wake me up from sleep
I think I’m losin’ my grip
Everything off the beam
Why you showed up in my life
Like this so sudden, oh god no

I get a feelin’ sometimes
That I can’t get close enough to you
I feel it most in the nighttime
Even though that’s when I’m closest to you
If I could be under your skin
Closer than we’ve ever been
We’d be closer than we’ve ever been

Come holla at a yungin from the block baby
Say the time don't wait for nobody
Oh I bet you thought baby
But the time gon’ stop
When you and I make our lips lock baby
(Trust me)
And once again you made me misplace my pride baby
(So trust me)
Promised myself never again
But you got me doing the same thing all over again
And I make her body di di diddy diddy bop
Di di diddy diddy bop
I wanna show you how I gets down
Baby girl come on
(Come on and oh)

If love ain’t for us
이걸로 만족할게
I don’t need your touch
너의 사랑이면 돼
(Come closer, come closer)

If this is all we can do
Yeah just lookin’ at you
There’s gon’ be no take two
Stay where you are

If this is all we can do
Yeah just lookin’ at you
There’s gon’ be no take two
Stay where you are

Stay where you are
Just stay where you are
Stay where you are
Stay where you are
Stay where you are
Just stay where you are",RNB
33,팔레트 (Feat. G-DRAGON),"팔레트 (Feat. G-DRAGON)

이상하게도 요즘엔
그냥 쉬운 게 좋아
하긴 그래도 여전히
코린 음악은 좋더라
Hot Pink 보다 진한
보라색을 더 좋아해
또 뭐더라 단추 있는
Pajamas Lipstick
좀 짓궂은 장난들
I like it I'm twenty five
날 좋아하는 거 알아
I got this I'm truly fine
이제 조금 알 것 같아 날
긴 머리보다 반듯이 자른
단발이 좋아
하긴 그래도 좋은 날 부를 땐
참 예뻤더라
오 왜 그럴까 조금
촌스러운 걸 좋아해
그림보다 빼곡히 채운
Palette 일기 잠들었던 시간들
I like it I'm twenty five
날 미워하는 거 알아
I got this I'm truly fine
이제 조금 알 것 같아 날
어려서 모든 게 어려워
잔소리에 매 서러워
꾸중만 듣던 철부지 애
겨우 스무고개 넘어
기쁨도 잠시 어머
아프니까 웬 청춘이래
지은아 오빠는 말이야
지금 막 서른인데
나는 절대로 아니야
근데 막 어른이 돼
아직도 한참 멀었는데
너보다 다섯 살 밖에 안 먹었는데
스물 위 서른 아래
고맘때 Right there
애도 어른도 아닌 나이 때
그저 나일 때
가장 찬란하게 빛이 나
어둠이 드리워질 때도 겁내지 마
너무 아름다워서 꽃잎 활짝 펴서
언제나 사랑 받는 아이 YOU
Palette 일기 잠들었던 시간들
I like it I'm twenty five
날 좋아하는 거 알아
I got this I'm truly fine
이제 조금 알 것 같아 날
아직 할 말이 많아
I like it I'm twenty five
날 미워하는 거 알아
I got this I've truly found
이제 조금 알 것 같아 날",RNB
34,...사랑했잖아...,"나만 원한다 했던 말도
지켜준다던 약속들도
아무렇지 않은 표정으로
버리고 있잖아
너만 바라본 많은 날들
물거품이 돼버린 오늘
또 아무렇지 않게 웃고있을 너잖아
정말 좋았잖아 행복 했었잖아
가슴아픈 그런 일들도
견뎌냈던 우리잖아
제발 그러지마라 아직 사랑하는 날
너도 알고 있잖아
매일밤 울며 전화하는 날
낯설만큼 차가운 니 목소릴 들어도
바보처럼 난 너를 못잊어 이렇게

알면서도 시작한 만남
그녀에게 미안한 맘만
하루하루 지날수록 커진
내 헛된 욕심들
많이 부담스러웠겠지
니 자릴 찾으려 했겠지
난 알고 있었어
닫혀진 너의 마음을
정말 좋았잖아 행복 했었잖아
가슴아픈 그런 일들도
견뎌냈던 우리잖아
제발 그러지마라 아직 사랑하는 날
너도 알고 있잖아
매일밤 울며 전화하는 날
낯설만큼 차가운 니 목소릴 들어도
바보처럼 난 니가 행복하길 바래
다시 나에게 너라는 기회가 온다면
놓치지 않을텐데 니 손 꼭 잡을텐데
니가 원했던 만큼
많이 원했던 만큼
잘해주지 못한 날
미안해 용서해 이해해줘
끝까지 이기적인거
이것도 이해해줄래
바보같은 날 마지막까지
이렇게 마지막 까지 미안해",RNB
35,Boat,"I'm on a boat
눈에 보이는 사방이 바다야
갓 잡아 올린 생선을 회 쳐서 먹어
I'm on a boat
멀어지는 도시
We're going on
어딘가로 멀리멀리
I'm on a boat
내가 원했던 건 그게 전부야
흘러가는 파도와 내 흔들리는 보트
I'm on a boat
멀어지는 도시
We're going on
어딘가로 멀리멀리
지는 해를 바라보면서
잠들 수 있는 낙이 필요해
떠나지 말란 법은 없지만
두고 가야 할 게 많아 겁이 나는걸
가끔은 한심한 꿈들이 필요해
but 나를 바라보는 눈이 너무 많아
저 멀리 갈 수 있는 배가 필요해
내 삶은 파도 따라서 흘러가야돼
I'm on a boat
눈에 보이는 사방이 바다야
갓 잡아 올린 생선을 회 쳐서 먹어
I'm on a boat
멀어지는 도시
We're going on
어딘가로 멀리멀리
I'm on a boat
내가 원했던 건 그게 전부야
흘러가는 파도와 내 흔들리는 보트
I'm on a boat
멀어지는 도시
We're going on
어딘가로 멀리멀리
지금은 꽤나 멀리 온 듯해
생각했던 모습과는 조금 달라도
괜찮아 이건 모두 내가 바랬던
이상의 일부야
이 정돈 감수해야지 이이 예에에
큰 파도가 날 덮칠 수도 있지만
뜻밖의 사고가 날 수도 있지만
I'll be ok
난 내 삶에 만족해
날 향한 걱정과 우려는 필요 없어
I'm on a boat
눈에 보이는 사방이 바다야
갓 잡아 올린 생선을 회 쳐서 먹어
I'm on a boat
멀어지는 도시
We're going on
어딘가로 멀리멀리
I'm on a boat
내가 원했던 건 그게 전부야
흘러가는 파도와 내 흔들리는 보트
I'm on a boat
멀어지는 도시
We're going on
어딘가로 멀리멀리
I'm on a boat
눈에 보이는 사방이 바다야
갓 잡아 올린 생선을 회 쳐서 먹어
I'm on a boat
멀어지는 도시
We're going on
어딘가로 멀리멀리
I'm on a boat
내가 원했던 건 그게 전부야
흘러가는 파도와 내 흔들리는 보트
I'm on a boat
멀어지는 도시
We're going on
어딘가로 멀리멀리",RNB
36,Bye bye my blue,"난 왜 니가 가진 것들을
부러워하는 걸까
감당하지도 못할 것들을
손에 꼭 쥐고서
여기서 무얼 얼만큼 더
나아지고픈 걸까
너도 똑같은 거 다 아는데
내가 이기적인 걸까
많이 가져도 난 아직 너 같진 않아
아픈 기억들 위로
매일 혼자 걸어 난
아플걸 알아도
자꾸 마음이 가나 봐
그래서 자꾸 네게 욕심을 내나 봐
나의 나의 나의 그대여
이름만 불러봐도 맘이 벅차요
난 더욱 더욱 더욱 크게 되어
널 가득 안고 싶고 그래요
하고 싶은 말을 하는 게 불안해서
너를 밀어내고서
불편하게 만들어
듣고 싶은 말이 너무나 많은데도
바라지를 못하고
마음 아프게 기다려
나의 나의 나의 그대여
이름만 불러봐도 맘이 벅차요
난 더욱 더욱 더욱 크게 되어
널 가득 안고 싶고 그래요",RNB
37,깨우지 않을게 (Feat. pH-1),"Never leave me, I'm just
곁에 머무르기만 할게
혹시 맞닿으면 두 눈 감아줄래
네가 잠든 시간 난 널 쓰다듬어
귀여워 죽어
어떤 꿈을 꾸는지 궁금하지만
Baby have a good morning
좋은 아침이야
포근한 향기 속에 눈을 비비지
네가 좋아하는 베개 위에서 좀 더 있어
How about you 너는 어때
Let me find my love
눈이 부신 햇살에 너와 함께 할
기분 좋은 아침을 준비할게
Never loved anybody else
more than I love you
해주고픈 말이 정말 많은데
내 맘처럼 쉽지가 않아
그럴 땐 널 그냥 안아
따듯하게 입고 함께 걸을까 둘이서
너는 신난 듯이 두리번
그럴 때면 좀 후회돼
더 자주 나올 걸 그랬네
You still love me baby
tell me why
너 너만 괜찮다면
오늘 밤엔
내 옆자리에
와서 잘래?
Baby have a good morning
좋은 아침이야
포근한 향기 속에 눈을 비비지
네가 좋아하는 베개 위에서 좀 더 있어
How about you 너는 어때
Let me find my love
눈이 부신 햇살에 너와 함께할
기분 좋은 아침을 준비할게
Know I’m gonna love you forever
깨우지 않을게 밤새
너 여기저기 돌아다니느라
내 잠은 다 설쳤어도
I just want you to be my baby
아주 조금이라도 더
내 옆에 오래 있어줘",RNB
38,한숨,"숨을 크게 쉬어봐요
당신의 가슴 양쪽이 저리게
조금은 아파올 때까지
숨을 더 뱉어봐요
당신의 안에 남은 게 없다고
느껴질 때까지
숨이 벅차올라도 괜찮아요
아무도 그댈 탓하진 않아
가끔은 실수해도 돼
누구든 그랬으니까
괜찮다는 말
말뿐인 위로지만
누군가의 한숨
그 무거운 숨을
내가 어떻게
헤아릴 수가 있을까요
당신의 한숨
그 깊일 이해할 순 없겠지만
괜찮아요
내가 안아줄게요
숨이 벅차올라도 괜찮아요
아무도 그댈 탓하진 않아
가끔은 실수해도 돼
누구든 그랬으니까
괜찮다는 말
말뿐인 위로지만
누군가의 한숨
그 무거운 숨을
내가 어떻게
헤아릴 수가 있을까요
당신의 한숨
그 깊일 이해할 순 없겠지만
괜찮아요
내가 안아줄게요
남들 눈엔 힘 빠지는
한숨으로 보일진 몰라도
나는 알고 있죠
작은 한숨 내뱉기도 어려운
하루를 보냈단 걸
이제 다른 생각은 마요
깊이 숨을 쉬어봐요
그대로 내뱉어요
누군가의 한숨
그 무거운 숨을
내가 어떻게
헤아릴 수가 있을까요
당신의 한숨
그 깊일 이해할 순 없겠지만
괜찮아요
내가 안아줄게요
정말 수고했어요",RNB
39,도망가자 (Run With Me),"도망가자
어디든 가야 할 것만 같아
넌 금방이라도 울 것 같아
괜찮아
우리 가자
걱정은 잠시 내려놓고
대신 가볍게 짐을 챙기자
실컷 웃고 다시 돌아오자
거기서는 우리 아무 생각말자
너랑 있을게 이렇게
손 내밀면 내가 잡을게
있을까 두려울 게
어디를 간다 해도
우린 서로를 꼭 붙잡고 있으니
너라서 나는 충분해
나를 봐 눈 맞춰줄래
너의 얼굴 위에 빛이 스며들 때까지
가보자 지금 나랑
도망가자
멀리 안 가도 괜찮을 거야
너와 함께라면 난 다 좋아
너의 맘이 편할 수 있는 곳
그게 어디든지 얘기 해줘
너랑 있을게 이렇게
손 내밀면 내가 잡을게
있을까 두려울 게
어디를 간다 해도
우린 서로를 꼭 붙잡고 있으니
가보는 거야 달려도 볼까
어디로든 어떻게든
내가 옆에 있을게 마음껏 울어도 돼
그 다음에
돌아오자 씩씩하게
지쳐도 돼 내가 안아줄게
괜찮아 좀 느려도 천천히 걸어도
나만은 너랑 갈 거야 어디든
당연해 가자 손잡고
사랑해 눈 맞춰줄래
너의 얼굴 위에 빛이 스며들 때까지
가보자 지금 나랑
도망가자",RNB
40,Number (Feat. BIG Naughty (서동현)),"오래 기다렸니
나도 기다렸는데
물어보고 싶은 게
300개가 넘네
그러니까
언제든 Call me baby
You know my number baby
언제든 Call me baby
You know my number baby
언제든 Call me baby
You know my number baby
언제든 Call me baby
You know my number baby
늦은 밤 이른 아침에도
I was there 너가 몰랐대도
다들 잘 시간인데
나 혼자 신났네 리듬 타지 Woah
오늘 하루
기분 좋은 일이 일어나길 빌어
쓴맛은 싫어
Give me some sweet one
들려주지 않을래 이 노래는 음 음
조금 다를지도 내일모레는 음 음
걸리지 않고 싶어 이번에는 싫어
괜히 쉬워 보이는 건 뻔해 너무 음 음 음
사랑 영화는 지루해
우린 조금 빨리 감기로 해
Skip skip skip
I know you like it
I know you want this
I know you
오래 기다렸니
나도 기다렸는데
물어보고 싶은 게
300개가 넘네
그러니까
언제든 Call me baby
You know my number baby
언제든 Call me baby
You know my number baby
언제든 Call me baby
You know my number baby
언제든 Call me baby
You know my number baby
쌓인 부재중 전화 999개
아니 9999개인데 그중에
받고 싶은 전화 진짜 하나도 없네
My little girl인 줄 알고 받았는데
Wait it was leellamarz 까비
이따 봐 Baby 길어봤자 Maybe
30분 안에 대충 할 테니까
Addy 콕 찍어놔
형 이제 진짜 가야 돼요 딱 여기까지만
언제까지 전화기에만 불타지 새벽까지
해 뜰 때까지 너 잘 때까지 애만 타지
아니 사실 언제까지
둘이 같이 산책 아님
아침까지는 아니더라도
네 얼굴 한번 보는 게
왜 이렇게 어렵게 됐을까 나는
네 손 한번 잡는 게 어렵긴 어렵네
바다 건너는 게 생각보다도 꽤
전화론 Not okay
오래 기다렸니
나도 기다렸는데
물어보고 싶은 게
300개가 넘네
그러니까
언제든 Call me baby
You know my number baby
언제든 Call me baby
You know my number baby
언제든 Call me baby
You know my number baby
언제든 Call me baby
You know my number baby",RNB
41,체념,"행복했어
너와의 시간들
아마도
너는 힘들었겠지
너의 마음을
몰랐던 건 아니야
나도 느꼈었지만
널 보내는게
널 떠나보내는게
아직은 익숙하지가 않아
그렇게 밖에 할 수 없던
니가 원망스러워
왜 말 안했니
아님 못한거니
조금도 날
생각하지 않았니
좋아한다며
사랑한다며
이렇게 끝낼거면서
왜 그런말을 했니
널 미워해야만
하는 거니
아니면 내 탓을
해야만 하는 거니
시간을
돌릴수만 있다면
다시 예전으로
돌아가고 싶은 마음뿐이야
왜 말 안했니
아님 못한거니
조금도 날
생각하지 않았니
좋아한다며
사랑한다며
이렇게 끝낼거면서
왜 그런말을 했니
널 미워해야만
하는 거니
아니면 내 탓을
해야만 하는 거니
시간을 돌릴수만 있다면
다시 예전으로
돌아가고 싶은 마음뿐이야
그래 더 이상
묻지 않을게
내곁을 떠나고 싶다면
돌아보지 말고 떠나가
눈물은 흘리지 않을게
괜히 마음만 약해지니깐
내게서 멀어진
니 모습이
흐릿하게 보여
눈물이 나나봐
널 많이
그리워할것 같아
참아야만 하겠지
잊혀질 수 있도록
다시 사랑같은거
하지 않을래
내 마지막 사랑은
돌아선 너에게
주고 싶어서
행복하길 바래
나보다 좋은 여자
만나기를",RNB
42,내사람,"내 가슴속에 사는 사람 내가 그토록 아끼는 사람
너무 소중해 마음껏 안아보지도 못했던
누구에게나 흔한 행복 한 번도 준적이 없어서
맘 놓고 웃어본 적도 없는 그댈 사랑합니다
내가 기쁠 때나 슬플 때나 함께 울고 웃어주던
그댈 위해 내가 할 수 있는건 뭐든 해주고 싶어
안녕 내 사랑 그대여 이젠 내가 지켜줄게요
못난 날 믿고 참고 기다려줘서 고마워요
안녕 내 사랑 그대여 영원토록 사랑할게요
다시 태어나서 사랑한대도 그대이고 싶어요

어두운 밤길을 잃어도 서로 등불이 되어주고
비바람 몰아쳐도 지금 잡은 두 손 놓지 말아요
내가 힘들 때나 아플 때나 내 곁에 있어준 그대
미안하단 말로 고맙단 말을 대신 하던 나였죠
안녕 내 사랑 그대여 이젠 내가 지켜줄게요
못난 날 믿고 참고 기다려줘서 고마워요
안녕 내 사랑 그대여 영원토록 사랑할게요
다시 태어나서 사랑한대도 그대이고 싶어요

넘어지고 몇 번을 다시 넘어진다 해도
그대만 있다면 다시 일어날 수 있는데

< 간주

안녕 내 사랑 그대여 이젠 내가 지켜줄게요
못난 날 믿고 참고 기다려줘서 고마워요
안녕 내 사랑 그대여 이렇게 그댈 부를 때면
너무 행복해서 눈물이 나죠 사랑해요

< Ending Chorus",RNB
43,잊어버리지마 (Feat. 태연),"너와 나 언젠가
남이 되어도
영영 닿을 수 없는
사이 되어도
잊어버리지마
잃어버리지마
혹시나 다른 사람의
손 잡고 있어도
영영 닿을 수 없는
곳에 있어도
잊어버리지마
잃어버리지마
따뜻해 볼이 맞닿을 때
살며시 시린
내 손 잡아줄 때
차가운 세상에
지친 내 맘을
온기로 감싸네
예에이에
내 눈에 담긴 너의 얼굴
내 품에 잠든 너의 모습
이대로 멈췄으면 해
꽉 잡은 두 손
놓치면 안돼
너와 나 언젠가
남이 되어도
영영 닿을 수 없는
사이 되어도
잊어버리지마
잃어버리지마
혹시나 다른 사람의
손 잡고 있어도
영영 닿을 수 없는
곳에 있어도
잊어버리지마
잃어버리지마
마주 앉아
널 바라보는 지금이
영원하길 바래
혹시나 시간이
우릴 질투 할까 봐
사실 걱정 돼
변치 마 always by my side
영원히 함께 my love
언젠가 날 기억해주길
한번쯤은 뒤 돌아보길
부디 놓지 말아줘
우릴 계속 바라봐주길
Oh My love
시간이 지나 baby
너와 나
우리가 남이 되어도
잊어버리지마
날 잊어버리지마
랄라 랄라랄라 랄라
이 노랠 잊어버리지마",RNB
44,다음 겨울에도 여기서 만나,"사뿐사뿐 겨울 위 발자국
하나 둘 셋 넷 발맞춰 가자
오는 눈꽃송이를 잡으며 걷다 보니
어김없이 여기 Christmas tree
오늘만큼은 어린아이로 돌아가
작게 반짝이는 소원을 걸자
메리 메리 크리스마스
두 손을 모아
한참을 바라봤지
수많은 저 별들을
메리 메리 크리스마스
너의 입가에
살며시 번져있는 미소
따뜻한 그 미소를 기억할게
잠시만 더 이대로 멈춰있자
지난 겨울날로 돌아간다면
조금 서툴렀대도 괜찮다 말해줄걸
애꿎은 농담만 던지네
오늘만큼은 온전한 진심을 담아
나의 기쁨을 위한 너의 행운을 빌어
메리 메리 크리스마스
두 눈을 감아
한참을 기도했지
너의 행복한 밤을
메리 메리 크리스마스
너의 입가에
살며시 번져있는 미소
따뜻한 그 미소를 기억할게
메리 메리 크리스마스
정말 고마워
메리 메리 크리스마스
정말 고마워
말로 다 못한 맘들
네게 전하고 싶어
메리 메리 크리스마스
언제까지나
나는 너의 편일 거야
우리 함께 약속하자
다음 겨울에도 여기서 만나",RNB
45,_WORLD,"Hey 아까부터 널 봤어
우린 처음이지만 모든 재미를 느낄 수 있어 더 알고 싶어
Hey 웃지만 말고 말이야
가본 적이 없는 곳에 너를 데려가 줄게

Come with me, put it on put it on me
You got this, put it on put it on me
결국 내 손을 잡을 거야
Cause I know that you’ve been dreaming

마치 천국의 Deja vu
지금부터 난 널 만나 Interview
네가 원한 모든 걸 다 줄 수가 있어
너의 어두운 모습까지도
Come Come into my world

Won’t let you down
Won’t let you down
내게로 와
In my In my In my new world

Knock knock knockin’ on heaven’s door
Whipped cream cloud 손끝으로 쓸어
내 All star 밑에 딛고 날아 Sunset
넘 빠름 I’ma take it slow

슬픔이 없는 곳에서 이대로 춤을 춰
박자에 맞춰 박수
넌 영원을 내게 줘 기쁨의 맛을 더
영원에 영원을 더 더 더 더

Come with me, put it on put it on me
You got this, put it on put it on me
결국 내 손을 잡을 거야
Cause I know that you’ve been dreaming

마치 천국의 Deja vu
지금부터 난 널 만나 Interview
네가 원한 모든 걸 다 줄 수가 있어
너의 어두운 모습까지도
Come Come into my world

Won’t let you down
Won’t let you down
내게로 와
In my In my In my new world

We got the heart We got the soul
이대로 우리 맘을 열어
너에게 넌 나에게
새로운 미래를 열어줘 나 손을 놓지 않을게
Trust in me baby I can see

마치 천국의 Deja vu
지금부터 난 널 만나 Interview
네가 원한 모든 걸 다 줄 수가 있어
너의 어두운 모습까지도
Come Come into my world

Won’t let you down
Won’t let you down
내게로 와
In my In my In my new world",RNB
46,instagram,"내일이 올 걸 아는데
난 핸드폰을 놓지 못해
잠은 올 생각이 없대 yeah
다시 인스타그램 인스타그램 하네
잘 난 사람 많고 많지
누군 어디를 놀러 갔다지
좋아요는 안 눌렀어
나만 이런 것 같아서
저기 인스타그램 인스타그램 속엔
문제야 문제
온 세상 속에
똑같은 사랑노래가
와 닿지 못해
나의 밤 속엔
생각이 너무 많네
복잡해
틈만 나면 바뀌는 게
관둘래
이 놈의 정보화 시대
단단히 잘못 됐어
요즘은 아는게 더
괴로운 것 같은데
가면 갈 수록
너무 어려워
나만 이런 건지
클럽 말고 뭐
영화 말고 뭐 없나 하다
결국 동네
내 맘에는 구멍이 있어
그건 뭘로도 못 채우는 것 yeah
난 지금 가라앉는 중 인걸
네모난 바다 속에서
문제야 문제
온 세상 속에
똑같은 사랑 노래가
와 닿지 못해
나의 밤 속엔
생각이 너무 많네
뚜루뚜 뚜루뚜
all night
그렇게 시간 낭비를 하네
저 인스타그램 속에서
Lonely lonely so lonely
원래 이리도 힘든가요
no way no way
이 피드 속엔
나완 다른 세상 뿐인데
부질없이
올려 놓은 사진
뒤에 가려진 내 마음을
아는 이 없네
난 또 헤 메이네
저 인스타그램 속에서
그래 너는 요즘 어때
잠 못 자는 건 여전해
자른 단발이 참 예쁘던데
좋아요는 안 눌렀어
조금 웃긴것 같아서
뚜루루뚜 뚜루루뚜
뚜루루뚜
all night
그렇게 시간 낭비를 하네
네 인스타그램 속에서",RNB
47,"무제(無題) (Untitled, 2014)","나에게 돌아오기가 어렵고 힘든 걸 알아
이제 더는 상처받기가 두렵고 싫은 걸 알아
네가 떠나 버린 그날에도 모진 말로 널 울리고
뒤돌아 서서 후회해 미안해

제발 단 한 번이라도 너를 볼 수 있다면
내 모든 걸 다 잃어도 괜찮아
꿈에서라도 너를 만나 다시 사랑하기를
우리 이대로

너에게 용서받기 보다 죽는 게 더 쉬울지 몰라
이 노래를 불러보지만 내 진심이 닿을지 몰라
네가 행복하기를 바래 그 흔한 거짓말도 못하고
돌아오기만 기도해 미안해

제발 단 한 번이라도 너를 볼 수 있다면
내 모든 걸 다 잃어도 괜찮아
꿈에서라도 너를 만나 다시 사랑하기를
우리 이대로

이제는 끝이라는 마지막이라는
너의 그 맘을 난 믿을 수 없어
I can't let go, cuz you never know
내겐 너 같은 너에겐 나 같은
그런 사랑은 두 번 다시는 없어
Nobody knows… we always know

제발 단 한 번이라도 너를 볼 수 있다면
내 모든 걸 다 잃어도 괜찮아
꿈에서라도 너를 만나 다시 사랑하기를

지금 이 시간이 지나가고 다 잊을 수 있다면
그 기억도 행복했던 추억도
아니 다음 생 에도 너를 만나 다시 사랑하기를
예전 그대로",RNB
48,넌 나의 크리스마스,"빛나는 길거리 울리는 캐럴이
떠오르게 하는 이름
그 이름 너란 걸 딱 너 하나란 걸
말하면 너는 웃을까
외로워서 하는 소리
아니야 난 I'm not lonely
너와 단 둘이 보내고 싶어
크리스마스
네가 있어야 완성되는 크리스마스
네가 아니면
나에겐 없어질 크리스마스
눈 말고 너 오는
Oh 메리 크리스마스
다른 사람 말고 바로 너
너란 존재 자체가 내 크리스마스
너만을 사랑해
이 노래를 듣고 내 마음을 알면
너도 나를 좋아할까
어쩌면 너도 날 좋아하면서도
숨기고 있진 않을까
혹시 넌 그 날 뭐하니
아니면 나랑 만날래
너와 단 둘이 보내고 싶어
크리스마스
네가 있어야 완성되는 크리스마스
네가 아니면
나에겐 없어질 크리스마스
눈 말고 너 오는
Oh 메리 크리스마스
다른 사람 말고
바로 너 크리스마스
네가 있어야 완성되는 크리스마스
네가 있어야 완성되는 크리스마스
네가 아니면
나에겐 없어질 크리스마스
눈 말고 너 오는
Oh 메리 크리스마스
다른 사람 말고 바로 너
다른 사람 말고 바로 너
너란 존재 자체가 내 크리스마스
너만을 사랑해",RNB
